z_lo,z_hi,wave_rest,flux_norm,err_norm,n_contrib
2.0,2.4,1582.0,0.585796,0.031575,5000
2.0,2.4,1583.0,0.607318,0.027025,5000
2.0,2.4,1584.0,0.625044,0.030971,5000
2.0,2.4,1585.0,0.614957,0.028233,5000
2.0,2.4,1586.0,0.605193,0.034312,5000
2.0,2.4,1587.0,0.582362,0.028355,5000
2.0,2.4,1588.0,0.623133,0.034081,5000
2.0,2.4,1589.0,0.615572,0.029399,5000
2.0,2.4,1590.0,0.607831,0.028815,5000
2.0,2.4,1591.0,0.619424,0.031937,5000
2.0,2.4,1592.0,0.550286,0.030462,5000
2.0,2.4,1593.0,0.580065,0.028232,5000
2.0,2.4,1594.0,0.571986,0.028073,5000
2.0,2.4,1595.0,0.570226,0.03508,5000
2.0,2.4,1596.0,0.598032,0.033363,5000
2.0,2.4,1597.0,0.663272,0.033662,5000
2.0,2.4,1598.0,0.598881,0.027657,5000
2.0,2.4,1599.0,0.596412,0.033192,5000
2.0,2.4,1600.0,0.655596,0.034593,5000
2.0,2.4,1601.0,0.67294,0.031931,5000
2.0,2.4,1602.0,0.569739,0.031944,5000
2.0,2.4,1603.0,0.60126,0.030824,5000
2.0,2.4,1604.0,0.582374,0.027396,5000
2.0,2.4,1605.0,0.594501,0.032258,5000
2.0,2.4,1606.0,0.57858,0.029165,5000
2.0,2.4,1607.0,0.603609,0.032049,5000
2.0,2.4,1608.0,0.574206,0.0298,5000
2.0,2.4,1609.0,0.604961,0.032438,5000
2.0,2.4,1610.0,0.65105,0.03375,5000
2.0,2.4,1611.0,0.605143,0.02947,5000
2.0,2.4,1612.0,0.64765,0.030313,5000
2.0,2.4,1613.0,0.549632,0.027269,5000
2.0,2.4,1614.0,0.623177,0.034221,5000
2.0,2.4,1615.0,0.590254,0.028877,5000
2.0,2.4,1616.0,0.601389,0.033359,5000
2.0,2.4,1617.0,0.652452,0.034732,5000
2.0,2.4,1618.0,0.623059,0.033184,5000
2.0,2.4,1619.0,0.62115,0.038115,5000
2.0,2.4,1620.0,0.592056,0.028532,5000
2.0,2.4,1621.0,0.555897,0.032791,5000
2.0,2.4,1622.0,0.560844,0.03056,5000
2.0,2.4,1623.0,0.56207,0.029289,5000
2.0,2.4,1624.0,0.590614,0.030022,5000
2.0,2.4,1625.0,0.545652,0.027945,5000
2.0,2.4,1626.0,0.611283,0.035255,5000
2.0,2.4,1627.0,0.57443,0.028449,5000
2.0,2.4,1628.0,0.547869,0.033514,5000
2.0,2.4,1629.0,0.620523,0.028103,5000
2.0,2.4,1630.0,0.625556,0.027809,4984
2.0,2.4,1631.0,0.538195,0.030085,4958
2.0,2.4,1632.0,0.618951,0.031199,4932
2.0,2.4,1633.0,0.647674,0.031444,4905
2.0,2.4,1634.0,0.61878,0.027658,4867
2.0,2.4,1635.0,0.612775,0.028084,4840
2.0,2.4,1636.0,0.625436,0.028461,4810
2.0,2.4,1637.0,0.66081,0.032463,4759
2.0,2.4,1638.0,0.697851,0.032663,4724
2.0,2.4,1639.0,0.672831,0.036768,4685
2.0,2.4,1640.0,0.698022,0.030828,4641
2.0,2.4,1641.0,0.623326,0.030825,4610
2.0,2.4,1642.0,0.632623,0.037979,4583
2.0,2.4,1643.0,0.607294,0.0321,4546
2.0,2.4,1644.0,0.573184,0.028929,4507
2.0,2.4,1645.0,0.663396,0.033831,4485
2.0,2.4,1646.0,0.58792,0.033233,4460
2.0,2.4,1647.0,0.603893,0.03315,4428
2.0,2.4,1648.0,0.638695,0.029363,4399
2.0,2.4,1649.0,0.576329,0.0293,4371
2.0,2.4,1650.0,0.633386,0.033528,4340
2.0,2.4,1651.0,0.59857,0.036154,4316
2.0,2.4,1652.0,0.61626,0.02984,4293
2.0,2.4,1653.0,0.618381,0.032246,4266
2.0,2.4,1654.0,0.616051,0.029691,4244
2.0,2.4,1655.0,0.562042,0.032463,4224
2.0,2.4,1656.0,0.577477,0.035936,4202
2.0,2.4,1657.0,0.619963,0.032259,4171
2.0,2.4,1658.0,0.560181,0.032241,4147
2.0,2.4,1659.0,0.672459,0.03361,4124
2.0,2.4,1660.0,0.66758,0.030032,4098
2.0,2.4,1661.0,0.617878,0.031395,4083
2.0,2.4,1662.0,0.57571,0.031107,4063
2.0,2.4,1663.0,0.633874,0.04077,4048
2.0,2.4,1664.0,0.667311,0.036776,4029
2.0,2.4,1665.0,0.658824,0.03149,4005
2.0,2.4,1666.0,0.550361,0.04375,3987
2.0,2.4,1667.0,0.584527,0.030942,3949
2.0,2.4,1668.0,0.649336,0.03772,3930
2.0,2.4,1669.0,0.65417,0.036972,3908
2.0,2.4,1670.0,0.658058,0.030125,3884
2.0,2.4,1671.0,0.578467,0.036385,3858
2.0,2.4,1672.0,0.58907,0.033839,3839
2.0,2.4,1673.0,0.583945,0.037859,3819
2.0,2.4,1674.0,0.57684,0.036864,3789
2.0,2.4,1675.0,0.592682,0.032945,3762
2.0,2.4,1676.0,0.621585,0.037441,3741
2.0,2.4,1677.0,0.579009,0.032826,3717
2.0,2.4,1678.0,0.637789,0.035893,3697
2.0,2.4,1679.0,0.589978,0.035685,3665
2.0,2.4,1680.0,0.575029,0.031196,3636
2.0,2.4,1681.0,0.560535,0.042657,3610
2.0,2.4,1682.0,0.656083,0.038239,3579
2.0,2.4,1683.0,0.677407,0.032882,3551
2.0,2.4,1684.0,0.586293,0.036835,3523
2.0,2.4,1685.0,0.550796,0.034187,3500
2.0,2.4,1686.0,0.591219,0.040644,3465
2.0,2.4,1687.0,0.588655,0.037571,3433
2.0,2.4,1688.0,0.625643,0.03246,3404
2.0,2.4,1689.0,0.56092,0.035622,3374
2.0,2.4,1690.0,0.584757,0.031817,3340
2.0,2.4,1691.0,0.64715,0.031664,3312
2.0,2.4,1692.0,0.585526,0.037223,3285
2.0,2.4,1693.0,0.563658,0.038621,3250
2.0,2.4,1694.0,0.611793,0.033079,3214
2.0,2.4,1695.0,0.67106,0.034549,3164
2.0,2.4,1696.0,0.674158,0.03667,3123
2.0,2.4,1697.0,0.624061,0.03607,3090
2.0,2.4,1698.0,0.608866,0.033551,3061
2.0,2.4,1699.0,0.574041,0.032362,3032
2.0,2.4,1700.0,0.551997,0.039319,2988
2.4,2.8,1050.0,1.105302,0.068901,5000
2.4,2.8,1051.0,1.021044,0.073821,5000
2.4,2.8,1052.0,1.128928,0.081841,5000
2.4,2.8,1053.0,1.12096,0.076156,5000
2.4,2.8,1054.0,1.033747,0.083316,5000
2.4,2.8,1055.0,1.172698,0.072364,5000
2.4,2.8,1056.0,0.908667,0.06692,5000
2.4,2.8,1057.0,1.10366,0.076278,5000
2.4,2.8,1058.0,0.988404,0.073607,5000
2.4,2.8,1059.0,1.10799,0.077231,5000
2.4,2.8,1060.0,0.908914,0.086052,5000
2.4,2.8,1061.0,0.845194,0.076581,5000
2.4,2.8,1062.0,0.886572,0.080091,5000
2.4,2.8,1063.0,0.993986,0.068304,5000
2.4,2.8,1064.0,0.94556,0.072972,5000
2.4,2.8,1065.0,0.903001,0.066969,5000
2.4,2.8,1066.0,0.953659,0.083109,5000
2.4,2.8,1067.0,1.11009,0.06321,5000
2.4,2.8,1068.0,0.828344,0.064728,5000
2.4,2.8,1069.0,0.859522,0.065726,5000
2.4,2.8,1070.0,0.907713,0.066852,5000
2.4,2.8,1071.0,0.966978,0.06686,5000
2.4,2.8,1072.0,0.93042,0.061346,5000
2.4,2.8,1073.0,1.102057,0.062133,5000
2.4,2.8,1074.0,0.847797,0.062378,5000
2.4,2.8,1075.0,0.869209,0.079213,5000
2.4,2.8,1076.0,0.955962,0.077266,5000
2.4,2.8,1077.0,0.915021,0.066899,5000
2.4,2.8,1078.0,0.891853,0.071668,5000
2.4,2.8,1079.0,1.073484,0.062025,5000
2.4,2.8,1080.0,0.964746,0.075371,5000
2.4,2.8,1081.0,0.893992,0.059823,5000
2.4,2.8,1082.0,0.914406,0.061128,5000
2.4,2.8,1083.0,0.842232,0.058809,5000
2.4,2.8,1084.0,0.79309,0.060082,5000
2.4,2.8,1085.0,0.919812,0.065441,5000
2.4,2.8,1086.0,0.940614,0.064566,5000
2.4,2.8,1087.0,0.989901,0.06067,5000
2.4,2.8,1088.0,0.935621,0.066224,5000
2.4,2.8,1089.0,0.952378,0.060711,5000
2.4,2.8,1090.0,0.794706,0.060157,5000
2.4,2.8,1091.0,0.823999,0.05693,5000
2.4,2.8,1092.0,0.844215,0.063059,5000
2.4,2.8,1093.0,0.986739,0.07003,5000
2.4,2.8,1094.0,0.824643,0.057085,5000
2.4,2.8,1095.0,1.008444,0.055541,5000
2.4,2.8,1096.0,0.909439,0.053623,5000
2.4,2.8,1097.0,0.858651,0.064263,5000
2.4,2.8,1098.0,0.984644,0.076702,5000
2.4,2.8,1099.0,0.858533,0.053748,5000
2.4,2.8,1100.0,0.998168,0.059723,5000
2.4,2.8,1101.0,0.840849,0.058943,5000
2.4,2.8,1102.0,0.852371,0.053541,5000
2.4,2.8,1103.0,0.766502,0.061387,5000
2.4,2.8,1104.0,0.802425,0.053968,5000
2.4,2.8,1105.0,0.8718,0.054799,5000
2.4,2.8,1106.0,0.724333,0.052871,5000
2.4,2.8,1107.0,0.891739,0.059364,5000
2.4,2.8,1108.0,0.829615,0.053202,5000
2.4,2.8,1109.0,0.85486,0.051592,5000
2.4,2.8,1110.0,0.828464,0.063458,5000
2.4,2.8,1111.0,0.731102,0.051045,5000
2.4,2.8,1112.0,0.778026,0.057779,5000
2.4,2.8,1113.0,0.76675,0.057224,5000
2.4,2.8,1114.0,0.865712,0.056357,5000
2.4,2.8,1115.0,0.739821,0.05443,5000
2.4,2.8,1116.0,0.748067,0.051842,5000
2.4,2.8,1117.0,0.781275,0.05869,5000
2.4,2.8,1118.0,0.747178,0.047617,5000
2.4,2.8,1119.0,0.97152,0.053687,5000
2.4,2.8,1120.0,0.845432,0.049667,5000
2.4,2.8,1121.0,0.738172,0.048347,5000
2.4,2.8,1122.0,0.777817,0.052547,5000
2.4,2.8,1123.0,0.836256,0.048777,5000
2.4,2.8,1124.0,0.849362,0.049437,5000
2.4,2.8,1125.0,0.76282,0.048033,5000
2.4,2.8,1126.0,0.709827,0.055623,5000
2.4,2.8,1127.0,0.781517,0.050612,5000
2.4,2.8,1128.0,0.752462,0.057258,5000
2.4,2.8,1129.0,0.777637,0.048441,5000
2.4,2.8,1130.0,0.773781,0.057209,5000
2.4,2.8,1131.0,0.747373,0.049643,5000
2.4,2.8,1132.0,0.804048,0.061315,5000
2.4,2.8,1133.0,0.810153,0.051619,5000
2.4,2.8,1134.0,0.691808,0.049622,5000
2.4,2.8,1135.0,0.745729,0.056698,5000
2.4,2.8,1136.0,0.802105,0.050625,5000
2.4,2.8,1137.0,0.732383,0.046596,5000
2.4,2.8,1138.0,0.766276,0.047371,5000
2.4,2.8,1139.0,0.761992,0.05846,5000
2.4,2.8,1140.0,0.681817,0.050066,5000
2.4,2.8,1141.0,0.763564,0.051831,5000
2.4,2.8,1142.0,0.80479,0.052586,5000
2.4,2.8,1143.0,0.731153,0.045036,5000
2.4,2.8,1144.0,0.828656,0.054392,5000
2.4,2.8,1145.0,0.770658,0.049813,5000
2.4,2.8,1146.0,0.763148,0.045657,5000
2.4,2.8,1147.0,0.752857,0.052341,5000
2.4,2.8,1148.0,0.745624,0.056901,5000
2.4,2.8,1149.0,0.75337,0.049021,5000
2.4,2.8,1150.0,0.727745,0.060355,5000
2.4,2.8,1151.0,0.764674,0.044845,5000
2.4,2.8,1152.0,0.712174,0.051228,5000
2.4,2.8,1153.0,0.811288,0.04629,5000
2.4,2.8,1154.0,0.732062,0.045444,5000
2.4,2.8,1155.0,0.721911,0.045105,5000
2.4,2.8,1156.0,0.767368,0.049302,5000
2.4,2.8,1157.0,0.696476,0.048997,5000
2.4,2.8,1158.0,0.697914,0.043873,5000
2.4,2.8,1159.0,0.810485,0.044647,5000
2.4,2.8,1160.0,0.787363,0.054548,5000
2.4,2.8,1161.0,0.64894,0.044586,5000
2.4,2.8,1162.0,0.785999,0.048413,5000
2.4,2.8,1163.0,0.781289,0.044728,5000
2.4,2.8,1164.0,0.692233,0.049161,5000
2.4,2.8,1165.0,0.710035,0.050244,5000
2.4,2.8,1166.0,0.688019,0.05111,5000
2.4,2.8,1167.0,0.720638,0.051825,5000
2.4,2.8,1168.0,0.672562,0.044259,5000
2.4,2.8,1169.0,0.728992,0.049034,5000
2.4,2.8,1170.0,0.620761,0.04411,5000
2.4,2.8,1171.0,0.703658,0.046673,5000
2.4,2.8,1172.0,0.681196,0.049966,5000
2.4,2.8,1173.0,0.617712,0.045917,5000
2.4,2.8,1174.0,0.585164,0.046164,5000
2.4,2.8,1175.0,0.615677,0.056908,5000
2.4,2.8,1176.0,0.689024,0.044398,5000
2.4,2.8,1177.0,0.717677,0.055634,5000
2.4,2.8,1178.0,0.603973,0.055641,5000
2.4,2.8,1179.0,0.656394,0.044596,5000
2.4,2.8,1180.0,0.674914,0.043983,5000
2.4,2.8,1181.0,0.643664,0.042889,5000
2.4,2.8,1182.0,0.632745,0.043895,5000
2.4,2.8,1183.0,0.720997,0.053448,5000
2.4,2.8,1184.0,0.653565,0.043784,5000
2.4,2.8,1185.0,0.705782,0.049573,5000
2.4,2.8,1186.0,0.649423,0.050652,5000
2.4,2.8,1187.0,0.651223,0.041061,5000
2.4,2.8,1188.0,0.543903,0.047577,5000
2.4,2.8,1189.0,0.635549,0.045065,5000
2.4,2.8,1190.0,0.574157,0.054138,5000
2.4,2.8,1191.0,0.643272,0.045328,5000
2.4,2.8,1192.0,0.593722,0.047197,5000
2.4,2.8,1193.0,0.776559,0.046161,5000
2.4,2.8,1194.0,0.644063,0.051118,5000
2.4,2.8,1195.0,0.723727,0.046404,5000
2.4,2.8,1196.0,0.735279,0.047753,5000
2.4,2.8,1197.0,0.67079,0.046035,5000
2.4,2.8,1198.0,0.681265,0.041716,5000
2.4,2.8,1199.0,0.71159,0.043651,5000
2.4,2.8,1200.0,0.608371,0.042246,5000
2.4,2.8,1201.0,0.572407,0.040802,5000
2.4,2.8,1202.0,0.34344,0.040913,5000
2.4,2.8,1203.0,0.313978,0.040192,5000
2.4,2.8,1204.0,0.30746,0.041954,5000
2.4,2.8,1205.0,0.355739,0.046537,5000
2.4,2.8,1206.0,0.375416,0.042686,5000
2.4,2.8,1207.0,0.353632,0.042695,5000
2.4,2.8,1208.0,0.32219,0.042497,5000
2.4,2.8,1209.0,0.331533,0.04259,5000
2.4,2.8,1210.0,0.343136,0.040615,5000
2.4,2.8,1211.0,0.602658,0.042638,5000
2.4,2.8,1212.0,1.154947,0.059271,5000
2.4,2.8,1213.0,2.042372,0.066215,5000
2.4,2.8,1214.0,6.536365,0.115731,5000
2.4,2.8,1215.0,16.162682,0.250266,5000
2.4,2.8,1216.0,13.524286,0.24452,5000
2.4,2.8,1217.0,4.345355,0.078597,5000
2.4,2.8,1218.0,1.369317,0.06216,5000
2.4,2.8,1219.0,0.677984,0.045899,5000
2.4,2.8,1220.0,0.400546,0.041725,5000
2.4,2.8,1221.0,0.454566,0.048934,5000
2.4,2.8,1222.0,0.351687,0.047182,5000
2.4,2.8,1223.0,0.388627,0.042465,5000
2.4,2.8,1224.0,0.444927,0.041147,5000
2.4,2.8,1225.0,0.341894,0.041835,5000
2.4,2.8,1226.0,0.23697,0.043235,5000
2.4,2.8,1227.0,0.340037,0.039982,5000
2.4,2.8,1228.0,0.450275,0.043204,5000
2.4,2.8,1229.0,0.460866,0.039423,5000
2.4,2.8,1230.0,0.63463,0.037795,5000
2.4,2.8,1231.0,0.664223,0.049342,5000
2.4,2.8,1232.0,0.683493,0.047719,5000
2.4,2.8,1233.0,0.765984,0.046035,5000
2.4,2.8,1234.0,0.686415,0.048842,5000
2.4,2.8,1235.0,0.663696,0.044032,5000
2.4,2.8,1236.0,0.682789,0.039156,5000
2.4,2.8,1237.0,0.762144,0.046995,5000
2.4,2.8,1238.0,0.649046,0.043847,5000
2.4,2.8,1239.0,0.712662,0.039731,5000
2.4,2.8,1240.0,0.670605,0.048256,5000
2.4,2.8,1241.0,0.828499,0.04052,5000
2.4,2.8,1242.0,0.823102,0.044802,5000
2.4,2.8,1243.0,0.764531,0.039028,5000
2.4,2.8,1244.0,0.772192,0.046409,5000
2.4,2.8,1245.0,0.756953,0.042378,5000
2.4,2.8,1246.0,0.760195,0.046146,5000
2.4,2.8,1247.0,0.766859,0.040968,5000
2.4,2.8,1248.0,0.824445,0.039974,5000
2.4,2.8,1249.0,0.716166,0.039665,5000
2.4,2.8,1250.0,0.744549,0.042141,5000
2.4,2.8,1251.0,0.732789,0.045804,5000
2.4,2.8,1252.0,0.70756,0.038439,5000
2.4,2.8,1253.0,0.797447,0.041259,5000
2.4,2.8,1254.0,0.799283,0.042077,5000
2.4,2.8,1255.0,0.67814,0.043192,5000
2.4,2.8,1256.0,0.700993,0.039181,5000
2.4,2.8,1257.0,0.741237,0.038493,5000
2.4,2.8,1258.0,0.640732,0.044293,5000
2.4,2.8,1259.0,0.667987,0.041187,5000
2.4,2.8,1260.0,0.727837,0.045208,5000
2.4,2.8,1261.0,0.803133,0.048221,5000
2.4,2.8,1262.0,0.841551,0.046957,5000
2.4,2.8,1263.0,0.834175,0.045284,5000
2.4,2.8,1264.0,0.835546,0.047541,5000
2.4,2.8,1265.0,0.7763,0.04464,5000
2.4,2.8,1266.0,0.724194,0.042366,5000
2.4,2.8,1267.0,0.740044,0.049542,5000
2.4,2.8,1268.0,0.831469,0.04249,5000
2.4,2.8,1269.0,0.768681,0.039753,5000
2.4,2.8,1270.0,0.746297,0.045736,5000
2.4,2.8,1271.0,0.790089,0.041154,5000
2.4,2.8,1272.0,0.791987,0.053449,5000
2.4,2.8,1273.0,0.798115,0.051776,5000
2.4,2.8,1274.0,0.811303,0.040067,5000
2.4,2.8,1275.0,0.792884,0.045301,5000
2.4,2.8,1276.0,0.741657,0.044847,5000
2.4,2.8,1277.0,0.741612,0.043028,5000
2.4,2.8,1278.0,0.714468,0.040383,5000
2.4,2.8,1279.0,0.742792,0.042197,5000
2.4,2.8,1280.0,0.710352,0.04536,5000
2.4,2.8,1281.0,0.790416,0.045401,5000
2.4,2.8,1282.0,0.699428,0.041832,5000
2.4,2.8,1283.0,0.811375,0.041574,5000
2.4,2.8,1284.0,0.765215,0.043924,5000
2.4,2.8,1285.0,0.758946,0.041044,5000
2.4,2.8,1286.0,0.793134,0.042014,5000
2.4,2.8,1287.0,0.768493,0.044492,5000
2.4,2.8,1288.0,0.72131,0.040701,5000
2.4,2.8,1289.0,0.74489,0.037161,5000
2.4,2.8,1290.0,0.734115,0.040104,5000
2.4,2.8,1291.0,0.693818,0.047165,5000
2.4,2.8,1292.0,0.780331,0.039553,5000
2.4,2.8,1293.0,0.792084,0.039101,5000
2.4,2.8,1294.0,0.800411,0.046363,5000
2.4,2.8,1295.0,0.707232,0.041698,5000
2.4,2.8,1296.0,0.791949,0.039371,5000
2.4,2.8,1297.0,0.649819,0.043308,5000
2.4,2.8,1298.0,0.700582,0.04293,5000
2.4,2.8,1299.0,0.687816,0.048974,5000
2.4,2.8,1300.0,0.659377,0.03574,5000
2.4,2.8,1301.0,0.663971,0.040486,5000
2.4,2.8,1302.0,0.684095,0.041606,5000
2.4,2.8,1303.0,0.7885,0.04488,5000
2.4,2.8,1304.0,0.79695,0.039878,5000
2.4,2.8,1305.0,0.734309,0.040215,5000
2.4,2.8,1306.0,0.782982,0.042078,5000
2.4,2.8,1307.0,0.722016,0.038519,5000
2.4,2.8,1308.0,0.736211,0.036766,5000
2.4,2.8,1309.0,0.809892,0.04273,5000
2.4,2.8,1310.0,0.771441,0.047989,5000
2.4,2.8,1311.0,0.761607,0.044361,5000
2.4,2.8,1312.0,0.745457,0.041529,5000
2.4,2.8,1313.0,0.869737,0.038768,5000
2.4,2.8,1314.0,0.783028,0.042392,5000
2.4,2.8,1315.0,0.788482,0.040586,5000
2.4,2.8,1316.0,0.769807,0.040662,5000
2.4,2.8,1317.0,0.738849,0.041917,5000
2.4,2.8,1318.0,0.707475,0.047096,5000
2.4,2.8,1319.0,0.717339,0.03883,5000
2.4,2.8,1320.0,0.825252,0.046281,5000
2.4,2.8,1321.0,0.735663,0.039711,5000
2.4,2.8,1322.0,0.771556,0.040198,5000
2.4,2.8,1323.0,0.738599,0.03861,5000
2.4,2.8,1324.0,0.74973,0.040638,5000
2.4,2.8,1325.0,0.737903,0.052771,5000
2.4,2.8,1326.0,0.700355,0.042864,5000
2.4,2.8,1327.0,0.716994,0.042391,5000
2.4,2.8,1328.0,0.682641,0.034739,5000
2.4,2.8,1329.0,0.755207,0.038957,5000
2.4,2.8,1330.0,0.729537,0.042824,5000
2.4,2.8,1331.0,0.739326,0.040791,5000
2.4,2.8,1332.0,0.553323,0.050224,5000
2.4,2.8,1333.0,0.578775,0.041053,5000
2.4,2.8,1334.0,0.746655,0.04396,5000
2.4,2.8,1335.0,0.763655,0.042137,5000
2.4,2.8,1336.0,0.765868,0.037074,5000
2.4,2.8,1337.0,0.710496,0.043063,5000
2.4,2.8,1338.0,0.706598,0.041639,5000
2.4,2.8,1339.0,0.701397,0.040497,5000
2.4,2.8,1340.0,0.79163,0.039332,5000
2.4,2.8,1341.0,0.697558,0.039077,5000
2.4,2.8,1342.0,0.62207,0.039065,5000
2.4,2.8,1343.0,0.66992,0.052667,5000
2.4,2.8,1344.0,0.66496,0.039081,5000
2.4,2.8,1345.0,0.682361,0.038444,5000
2.4,2.8,1346.0,0.747027,0.03978,5000
2.4,2.8,1347.0,0.689141,0.042448,5000
2.4,2.8,1348.0,0.75879,0.038405,5000
2.4,2.8,1349.0,0.731505,0.045243,5000
2.4,2.8,1350.0,0.694748,0.039484,5000
2.4,2.8,1351.0,0.675763,0.038011,5000
2.4,2.8,1352.0,0.607839,0.037153,5000
2.4,2.8,1353.0,0.695099,0.038668,5000
2.4,2.8,1354.0,0.681974,0.035426,5000
2.4,2.8,1355.0,0.617663,0.040191,5000
2.4,2.8,1356.0,0.63729,0.041865,5000
2.4,2.8,1357.0,0.688995,0.037443,5000
2.4,2.8,1358.0,0.653442,0.040847,5000
2.4,2.8,1359.0,0.64786,0.036599,5000
2.4,2.8,1360.0,0.624921,0.038481,5000
2.4,2.8,1361.0,0.671273,0.038745,5000
2.4,2.8,1362.0,0.635209,0.039868,5000
2.4,2.8,1363.0,0.664269,0.037751,5000
2.4,2.8,1364.0,0.580987,0.039137,5000
2.4,2.8,1365.0,0.607568,0.037791,5000
2.4,2.8,1366.0,0.672856,0.039784,5000
2.4,2.8,1367.0,0.623582,0.045136,5000
2.4,2.8,1368.0,0.694859,0.043083,5000
2.4,2.8,1369.0,0.628452,0.037643,5000
2.4,2.8,1370.0,0.614303,0.041904,5000
2.4,2.8,1371.0,0.635493,0.041441,5000
2.4,2.8,1372.0,0.651255,0.038212,5000
2.4,2.8,1373.0,0.670585,0.034285,5000
2.4,2.8,1374.0,0.638101,0.034003,5000
2.4,2.8,1375.0,0.690302,0.039514,5000
2.4,2.8,1376.0,0.69437,0.040812,5000
2.4,2.8,1377.0,0.638501,0.035001,5000
2.4,2.8,1378.0,0.700252,0.041036,5000
2.4,2.8,1379.0,0.613625,0.035223,5000
2.4,2.8,1380.0,0.694936,0.047951,5000
2.4,2.8,1381.0,0.687876,0.034342,5000
2.4,2.8,1382.0,0.612836,0.039621,5000
2.4,2.8,1383.0,0.674661,0.03856,5000
2.4,2.8,1384.0,0.688961,0.0406,5000
2.4,2.8,1385.0,0.591497,0.037621,5000
2.4,2.8,1386.0,0.634199,0.042467,5000
2.4,2.8,1387.0,0.663794,0.03498,5000
2.4,2.8,1388.0,0.606365,0.044522,5000
2.4,2.8,1389.0,0.601975,0.042895,5000
2.4,2.8,1390.0,0.630421,0.033943,5000
2.4,2.8,1391.0,0.534534,0.033457,5000
2.4,2.8,1392.0,0.554154,0.035787,5000
2.4,2.8,1393.0,0.644403,0.034461,5000
2.4,2.8,1394.0,0.671306,0.038083,5000
2.4,2.8,1395.0,0.619484,0.042889,5000
2.4,2.8,1396.0,0.649564,0.039433,5000
2.4,2.8,1397.0,0.656925,0.041046,5000
2.4,2.8,1398.0,0.637109,0.034308,5000
2.4,2.8,1399.0,0.643001,0.03553,5000
2.4,2.8,1400.0,0.617861,0.036074,5000
2.4,2.8,1401.0,0.60244,0.034078,5000
2.4,2.8,1402.0,0.655551,0.03619,5000
2.4,2.8,1403.0,0.703543,0.034597,5000
2.4,2.8,1404.0,0.621992,0.036256,5000
2.4,2.8,1405.0,0.633129,0.032796,5000
2.4,2.8,1406.0,0.630874,0.040537,5000
2.4,2.8,1407.0,0.656704,0.035244,5000
2.4,2.8,1408.0,0.628585,0.035771,5000
2.4,2.8,1409.0,0.613112,0.034758,5000
2.4,2.8,1410.0,0.662808,0.038119,5000
2.4,2.8,1411.0,0.619174,0.036357,5000
2.4,2.8,1412.0,0.596495,0.034556,5000
2.4,2.8,1413.0,0.581322,0.039207,5000
2.4,2.8,1414.0,0.723672,0.041482,5000
2.4,2.8,1415.0,0.694177,0.038936,5000
2.4,2.8,1416.0,0.663677,0.035231,5000
2.4,2.8,1417.0,0.667698,0.040595,5000
2.4,2.8,1418.0,0.65215,0.038104,5000
2.4,2.8,1419.0,0.633016,0.038531,5000
2.4,2.8,1420.0,0.634583,0.034142,5000
2.4,2.8,1421.0,0.60708,0.032549,5000
2.4,2.8,1422.0,0.606902,0.040449,5000
2.4,2.8,1423.0,0.63436,0.044094,5000
2.4,2.8,1424.0,0.626323,0.038767,5000
2.4,2.8,1425.0,0.609225,0.036422,5000
2.4,2.8,1426.0,0.588114,0.045452,5000
2.4,2.8,1427.0,0.645819,0.036579,5000
2.4,2.8,1428.0,0.602383,0.038278,5000
2.4,2.8,1429.0,0.65914,0.036685,5000
2.4,2.8,1430.0,0.732864,0.034016,5000
2.4,2.8,1431.0,0.570838,0.035277,5000
2.4,2.8,1432.0,0.676955,0.034078,5000
2.4,2.8,1433.0,0.617188,0.046405,5000
2.4,2.8,1434.0,0.623249,0.043163,5000
2.4,2.8,1435.0,0.681648,0.041753,5000
2.4,2.8,1436.0,0.644497,0.04337,5000
2.4,2.8,1437.0,0.647133,0.034977,5000
2.4,2.8,1438.0,0.645665,0.038877,5000
2.4,2.8,1439.0,0.634028,0.037632,5000
2.4,2.8,1440.0,0.633658,0.038335,5000
2.4,2.8,1441.0,0.62574,0.04237,5000
2.4,2.8,1442.0,0.63644,0.042134,5000
2.4,2.8,1443.0,0.688952,0.036461,5000
2.4,2.8,1444.0,0.625573,0.044404,5000
2.4,2.8,1445.0,0.693227,0.035625,5000
2.4,2.8,1446.0,0.629062,0.042853,5000
2.4,2.8,1447.0,0.694516,0.034638,5000
2.4,2.8,1448.0,0.623863,0.039469,5000
2.4,2.8,1449.0,0.596869,0.033869,5000
2.4,2.8,1450.0,0.579193,0.039899,5000
2.4,2.8,1451.0,0.694055,0.035015,5000
2.4,2.8,1452.0,0.664358,0.033842,5000
2.4,2.8,1453.0,0.624932,0.042337,5000
2.4,2.8,1454.0,0.638262,0.03603,5000
2.4,2.8,1455.0,0.60822,0.038254,5000
2.4,2.8,1456.0,0.645445,0.039718,5000
2.4,2.8,1457.0,0.619771,0.036959,5000
2.4,2.8,1458.0,0.632311,0.037034,4998
2.4,2.8,1459.0,0.657927,0.034384,4972
2.4,2.8,1460.0,0.623943,0.038083,4948
2.4,2.8,1461.0,0.675763,0.03596,4925
2.4,2.8,1462.0,0.643938,0.035153,4904
2.4,2.8,1463.0,0.671641,0.036751,4878
2.4,2.8,1464.0,0.737958,0.039955,4840
2.4,2.8,1465.0,0.638341,0.035358,4804
2.4,2.8,1466.0,0.625913,0.03402,4777
2.4,2.8,1467.0,0.637876,0.034903,4755
