z_lo,z_hi,wave_rest,flux_norm,err_norm,n_contrib
2.4,2.8,1468.0,0.629483,0.037954,4736
2.4,2.8,1469.0,0.547806,0.039453,4706
2.4,2.8,1470.0,0.636176,0.036934,4673
2.4,2.8,1471.0,0.687851,0.046901,4642
2.4,2.8,1472.0,0.674137,0.038895,4622
2.4,2.8,1473.0,0.698281,0.041922,4601
2.4,2.8,1474.0,0.647374,0.036247,4572
2.4,2.8,1475.0,0.641288,0.039456,4546
2.4,2.8,1476.0,0.61943,0.034902,4518
2.4,2.8,1477.0,0.586239,0.045629,4502
2.4,2.8,1478.0,0.657,0.041544,4483
2.4,2.8,1479.0,0.570441,0.038718,4453
2.4,2.8,1480.0,0.609376,0.037714,4434
2.4,2.8,1481.0,0.640462,0.035717,4414
2.4,2.8,1482.0,0.656594,0.03656,4393
2.4,2.8,1483.0,0.716823,0.053636,4372
2.4,2.8,1484.0,0.636045,0.042279,4358
2.4,2.8,1485.0,0.644483,0.041863,4337
2.4,2.8,1486.0,0.669893,0.042411,4321
2.4,2.8,1487.0,0.718635,0.037534,4301
2.4,2.8,1488.0,0.686408,0.046024,4289
2.4,2.8,1489.0,0.622491,0.044094,4272
2.4,2.8,1490.0,0.665403,0.044275,4259
2.4,2.8,1491.0,0.625446,0.038145,4230
2.4,2.8,1492.0,0.605639,0.040004,4218
2.4,2.8,1493.0,0.576571,0.039031,4200
2.4,2.8,1494.0,0.604941,0.043193,4182
2.4,2.8,1495.0,0.6309,0.037771,4163
2.4,2.8,1496.0,0.675474,0.038288,4144
2.4,2.8,1497.0,0.625137,0.040853,4125
2.4,2.8,1498.0,0.608799,0.048725,4103
2.4,2.8,1499.0,0.634168,0.040005,4081
2.4,2.8,1500.0,0.622204,0.048983,4061
2.4,2.8,1501.0,0.572294,0.039219,4033
2.4,2.8,1502.0,0.580032,0.041304,3996
2.4,2.8,1503.0,0.587591,0.037462,3968
2.4,2.8,1504.0,0.576016,0.046019,3944
2.4,2.8,1505.0,0.562204,0.044565,3914
2.4,2.8,1506.0,0.565512,0.037627,3886
2.4,2.8,1507.0,0.521915,0.038016,3855
2.4,2.8,1508.0,0.547161,0.037726,3826
2.4,2.8,1509.0,0.590251,0.044358,3798
2.4,2.8,1510.0,0.51587,0.047775,3779
2.4,2.8,1511.0,0.489848,0.047169,3752
2.4,2.8,1512.0,0.534995,0.045297,3726
2.4,2.8,1513.0,0.575694,0.049728,3713
2.4,2.8,1514.0,0.548069,0.044655,3686
2.4,2.8,1515.0,0.64503,0.044763,3660
2.4,2.8,1516.0,0.576391,0.044092,3646
2.4,2.8,1517.0,0.57205,0.047228,3623
2.4,2.8,1518.0,0.542399,0.044915,3600
2.4,2.8,1519.0,0.567949,0.047031,3575
2.4,2.8,1520.0,0.580716,0.040051,3557
2.4,2.8,1521.0,0.556677,0.043472,3537
2.4,2.8,1522.0,0.579745,0.041161,3515
2.4,2.8,1523.0,0.550279,0.047042,3491
2.4,2.8,1524.0,0.537188,0.042575,3473
2.4,2.8,1525.0,0.510337,0.044658,3455
2.4,2.8,1526.0,0.563644,0.044175,3437
2.4,2.8,1527.0,0.593269,0.047345,3410
2.4,2.8,1528.0,0.602146,0.042493,3381
2.4,2.8,1529.0,0.562089,0.041631,3358
2.4,2.8,1530.0,0.534785,0.041702,3336
2.4,2.8,1531.0,0.570524,0.044521,3309
2.4,2.8,1532.0,0.567867,0.041536,3272
2.4,2.8,1533.0,0.581036,0.039759,3233
2.4,2.8,1534.0,0.551564,0.04557,3197
2.4,2.8,1535.0,0.595111,0.04448,3166
2.4,2.8,1536.0,0.560674,0.044118,3131
2.4,2.8,1537.0,0.545171,0.044693,3094
2.4,2.8,1538.0,0.522391,0.042677,3064
2.4,2.8,1539.0,0.590751,0.044449,3034
2.4,2.8,1540.0,0.58433,0.043613,2993
2.4,2.8,1541.0,0.533973,0.044442,2959
2.4,2.8,1542.0,0.599856,0.059604,2926
2.4,2.8,1543.0,0.574724,0.04593,2897
2.4,2.8,1544.0,0.632397,0.055378,2865
2.4,2.8,1545.0,0.553336,0.052202,2832
2.4,2.8,1546.0,0.59271,0.056633,2809
2.4,2.8,1547.0,0.716509,0.042871,2794
2.4,2.8,1548.0,0.665741,0.043233,2769
2.4,2.8,1549.0,0.685494,0.049636,2731
2.4,2.8,1550.0,0.698439,0.049422,2695
2.4,2.8,1551.0,0.709257,0.045793,2660
2.4,2.8,1552.0,0.678123,0.056613,2632
2.4,2.8,1553.0,0.648925,0.05393,2597
2.4,2.8,1554.0,0.577002,0.055631,2558
2.4,2.8,1555.0,0.656067,0.056129,2531
2.4,2.8,1556.0,0.600705,0.054996,2497
2.4,2.8,1557.0,0.625719,0.045191,2459
2.4,2.8,1558.0,0.613218,0.044839,2426
2.4,2.8,1559.0,0.630404,0.048715,2387
2.4,2.8,1560.0,0.59333,0.055692,2343
2.4,2.8,1561.0,0.567532,0.044972,2309
2.4,2.8,1562.0,0.519973,0.047078,2275
2.4,2.8,1563.0,0.573794,0.052444,2239
2.4,2.8,1564.0,0.665197,0.047188,2200
2.4,2.8,1565.0,0.519179,0.049495,2158
2.4,2.8,1566.0,0.616166,0.060775,2112
2.4,2.8,1567.0,0.594332,0.04662,2067
2.4,2.8,1568.0,0.690408,0.053969,2013
2.4,2.8,1569.0,0.538802,0.058288,1965
2.4,2.8,1570.0,0.612218,0.058574,1923
2.4,2.8,1571.0,0.691274,0.050785,1890
2.4,2.8,1572.0,0.576998,0.048119,1852
2.4,2.8,1573.0,0.524192,0.055842,1811
2.4,2.8,1574.0,0.598422,0.05961,1761
2.4,2.8,1575.0,0.531056,0.057543,1728
2.4,2.8,1576.0,0.56014,0.070866,1698
2.4,2.8,1577.0,0.500493,0.053988,1656
2.4,2.8,1578.0,0.55782,0.064812,1631
2.4,2.8,1579.0,0.579207,0.060464,1587
2.4,2.8,1580.0,0.663453,0.071637,1558
2.4,2.8,1581.0,0.560558,0.054202,1533
2.4,2.8,1582.0,0.655622,0.063601,1500
2.4,2.8,1583.0,0.607144,0.062214,1462
2.4,2.8,1584.0,0.617726,0.061504,1430
2.4,2.8,1585.0,0.585849,0.059419,1392
2.4,2.8,1586.0,0.637675,0.057218,1357
2.4,2.8,1587.0,0.559354,0.064933,1317
2.4,2.8,1588.0,0.49601,0.059444,1282
2.4,2.8,1589.0,0.487524,0.060096,1249
2.4,2.8,1590.0,0.624076,0.083298,1212
2.4,2.8,1591.0,0.597332,0.069071,1167
2.4,2.8,1592.0,0.518545,0.064882,1131
2.4,2.8,1593.0,0.527425,0.060173,1093
2.4,2.8,1594.0,0.518498,0.074361,1050
2.4,2.8,1595.0,0.537265,0.062882,1022
2.4,2.8,1596.0,0.77793,0.07826,986
2.4,2.8,1597.0,0.707957,0.078786,955
2.4,2.8,1598.0,0.623165,0.083695,922
2.4,2.8,1599.0,0.655991,0.085902,881
2.4,2.8,1600.0,0.655992,0.083184,839
2.4,2.8,1601.0,0.766994,0.084811,812
2.4,2.8,1602.0,0.664159,0.081028,775
2.4,2.8,1603.0,0.598293,0.078857,735
2.4,2.8,1604.0,0.606166,0.088276,707
2.4,2.8,1605.0,0.582467,0.079349,675
2.4,2.8,1606.0,0.604151,0.079066,636
2.4,2.8,1607.0,0.550754,0.079828,606
2.4,2.8,1608.0,0.607469,0.079135,584
2.4,2.8,1609.0,0.69422,0.08749,550
2.4,2.8,1610.0,0.637633,0.107853,513
2.4,2.8,1611.0,0.661749,0.08382,486
2.4,2.8,1612.0,0.550073,0.094889,460
2.4,2.8,1613.0,0.617731,0.105111,428
2.4,2.8,1614.0,0.545288,0.105315,408
2.4,2.8,1615.0,0.533304,0.106138,391
2.4,2.8,1616.0,0.525133,0.122366,365
2.4,2.8,1617.0,0.722227,0.103539,342
2.4,2.8,1618.0,0.676279,0.089993,321
2.4,2.8,1619.0,0.563616,0.097373,295
2.4,2.8,1620.0,0.565049,0.099039,271
2.4,2.8,1621.0,0.610331,0.109067,249
2.4,2.8,1622.0,0.622844,0.126438,224
2.4,2.8,1623.0,0.551149,0.135636,197
2.4,2.8,1624.0,0.411546,0.189717,161
2.4,2.8,1625.0,0.402887,0.158133,136
2.4,2.8,1626.0,0.438814,0.177148,108
2.4,2.8,1627.0,0.425691,0.202523,75
2.4,2.8,1628.0,0.729647,0.234348,44
2.4,2.8,1629.0,0.473427,2.057652,8
2.4,2.8,1630.0,,,0
2.4,2.8,1631.0,,,0
2.4,2.8,1632.0,,,0
2.4,2.8,1633.0,,,0
2.4,2.8,1634.0,,,0
2.4,2.8,1635.0,,,0
2.4,2.8,1636.0,,,0
2.4,2.8,1637.0,,,0
2.4,2.8,1638.0,,,0
2.4,2.8,1639.0,,,0
2.4,2.8,1640.0,,,0
2.4,2.8,1641.0,,,0
2.4,2.8,1642.0,,,0
2.4,2.8,1643.0,,,0
2.4,2.8,1644.0,,,0
2.4,2.8,1645.0,,,0
2.4,2.8,1646.0,,,0
2.4,2.8,1647.0,,,0
2.4,2.8,1648.0,,,0
2.4,2.8,1649.0,,,0
2.4,2.8,1650.0,,,0
2.4,2.8,1651.0,,,0
2.4,2.8,1652.0,,,0
2.4,2.8,1653.0,,,0
2.4,2.8,1654.0,,,0
2.4,2.8,1655.0,,,0
2.4,2.8,1656.0,,,0
2.4,2.8,1657.0,,,0
2.4,2.8,1658.0,,,0
2.4,2.8,1659.0,,,0
2.4,2.8,1660.0,,,0
2.4,2.8,1661.0,,,0
2.4,2.8,1662.0,,,0
2.4,2.8,1663.0,,,0
2.4,2.8,1664.0,,,0
2.4,2.8,1665.0,,,0
2.4,2.8,1666.0,,,0
2.4,2.8,1667.0,,,0
2.4,2.8,1668.0,,,0
2.4,2.8,1669.0,,,0
2.4,2.8,1670.0,,,0
2.4,2.8,1671.0,,,0
2.4,2.8,1672.0,,,0
2.4,2.8,1673.0,,,0
2.4,2.8,1674.0,,,0
2.4,2.8,1675.0,,,0
2.4,2.8,1676.0,,,0
2.4,2.8,1677.0,,,0
2.4,2.8,1678.0,,,0
2.4,2.8,1679.0,,,0
2.4,2.8,1680.0,,,0
2.4,2.8,1681.0,,,0
2.4,2.8,1682.0,,,0
2.4,2.8,1683.0,,,0
2.4,2.8,1684.0,,,0
2.4,2.8,1685.0,,,0
2.4,2.8,1686.0,,,0
2.4,2.8,1687.0,,,0
2.4,2.8,1688.0,,,0
2.4,2.8,1689.0,,,0
2.4,2.8,1690.0,,,0
2.4,2.8,1691.0,,,0
2.4,2.8,1692.0,,,0
2.4,2.8,1693.0,,,0
2.4,2.8,1694.0,,,0
2.4,2.8,1695.0,,,0
2.4,2.8,1696.0,,,0
2.4,2.8,1697.0,,,0
2.4,2.8,1698.0,,,0
2.4,2.8,1699.0,,,0
2.4,2.8,1700.0,,,0
2.8,3.2,1050.0,0.69865,0.065719,5000
2.8,3.2,1051.0,0.743243,0.060129,5000
2.8,3.2,1052.0,0.672029,0.052983,5000
2.8,3.2,1053.0,0.69576,0.059235,5000
2.8,3.2,1054.0,0.71575,0.051608,5000
2.8,3.2,1055.0,0.72468,0.055637,5000
2.8,3.2,1056.0,0.670623,0.058069,5000
2.8,3.2,1057.0,0.706892,0.052439,5000
2.8,3.2,1058.0,0.742314,0.05787,5000
2.8,3.2,1059.0,0.681236,0.057148,5000
2.8,3.2,1060.0,0.677445,0.051728,5000
2.8,3.2,1061.0,0.6278,0.05692,5000
2.8,3.2,1062.0,0.666524,0.052467,5000
2.8,3.2,1063.0,0.626136,0.063724,5000
2.8,3.2,1064.0,0.702423,0.05489,5000
2.8,3.2,1065.0,0.61931,0.054741,5000
2.8,3.2,1066.0,0.718211,0.061592,5000
2.8,3.2,1067.0,0.573169,0.052352,5000
2.8,3.2,1068.0,0.647904,0.059742,5000
2.8,3.2,1069.0,0.607678,0.049509,5000
2.8,3.2,1070.0,0.72742,0.057148,5000
2.8,3.2,1071.0,0.667004,0.050709,5000
2.8,3.2,1072.0,0.65101,0.062452,5000
2.8,3.2,1073.0,0.678758,0.053334,5000
2.8,3.2,1074.0,0.712457,0.053485,5000
2.8,3.2,1075.0,0.747738,0.04986,5000
2.8,3.2,1076.0,0.577927,0.055508,5000
2.8,3.2,1077.0,0.629194,0.059915,5000
2.8,3.2,1078.0,0.619354,0.053934,5000
2.8,3.2,1079.0,0.620149,0.057736,5000
2.8,3.2,1080.0,0.698348,0.054194,5000
2.8,3.2,1081.0,0.605833,0.054289,5000
2.8,3.2,1082.0,0.601602,0.057399,5000
2.8,3.2,1083.0,0.606812,0.048657,5000
2.8,3.2,1084.0,0.625048,0.04821,5000
2.8,3.2,1085.0,0.589748,0.054881,5000
2.8,3.2,1086.0,0.7161,0.052767,5000
2.8,3.2,1087.0,0.561632,0.052944,5000
2.8,3.2,1088.0,0.617543,0.048571,5000
2.8,3.2,1089.0,0.671871,0.04879,5000
2.8,3.2,1090.0,0.623216,0.049487,5000
2.8,3.2,1091.0,0.571752,0.048212,5000
2.8,3.2,1092.0,0.562491,0.050727,5000
2.8,3.2,1093.0,0.598637,0.06022,5000
2.8,3.2,1094.0,0.673847,0.047812,5000
2.8,3.2,1095.0,0.67136,0.053603,5000
2.8,3.2,1096.0,0.606412,0.052831,5000
2.8,3.2,1097.0,0.632854,0.046904,5000
2.8,3.2,1098.0,0.734113,0.055735,5000
2.8,3.2,1099.0,0.599604,0.049,5000
2.8,3.2,1100.0,0.592383,0.051684,5000
2.8,3.2,1101.0,0.614564,0.051696,5000
2.8,3.2,1102.0,0.623831,0.060133,5000
2.8,3.2,1103.0,0.700282,0.050777,5000
2.8,3.2,1104.0,0.617316,0.047152,5000
2.8,3.2,1105.0,0.587584,0.047123,5000
2.8,3.2,1106.0,0.593872,0.047377,5000
2.8,3.2,1107.0,0.650666,0.04854,5000
2.8,3.2,1108.0,0.537175,0.04945,5000
2.8,3.2,1109.0,0.562551,0.046999,5000
2.8,3.2,1110.0,0.551241,0.047658,5000
2.8,3.2,1111.0,0.591859,0.050347,5000
2.8,3.2,1112.0,0.573177,0.047082,5000
2.8,3.2,1113.0,0.567865,0.045838,5000
2.8,3.2,1114.0,0.638503,0.051381,5000
2.8,3.2,1115.0,0.589033,0.050801,5000
2.8,3.2,1116.0,0.668378,0.056771,5000
2.8,3.2,1117.0,0.61757,0.049734,5000
2.8,3.2,1118.0,0.608315,0.053531,5000
2.8,3.2,1119.0,0.633548,0.045802,5000
2.8,3.2,1120.0,0.546721,0.049421,5000
2.8,3.2,1121.0,0.58088,0.044569,5000
2.8,3.2,1122.0,0.57844,0.045896,5000
2.8,3.2,1123.0,0.613297,0.046101,5000
2.8,3.2,1124.0,0.601799,0.046174,5000
2.8,3.2,1125.0,0.576362,0.048383,5000
2.8,3.2,1126.0,0.627488,0.059515,5000
2.8,3.2,1127.0,0.592136,0.045467,5000
2.8,3.2,1128.0,0.537044,0.053531,5000
2.8,3.2,1129.0,0.54787,0.047506,5000
2.8,3.2,1130.0,0.701214,0.047306,5000
2.8,3.2,1131.0,0.549933,0.050899,5000
2.8,3.2,1132.0,0.58742,0.04971,5000
2.8,3.2,1133.0,0.587929,0.04392,5000
2.8,3.2,1134.0,0.546845,0.05825,5000
2.8,3.2,1135.0,0.638335,0.044915,5000
2.8,3.2,1136.0,0.518647,0.051423,5000
2.8,3.2,1137.0,0.556614,0.049113,5000
2.8,3.2,1138.0,0.615273,0.050972,5000
2.8,3.2,1139.0,0.579206,0.044428,5000
2.8,3.2,1140.0,0.625683,0.04908,5000
2.8,3.2,1141.0,0.609423,0.044107,5000
2.8,3.2,1142.0,0.519418,0.046744,5000
2.8,3.2,1143.0,0.572994,0.047351,5000
2.8,3.2,1144.0,0.543138,0.045586,5000
2.8,3.2,1145.0,0.651804,0.045089,5000
2.8,3.2,1146.0,0.551965,0.048681,5000
2.8,3.2,1147.0,0.56948,0.044757,5000
2.8,3.2,1148.0,0.613805,0.045247,5000
2.8,3.2,1149.0,0.582503,0.051966,5000
2.8,3.2,1150.0,0.62096,0.045496,5000
2.8,3.2,1151.0,0.618422,0.044803,5000
2.8,3.2,1152.0,0.5467,0.042798,5000
2.8,3.2,1153.0,0.60302,0.04553,5000
2.8,3.2,1154.0,0.693613,0.045416,5000
2.8,3.2,1155.0,0.552897,0.044772,5000
2.8,3.2,1156.0,0.60258,0.044302,5000
2.8,3.2,1157.0,0.610498,0.045107,5000
2.8,3.2,1158.0,0.566811,0.04602,5000
2.8,3.2,1159.0,0.460615,0.045648,5000
2.8,3.2,1160.0,0.6165,0.044878,5000
2.8,3.2,1161.0,0.52394,0.042667,5000
2.8,3.2,1162.0,0.53629,0.043371,5000
2.8,3.2,1163.0,0.576295,0.049944,5000
2.8,3.2,1164.0,0.581607,0.042895,5000
2.8,3.2,1165.0,0.590532,0.051391,5000
2.8,3.2,1166.0,0.480124,0.042006,5000
2.8,3.2,1167.0,0.504423,0.044773,5000
2.8,3.2,1168.0,0.552734,0.052375,5000
2.8,3.2,1169.0,0.517345,0.043832,5000
2.8,3.2,1170.0,0.526144,0.043111,5000
2.8,3.2,1171.0,0.504615,0.044583,5000
2.8,3.2,1172.0,0.473328,0.043095,5000
2.8,3.2,1173.0,0.454274,0.041353,5000
2.8,3.2,1174.0,0.496304,0.049545,5000
2.8,3.2,1175.0,0.437611,0.043905,5000
2.8,3.2,1176.0,0.555725,0.042481,5000
2.8,3.2,1177.0,0.592263,0.043068,5000
2.8,3.2,1178.0,0.525221,0.042608,5000
2.8,3.2,1179.0,0.482241,0.042718,5000
2.8,3.2,1180.0,0.55276,0.043965,5000
2.8,3.2,1181.0,0.560951,0.051486,5000
2.8,3.2,1182.0,0.570874,0.042499,5000
2.8,3.2,1183.0,0.537794,0.052297,5000
2.8,3.2,1184.0,0.544298,0.041917,5000
2.8,3.2,1185.0,0.506148,0.054265,5000
2.8,3.2,1186.0,0.500637,0.04161,5000
2.8,3.2,1187.0,0.518757,0.040629,5000
2.8,3.2,1188.0,0.560502,0.0414,5000
2.8,3.2,1189.0,0.503459,0.041935,5000
2.8,3.2,1190.0,0.507682,0.041455,5000
2.8,3.2,1191.0,0.49103,0.043214,5000
2.8,3.2,1192.0,0.455304,0.042067,5000
2.8,3.2,1193.0,0.534229,0.040583,5000
2.8,3.2,1194.0,0.577233,0.042879,5000
2.8,3.2,1195.0,0.624609,0.043398,5000
2.8,3.2,1196.0,0.575349,0.042467,5000
2.8,3.2,1197.0,0.558425,0.041415,5000
2.8,3.2,1198.0,0.490021,0.041134,5000
2.8,3.2,1199.0,0.549162,0.045801,5000
2.8,3.2,1200.0,0.617169,0.043832,5000
2.8,3.2,1201.0,0.519055,0.048547,5000
2.8,3.2,1202.0,0.540949,0.047177,5000
2.8,3.2,1203.0,0.231572,0.04306,5000
2.8,3.2,1204.0,0.042978,0.057689,5000
2.8,3.2,1205.0,0.201683,0.049875,5000
2.8,3.2,1206.0,0.150278,0.0416,5000
2.8,3.2,1207.0,0.116905,0.045315,5000
2.8,3.2,1208.0,0.144018,0.040051,5000
2.8,3.2,1209.0,0.143155,0.045208,5000
2.8,3.2,1210.0,0.256602,0.04223,5000
2.8,3.2,1211.0,0.27467,0.044706,5000
2.8,3.2,1212.0,0.623344,0.044803,5000
2.8,3.2,1213.0,1.435248,0.054413,5000
2.8,3.2,1214.0,5.217386,0.090937,5000
2.8,3.2,1215.0,16.495535,0.251264,5000
2.8,3.2,1216.0,12.822829,0.202142,5000
2.8,3.2,1217.0,3.465723,0.103452,5000
2.8,3.2,1218.0,0.822722,0.055442,5000
2.8,3.2,1219.0,0.451306,0.041578,5000
2.8,3.2,1220.0,0.230185,0.0446,5000
2.8,3.2,1221.0,0.272059,0.042267,5000
2.8,3.2,1222.0,0.241215,0.042526,5000
2.8,3.2,1223.0,0.269013,0.042677,5000
2.8,3.2,1224.0,0.207695,0.041954,5000
2.8,3.2,1225.0,0.311943,0.047,5000
2.8,3.2,1226.0,0.186767,0.042049,5000
2.8,3.2,1227.0,0.247238,0.045318,5000
2.8,3.2,1228.0,0.415242,0.042347,5000
2.8,3.2,1229.0,0.440438,0.045765,5000
2.8,3.2,1230.0,0.52059,0.040707,5000
2.8,3.2,1231.0,0.554887,0.042866,5000
2.8,3.2,1232.0,0.572012,0.044281,5000
2.8,3.2,1233.0,0.613849,0.046593,5000
2.8,3.2,1234.0,0.600609,0.043494,5000
2.8,3.2,1235.0,0.617186,0.040962,5000
2.8,3.2,1236.0,0.595159,0.040134,5000
2.8,3.2,1237.0,0.561268,0.047345,5000
2.8,3.2,1238.0,0.547801,0.040145,5000
2.8,3.2,1239.0,0.628865,0.051299,5000
2.8,3.2,1240.0,0.6504,0.047457,5000
2.8,3.2,1241.0,0.681183,0.041663,5000
2.8,3.2,1242.0,0.781754,0.043544,5000
2.8,3.2,1243.0,0.75469,0.048041,5000
2.8,3.2,1244.0,0.578562,0.047989,5000
2.8,3.2,1245.0,0.575629,0.044328,5000
2.8,3.2,1246.0,0.571529,0.04062,5000
2.8,3.2,1247.0,0.628818,0.04524,5000
2.8,3.2,1248.0,0.600456,0.041408,5000
2.8,3.2,1249.0,0.628001,0.044533,5000
2.8,3.2,1250.0,0.628526,0.044239,5000
2.8,3.2,1251.0,0.607006,0.047675,5000
2.8,3.2,1252.0,0.560747,0.049636,5000
2.8,3.2,1253.0,0.706088,0.047005,5000
2.8,3.2,1254.0,0.616009,0.045185,5000
2.8,3.2,1255.0,0.61185,0.048652,5000
2.8,3.2,1256.0,0.655519,0.039711,5000
2.8,3.2,1257.0,0.535066,0.047083,5000
2.8,3.2,1258.0,0.560642,0.046961,5000
2.8,3.2,1259.0,0.582537,0.047964,5000
2.8,3.2,1260.0,0.589482,0.038653,5000
2.8,3.2,1261.0,0.742229,0.047771,5000
2.8,3.2,1262.0,0.756976,0.047627,5000
2.8,3.2,1263.0,0.748732,0.057342,5000
2.8,3.2,1264.0,0.605385,0.04825,5000
2.8,3.2,1265.0,0.656299,0.048241,5000
2.8,3.2,1266.0,0.606502,0.04833,5000
2.8,3.2,1267.0,0.562518,0.042864,5000
2.8,3.2,1268.0,0.616559,0.050273,5000
2.8,3.2,1269.0,0.551279,0.052481,5000
2.8,3.2,1270.0,0.629332,0.045642,5000
2.8,3.2,1271.0,0.573763,0.043071,5000
2.8,3.2,1272.0,0.678331,0.04932,5000
2.8,3.2,1273.0,0.621156,0.043076,5000
2.8,3.2,1274.0,0.707915,0.04784,5000
2.8,3.2,1275.0,0.758662,0.044392,5000
2.8,3.2,1276.0,0.746854,0.047234,5000
2.8,3.2,1277.0,0.610253,0.050209,5000
2.8,3.2,1278.0,0.662252,0.042526,5000
2.8,3.2,1279.0,0.67462,0.05003,5000
2.8,3.2,1280.0,0.56788,0.043916,5000
2.8,3.2,1281.0,0.612616,0.045416,5000
2.8,3.2,1282.0,0.646693,0.046823,5000
2.8,3.2,1283.0,0.667274,0.047341,5000
2.8,3.2,1284.0,0.620866,0.053955,5000
2.8,3.2,1285.0,0.677026,0.043822,5000
2.8,3.2,1286.0,0.761135,0.043554,5000
2.8,3.2,1287.0,0.65805,0.039874,5000
2.8,3.2,1288.0,0.569078,0.048352,5000
2.8,3.2,1289.0,0.620498,0.040324,5000
2.8,3.2,1290.0,0.618019,0.042654,5000
2.8,3.2,1291.0,0.630704,0.04893,5000
2.8,3.2,1292.0,0.610041,0.04999,5000
2.8,3.2,1293.0,0.553022,0.045376,5000
2.8,3.2,1294.0,0.631702,0.051362,5000
2.8,3.2,1295.0,0.680852,0.0484,5000
2.8,3.2,1296.0,0.534343,0.046961,5000
2.8,3.2,1297.0,0.584159,0.04137,5000
2.8,3.2,1298.0,0.618434,0.04276,5000
2.8,3.2,1299.0,0.606592,0.047768,5000
2.8,3.2,1300.0,0.628027,0.049782,5000
2.8,3.2,1301.0,0.597947,0.052064,5000
2.8,3.2,1302.0,0.616494,0.047905,5000
2.8,3.2,1303.0,0.693072,0.042479,5000
2.8,3.2,1304.0,0.595818,0.040795,5000
2.8,3.2,1305.0,0.73735,0.045524,5000
2.8,3.2,1306.0,0.721114,0.049824,5000
2.8,3.2,1307.0,0.783201,0.045415,5000
2.8,3.2,1308.0,0.692633,0.047255,5000
2.8,3.2,1309.0,0.653052,0.050789,5000
2.8,3.2,1310.0,0.608348,0.044166,5000
2.8,3.2,1311.0,0.597994,0.044062,5000
2.8,3.2,1312.0,0.696457,0.04334,5000
2.8,3.2,1313.0,0.682331,0.04704,5000
2.8,3.2,1314.0,0.655443,0.041405,5000
2.8,3.2,1315.0,0.586864,0.047982,5000
2.8,3.2,1316.0,0.631723,0.053955,5000
2.8,3.2,1317.0,0.660075,0.04039,5000
2.8,3.2,1318.0,0.653142,0.042208,5000
2.8,3.2,1319.0,0.690089,0.053952,5000
2.8,3.2,1320.0,0.622345,0.050272,4956
2.8,3.2,1321.0,0.686625,0.046791,4922
2.8,3.2,1322.0,0.645124,0.04619,4900
2.8,3.2,1323.0,0.626034,0.043001,4879
2.8,3.2,1324.0,0.692924,0.045123,4856
2.8,3.2,1325.0,0.690164,0.052754,4833
2.8,3.2,1326.0,0.687922,0.049193,4807
2.8,3.2,1327.0,0.626154,0.04482,4771
2.8,3.2,1328.0,0.613009,0.046713,4743
2.8,3.2,1329.0,0.726217,0.041286,4725
2.8,3.2,1330.0,0.676361,0.044937,4688
2.8,3.2,1331.0,0.636806,0.047015,4653
2.8,3.2,1332.0,0.593797,0.044282,4619
2.8,3.2,1333.0,0.641161,0.048362,4600
2.8,3.2,1334.0,0.739966,0.048678,4566
2.8,3.2,1335.0,0.706166,0.041544,4534
2.8,3.2,1336.0,0.705499,0.055385,4499
2.8,3.2,1337.0,0.7422,0.047864,4471
2.8,3.2,1338.0,0.715442,0.05191,4423
2.8,3.2,1339.0,0.621005,0.051782,4388
2.8,3.2,1340.0,0.67794,0.052553,4360
2.8,3.2,1341.0,0.623304,0.05128,4314
2.8,3.2,1342.0,0.601474,0.050161,4283
2.8,3.2,1343.0,0.698315,0.051982,4249
2.8,3.2,1344.0,0.631237,0.057277,4210
2.8,3.2,1345.0,0.670628,0.058867,4182
2.8,3.2,1346.0,0.584226,0.052229,4141
2.8,3.2,1347.0,0.716447,0.058343,4120
2.8,3.2,1348.0,0.700241,0.04938,4091
2.8,3.2,1349.0,0.612233,0.046773,4066
2.8,3.2,1350.0,0.63611,0.056486,4039
2.8,3.2,1351.0,0.536076,0.05625,4004
2.8,3.2,1352.0,0.601953,0.056997,3972
2.8,3.2,1353.0,0.53796,0.057486,3940
2.8,3.2,1354.0,0.544611,0.048205,3905
2.8,3.2,1355.0,0.65921,0.052216,3866
2.8,3.2,1356.0,0.547329,0.05501,3844
2.8,3.2,1357.0,0.664611,0.04765,3812
2.8,3.2,1358.0,0.588058,0.045732,3776
2.8,3.2,1359.0,0.607233,0.046166,3743
2.8,3.2,1360.0,0.565557,0.049514,3707
2.8,3.2,1361.0,0.562838,0.053938,3663
2.8,3.2,1362.0,0.621612,0.048535,3632
2.8,3.2,1363.0,0.531107,0.04976,3599
2.8,3.2,1364.0,0.529264,0.057958,3571
2.8,3.2,1365.0,0.627872,0.053576,3537
2.8,3.2,1366.0,0.697162,0.061891,3505
2.8,3.2,1367.0,0.581313,0.055648,3467
2.8,3.2,1368.0,0.646859,0.058572,3440
2.8,3.2,1369.0,0.606061,0.057559,3407
2.8,3.2,1370.0,0.636884,0.054716,3367
2.8,3.2,1371.0,0.558973,0.056583,3331
2.8,3.2,1372.0,0.557916,0.058875,3294
2.8,3.2,1373.0,0.658981,0.060739,3256
2.8,3.2,1374.0,0.580824,0.056924,3215
2.8,3.2,1375.0,0.579211,0.058251,3179
2.8,3.2,1376.0,0.572846,0.057272,3150
2.8,3.2,1377.0,0.527504,0.050131,3113
2.8,3.2,1378.0,0.63227,0.060047,3078
2.8,3.2,1379.0,0.603065,0.056484,3045
