z_lo,z_hi,logL_lo,logL_hi,logL_med,z_med,wave_rest,flux_norm,err_norm,n_contrib
2.4,2.8,43.0,43.5,43.102,2.5991,1103.0,1.072479,0.068584,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1104.0,0.992375,0.062053,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1105.0,1.01118,0.064751,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1106.0,1.002243,0.076784,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1107.0,0.931553,0.069223,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1108.0,0.90587,0.069107,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1109.0,0.994152,0.063297,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1110.0,0.999943,0.065078,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1111.0,0.890248,0.063389,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1112.0,0.854468,0.072751,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1113.0,0.867759,0.068372,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1114.0,0.927585,0.070862,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1115.0,0.948293,0.05824,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1116.0,1.002412,0.062931,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1117.0,0.990327,0.064761,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1118.0,0.864569,0.070114,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1119.0,0.972516,0.059596,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1120.0,0.999386,0.066063,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1121.0,0.850935,0.064552,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1122.0,0.918152,0.067062,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1123.0,0.923875,0.057645,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1124.0,0.902254,0.058087,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1125.0,0.908186,0.07046,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1126.0,0.878333,0.059977,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1127.0,0.864185,0.057838,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1128.0,0.857862,0.06764,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1129.0,0.97158,0.069087,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1130.0,0.787333,0.065763,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1131.0,0.860252,0.05726,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1132.0,0.932951,0.068335,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1133.0,0.895963,0.057484,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1134.0,0.988511,0.057951,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1135.0,0.943485,0.059337,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1136.0,0.735195,0.061989,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1137.0,0.92774,0.064659,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1138.0,0.8854,0.062631,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1139.0,0.93992,0.061022,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1140.0,0.871015,0.060617,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1141.0,0.896418,0.057858,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1142.0,0.908065,0.053246,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1143.0,0.883123,0.051949,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1144.0,0.819101,0.056481,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1145.0,0.999886,0.062266,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1146.0,0.864977,0.059661,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1147.0,0.933048,0.053641,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1148.0,1.003544,0.054411,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1149.0,0.917997,0.063124,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1150.0,0.904118,0.053718,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1151.0,0.839071,0.05939,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1152.0,0.784947,0.055998,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1153.0,0.779033,0.057101,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1154.0,0.940119,0.056133,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1155.0,0.82639,0.056402,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1156.0,0.819148,0.054923,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1157.0,0.933383,0.051872,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1158.0,0.782433,0.063091,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1159.0,0.90303,0.057677,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1160.0,0.835131,0.073519,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1161.0,0.892981,0.05763,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1162.0,0.862202,0.053549,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1163.0,0.906121,0.050609,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1164.0,0.817503,0.052492,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1165.0,0.877281,0.069593,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1166.0,0.747446,0.052427,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1167.0,0.818568,0.050596,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1168.0,0.82502,0.052771,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1169.0,0.773932,0.053139,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1170.0,0.897248,0.056824,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1171.0,0.867153,0.052429,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1172.0,0.719595,0.066751,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1173.0,0.733496,0.055925,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1174.0,0.675313,0.053442,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1175.0,0.733693,0.057198,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1176.0,0.843751,0.061142,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1177.0,0.885355,0.056727,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1178.0,0.79045,0.052789,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1179.0,0.779839,0.051627,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1180.0,0.804312,0.051313,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1181.0,0.798618,0.057154,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1182.0,0.878746,0.058043,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1183.0,0.857759,0.055064,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1184.0,0.839377,0.050741,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1185.0,0.80692,0.050907,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1186.0,0.859887,0.050273,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1187.0,0.844105,0.047302,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1188.0,0.725925,0.069253,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1189.0,0.667644,0.053698,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1190.0,0.769574,0.05346,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1191.0,0.718393,0.048828,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1192.0,0.752873,0.057043,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1193.0,0.983807,0.048113,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1194.0,0.851371,0.055996,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1195.0,0.771475,0.05355,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1196.0,0.926767,0.050518,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1197.0,0.788593,0.048551,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1198.0,0.90005,0.048421,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1199.0,0.893178,0.050497,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1200.0,0.799611,0.057037,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1201.0,0.753875,0.051536,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1202.0,0.534456,0.054541,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1203.0,0.389533,0.04629,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1204.0,0.437081,0.060898,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1205.0,0.513038,0.046778,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1206.0,0.589977,0.04766,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1207.0,0.611316,0.055018,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1208.0,0.600947,0.048538,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1209.0,0.571527,0.068974,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1210.0,0.599547,0.05111,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1211.0,0.959121,0.061117,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1212.0,1.735569,0.062442,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1213.0,3.568064,0.08711,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1214.0,8.740103,0.154401,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1215.0,17.138329,0.258357,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1216.0,15.109344,0.296958,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1217.0,6.489458,0.129604,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1218.0,2.46013,0.060805,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1219.0,1.165277,0.050392,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1220.0,0.867459,0.060129,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1221.0,0.856359,0.052054,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1222.0,0.733262,0.053236,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1223.0,0.652973,0.062314,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1224.0,0.647232,0.074318,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1225.0,0.683671,0.053028,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1226.0,0.608015,0.054347,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1227.0,0.56354,0.055132,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1228.0,0.582207,0.049314,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1229.0,0.731383,0.065743,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1230.0,0.815523,0.045356,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1231.0,0.862481,0.0494,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1232.0,0.883959,0.055024,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1233.0,0.875729,0.057685,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1234.0,0.789356,0.045606,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1235.0,0.901512,0.056373,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1236.0,0.816133,0.050472,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1237.0,0.875296,0.054624,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1238.0,0.885373,0.05917,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1239.0,0.8843,0.057414,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1240.0,0.945431,0.049188,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1241.0,0.871038,0.053194,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1242.0,0.975328,0.062932,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1243.0,0.918112,0.059371,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1244.0,1.092703,0.049143,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1245.0,0.95564,0.049325,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1246.0,0.921843,0.061474,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1247.0,0.904974,0.04616,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1248.0,0.954504,0.060153,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1249.0,0.91522,0.051691,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1250.0,0.94736,0.048456,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1251.0,0.915439,0.047773,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1252.0,0.928158,0.045996,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1253.0,0.832394,0.049944,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1254.0,0.952142,0.052582,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1255.0,0.884257,0.04721,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1256.0,0.828602,0.045483,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1257.0,0.788428,0.04643,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1258.0,0.73304,0.052451,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1259.0,0.800714,0.049449,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1260.0,0.905988,0.044993,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1261.0,0.971863,0.043913,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1262.0,0.93144,0.047403,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1263.0,1.0,0.043861,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1264.0,1.012321,0.043686,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1265.0,0.943477,0.046424,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1266.0,0.860278,0.044783,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1267.0,0.880828,0.062772,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1268.0,0.900649,0.043541,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1269.0,0.933411,0.04455,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1270.0,0.928437,0.058736,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1271.0,0.892944,0.043217,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1272.0,0.942792,0.045958,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1273.0,0.923303,0.051205,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1274.0,0.946282,0.043258,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1275.0,0.929451,0.051769,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1276.0,0.875243,0.043343,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1277.0,0.947732,0.044731,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1278.0,0.89252,0.044117,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1279.0,0.878315,0.057373,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1280.0,0.876616,0.056151,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1281.0,0.963144,0.043672,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1282.0,0.928325,0.056853,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1283.0,0.924913,0.050603,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1284.0,0.96288,0.043527,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1285.0,0.947582,0.047467,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1286.0,0.948475,0.043067,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1287.0,0.95246,0.043387,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1288.0,0.891939,0.051752,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1289.0,0.905086,0.044553,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1290.0,0.920832,0.044545,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1291.0,0.93705,0.048138,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1292.0,0.885128,0.060659,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1293.0,0.843168,0.044888,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1294.0,0.860446,0.058211,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1295.0,0.94179,0.050583,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1296.0,0.880756,0.05063,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1297.0,0.879067,0.042942,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1298.0,0.848232,0.058448,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1299.0,0.80453,0.053985,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1300.0,0.767179,0.042131,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1301.0,0.741898,0.053381,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1302.0,0.738374,0.050292,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1303.0,0.862605,0.044018,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1304.0,1.011973,0.04163,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1305.0,0.910383,0.047785,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1306.0,0.982941,0.041638,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1307.0,0.978825,0.042576,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1308.0,1.0,0.041721,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1309.0,0.858518,0.042881,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1310.0,0.988268,0.040985,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1311.0,0.845415,0.045493,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1312.0,0.936971,0.050176,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1313.0,0.966373,0.042267,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1314.0,0.867548,0.044122,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1315.0,0.85316,0.046597,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1316.0,0.829489,0.052422,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1317.0,0.921523,0.046378,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1318.0,0.932095,0.042398,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1319.0,0.86743,0.048306,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1320.0,0.850455,0.052668,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1321.0,0.829877,0.042208,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1322.0,0.879176,0.049982,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1323.0,0.908851,0.050807,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1324.0,0.951875,0.04343,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1325.0,0.922806,0.053215,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1326.0,0.86799,0.041822,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1327.0,0.827298,0.061418,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1328.0,0.889466,0.052335,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1329.0,0.848277,0.05254,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1330.0,0.849128,0.042608,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1331.0,0.693212,0.055896,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1332.0,0.691333,0.042071,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1333.0,0.828453,0.05027,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1334.0,0.93758,0.045868,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1335.0,0.922909,0.046936,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1336.0,0.910342,0.041553,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1337.0,0.860204,0.05478,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1338.0,0.817706,0.056078,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1339.0,0.800796,0.04535,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1340.0,0.895453,0.046282,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1341.0,0.794767,0.054212,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1342.0,0.890625,0.051646,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1343.0,0.875737,0.053552,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1344.0,0.775582,0.054476,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1345.0,0.877287,0.047993,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1346.0,0.877042,0.045082,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1347.0,0.8974,0.044049,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1348.0,0.953344,0.042067,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1349.0,0.805777,0.045155,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1350.0,0.848127,0.045172,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1351.0,0.830205,0.043136,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1352.0,0.809265,0.053936,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1353.0,0.891226,0.057396,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1354.0,0.852418,0.04536,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1355.0,0.912529,0.043581,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1356.0,0.787109,0.042685,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1357.0,0.805281,0.046178,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1358.0,0.836065,0.053574,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1359.0,0.84309,0.057117,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1360.0,0.768586,0.045438,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1361.0,0.862536,0.041542,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1362.0,0.800582,0.048146,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1363.0,0.797891,0.041708,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1364.0,0.899203,0.04801,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1365.0,0.798822,0.048202,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1366.0,0.807493,0.041959,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1367.0,0.814337,0.045297,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1368.0,0.806592,0.044552,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1369.0,0.823639,0.045273,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1370.0,0.74837,0.04283,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1371.0,0.863777,0.04949,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1372.0,0.897436,0.041082,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1373.0,0.828418,0.041534,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1374.0,0.797115,0.040251,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1375.0,0.77945,0.045554,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1376.0,0.843385,0.042114,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1377.0,0.779054,0.040875,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1378.0,0.714934,0.04008,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1379.0,0.813705,0.044885,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1380.0,0.817122,0.045606,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1381.0,0.811536,0.043951,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1382.0,0.76053,0.04717,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1383.0,0.724755,0.041365,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1384.0,0.678253,0.050256,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1385.0,0.808635,0.051034,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1386.0,0.769442,0.044014,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1387.0,0.810071,0.04212,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1388.0,0.693659,0.045897,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1389.0,0.793075,0.047259,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1390.0,0.701639,0.042331,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1391.0,0.621449,0.042679,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1392.0,0.655436,0.04071,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1393.0,0.707837,0.039711,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1394.0,0.850119,0.04709,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1395.0,0.826037,0.040514,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1396.0,0.739821,0.050657,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1397.0,0.740143,0.045467,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1398.0,0.84734,0.043848,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1399.0,0.75174,0.051193,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1400.0,0.703462,0.043315,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1401.0,0.802775,0.040865,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1402.0,0.760058,0.049993,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1403.0,0.849677,0.045054,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1404.0,0.838889,0.039828,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1405.0,0.791484,0.040663,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1406.0,0.940815,0.04853,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1407.0,0.766303,0.050885,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1408.0,0.822766,0.047139,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1409.0,0.77804,0.045478,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1410.0,0.805921,0.047773,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1411.0,0.771151,0.04076,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1412.0,0.78692,0.043554,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1413.0,0.760835,0.043418,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1414.0,0.803085,0.056112,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1415.0,0.864093,0.052877,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1416.0,0.82887,0.044431,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1417.0,0.875157,0.049637,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1418.0,0.706038,0.048018,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1419.0,0.742552,0.049624,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1420.0,0.735669,0.051821,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1421.0,0.733776,0.041832,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1422.0,0.81333,0.040628,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1423.0,0.764993,0.048597,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1424.0,0.763372,0.043011,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1425.0,0.751375,0.040466,3000
2.4,2.8,43.0,43.5,43.102,2.5991,1426.0,0.76136,0.04592,3000
