z_lo,z_hi,logL_lo,logL_hi,logL_med,z_med,wave_rest,flux_norm,err_norm,n_contrib
2.0,2.4,43.0,43.5,43.102,2.2321,1351.0,0.853904,0.034652,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1352.0,0.915386,0.040641,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1353.0,0.921056,0.0404,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1354.0,0.805218,0.036626,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1355.0,0.838663,0.047584,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1356.0,0.897201,0.041911,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1357.0,0.894108,0.035302,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1358.0,0.881036,0.03597,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1359.0,0.814892,0.044192,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1360.0,0.870596,0.034608,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1361.0,0.927127,0.038077,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1362.0,0.912424,0.039932,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1363.0,0.834215,0.042472,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1364.0,0.792395,0.04027,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1365.0,0.793246,0.036856,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1366.0,0.871337,0.041913,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1367.0,0.859391,0.037186,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1368.0,0.897576,0.041963,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1369.0,0.892287,0.040764,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1370.0,0.913768,0.042387,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1371.0,0.829585,0.034261,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1372.0,0.845987,0.033365,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1373.0,0.796675,0.041082,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1374.0,0.76915,0.042281,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1375.0,0.8258,0.038453,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1376.0,0.799578,0.03537,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1377.0,0.800157,0.036578,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1378.0,0.802388,0.0358,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1379.0,0.851634,0.032741,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1380.0,0.796861,0.038377,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1381.0,0.742948,0.037408,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1382.0,0.819332,0.041772,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1383.0,0.845132,0.042068,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1384.0,0.803229,0.033034,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1385.0,0.854856,0.034955,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1386.0,0.778612,0.033273,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1387.0,0.833125,0.041172,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1388.0,0.799801,0.036938,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1389.0,0.759586,0.034047,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1390.0,0.720213,0.039535,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1391.0,0.701964,0.042796,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1392.0,0.72387,0.036535,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1393.0,0.813583,0.032567,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1394.0,0.846844,0.034223,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1395.0,0.852859,0.031626,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1396.0,0.814215,0.037232,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1397.0,0.801794,0.03843,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1398.0,0.818918,0.037091,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1399.0,0.752789,0.033871,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1400.0,0.646479,0.032884,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1401.0,0.780163,0.041039,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1402.0,0.824398,0.034049,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1403.0,0.867208,0.044441,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1404.0,0.831817,0.033357,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1405.0,0.846059,0.043958,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1406.0,0.821186,0.041062,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1407.0,0.850861,0.032477,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1408.0,0.753387,0.036916,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1409.0,0.803344,0.034119,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1410.0,0.821355,0.037927,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1411.0,0.773357,0.041136,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1412.0,0.808497,0.036845,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1413.0,0.787435,0.044963,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1414.0,0.854038,0.03453,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1415.0,0.739234,0.034011,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1416.0,0.8442,0.036508,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1417.0,0.803659,0.032995,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1418.0,0.769083,0.039662,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1419.0,0.739934,0.039002,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1420.0,0.805255,0.043464,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1421.0,0.866237,0.035171,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1422.0,0.790033,0.033265,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1423.0,0.816703,0.037455,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1424.0,0.824765,0.03915,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1425.0,0.830052,0.036506,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1426.0,0.749513,0.034551,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1427.0,0.723098,0.032401,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1428.0,0.801337,0.035209,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1429.0,0.756014,0.03334,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1430.0,0.807183,0.03888,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1431.0,0.780264,0.042785,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1432.0,0.795573,0.032388,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1433.0,0.830799,0.031822,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1434.0,0.791977,0.032637,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1435.0,0.804082,0.031267,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1436.0,0.814569,0.034559,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1437.0,0.814765,0.032433,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1438.0,0.81362,0.032973,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1439.0,0.762252,0.040479,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1440.0,0.799013,0.035148,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1441.0,0.74421,0.032305,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1442.0,0.828198,0.034283,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1443.0,0.837518,0.037247,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1444.0,0.736235,0.040679,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1445.0,0.786207,0.03322,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1446.0,0.752801,0.032155,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1447.0,0.766688,0.03456,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1448.0,0.816237,0.031868,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1449.0,0.824324,0.042323,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1450.0,0.818522,0.035487,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1451.0,0.739221,0.036228,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1452.0,0.783554,0.032558,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1453.0,0.789037,0.036381,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1454.0,0.806599,0.032051,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1455.0,0.831886,0.031976,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1456.0,0.791105,0.032573,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1457.0,0.772216,0.033464,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1458.0,0.717232,0.036709,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1459.0,0.741699,0.032162,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1460.0,0.786636,0.035895,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1461.0,0.850971,0.034707,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1462.0,0.755963,0.031288,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1463.0,0.771699,0.032998,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1464.0,0.751843,0.033579,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1465.0,0.764175,0.039281,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1466.0,0.718546,0.032237,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1467.0,0.754649,0.037312,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1468.0,0.726952,0.034414,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1469.0,0.840594,0.034671,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1470.0,0.741352,0.033223,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1471.0,0.789148,0.036109,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1472.0,0.787035,0.030236,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1473.0,0.812248,0.038275,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1474.0,0.765738,0.036001,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1475.0,0.784768,0.031874,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1476.0,0.833082,0.033091,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1477.0,0.802068,0.030826,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1478.0,0.766957,0.033524,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1479.0,0.775672,0.030521,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1480.0,0.809611,0.033894,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1481.0,0.785178,0.031898,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1482.0,0.778342,0.037371,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1483.0,0.751853,0.039199,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1484.0,0.806449,0.038272,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1485.0,0.755864,0.039695,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1486.0,0.780662,0.032209,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1487.0,0.809649,0.035988,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1488.0,0.775089,0.034545,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1489.0,0.764025,0.032882,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1490.0,0.782457,0.032382,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1491.0,0.874873,0.034373,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1492.0,0.810063,0.034465,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1493.0,0.798128,0.0367,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1494.0,0.776731,0.030845,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1495.0,0.733694,0.032375,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1496.0,0.741397,0.03375,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1497.0,0.800285,0.039247,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1498.0,0.720016,0.033221,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1499.0,0.737465,0.039465,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1500.0,0.666542,0.039318,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1501.0,0.700549,0.031736,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1502.0,0.718008,0.030041,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1503.0,0.703077,0.03131,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1504.0,0.686468,0.036138,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1505.0,0.773444,0.035215,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1506.0,0.739035,0.030101,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1507.0,0.733794,0.031084,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1508.0,0.679226,0.036993,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1509.0,0.729306,0.03426,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1510.0,0.722614,0.031665,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1511.0,0.674632,0.030103,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1512.0,0.741126,0.034433,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1513.0,0.746575,0.032092,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1514.0,0.700965,0.033301,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1515.0,0.742677,0.031514,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1516.0,0.701962,0.034182,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1517.0,0.743999,0.030353,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1518.0,0.722027,0.030088,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1519.0,0.787533,0.034126,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1520.0,0.713252,0.032526,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1521.0,0.753142,0.030653,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1522.0,0.683526,0.035684,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1523.0,0.68653,0.030359,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1524.0,0.658588,0.035381,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1525.0,0.650512,0.031258,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1526.0,0.599506,0.037359,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1527.0,0.72876,0.031708,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1528.0,0.801095,0.03379,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1529.0,0.70814,0.032442,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1530.0,0.770797,0.036349,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1531.0,0.796484,0.033622,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1532.0,0.892271,0.031918,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1533.0,0.74123,0.036192,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1534.0,0.68048,0.038375,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1535.0,0.766415,0.038435,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1536.0,0.730754,0.030338,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1537.0,0.635591,0.032866,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1538.0,0.71159,0.035247,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1539.0,0.700966,0.035971,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1540.0,0.663037,0.033483,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1541.0,0.660915,0.038924,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1542.0,0.63465,0.032743,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1543.0,0.731594,0.03135,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1544.0,0.706044,0.032603,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1545.0,0.678293,0.03384,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1546.0,0.685329,0.031664,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1547.0,0.873983,0.035287,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1548.0,0.902045,0.042817,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1549.0,0.943023,0.031755,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1550.0,1.013786,0.038373,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1551.0,0.911715,0.03169,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1552.0,0.895765,0.035113,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1553.0,0.81963,0.030157,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1554.0,0.755654,0.034549,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1555.0,0.780805,0.030968,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1556.0,0.769469,0.033391,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1557.0,0.784976,0.031114,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1558.0,0.785463,0.030082,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1559.0,0.793907,0.039593,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1560.0,0.804923,0.04134,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1561.0,0.762432,0.030956,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1562.0,0.733806,0.030402,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1563.0,0.6784,0.03563,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1564.0,0.710465,0.035959,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1565.0,0.704918,0.042958,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1566.0,0.733289,0.036481,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1567.0,0.71524,0.032828,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1568.0,0.712494,0.038254,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1569.0,0.795088,0.032188,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1570.0,0.730225,0.030278,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1571.0,0.667947,0.036534,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1572.0,0.6976,0.033011,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1573.0,0.710897,0.035903,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1574.0,0.713546,0.031716,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1575.0,0.717862,0.033555,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1576.0,0.781443,0.03527,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1577.0,0.751819,0.03126,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1578.0,0.737411,0.030334,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1579.0,0.742616,0.033109,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1580.0,0.713408,0.034241,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1581.0,0.664903,0.029952,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1582.0,0.68855,0.031917,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1583.0,0.682133,0.037964,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1584.0,0.644894,0.030707,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1585.0,0.72328,0.031646,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1586.0,0.709583,0.031007,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1587.0,0.728527,0.03166,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1588.0,0.717014,0.03007,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1589.0,0.731008,0.0313,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1590.0,0.720775,0.033541,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1591.0,0.659975,0.031166,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1592.0,0.750545,0.035253,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1593.0,0.639564,0.030539,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1594.0,0.68167,0.034662,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1595.0,0.732494,0.036977,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1596.0,0.677518,0.040632,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1597.0,0.67668,0.044421,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1598.0,0.709364,0.034955,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1599.0,0.709442,0.031548,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1600.0,0.741973,0.031416,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1601.0,0.676431,0.033907,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1602.0,0.696992,0.032033,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1603.0,0.641073,0.030844,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1604.0,0.717276,0.029386,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1605.0,0.65708,0.038423,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1606.0,0.661432,0.034695,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1607.0,0.63994,0.030574,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1608.0,0.57077,0.041239,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1609.0,0.715647,0.037683,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1610.0,0.679045,0.035333,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1611.0,0.722133,0.031899,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1612.0,0.665504,0.030087,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1613.0,0.660822,0.03313,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1614.0,0.706085,0.035643,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1615.0,0.694581,0.031752,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1616.0,0.705348,0.033226,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1617.0,0.744993,0.038277,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1618.0,0.680015,0.030199,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1619.0,0.633394,0.037231,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1620.0,0.688416,0.032718,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1621.0,0.629484,0.040355,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1622.0,0.696843,0.035088,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1623.0,0.708137,0.030276,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1624.0,0.71091,0.030156,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1625.0,0.715872,0.032015,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1626.0,0.676927,0.034527,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1627.0,0.674092,0.03636,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1628.0,0.696684,0.030462,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1629.0,0.685756,0.034772,3000
2.0,2.4,43.0,43.5,43.102,2.2321,1630.0,0.655718,0.034525,2979
2.0,2.4,43.0,43.5,43.102,2.2321,1631.0,0.719872,0.031633,2956
2.0,2.4,43.0,43.5,43.102,2.2321,1632.0,0.747549,0.029407,2931
2.0,2.4,43.0,43.5,43.102,2.2321,1633.0,0.718348,0.033084,2911
2.0,2.4,43.0,43.5,43.102,2.2321,1634.0,0.65145,0.036245,2889
2.0,2.4,43.0,43.5,43.102,2.2321,1635.0,0.776214,0.036685,2863
2.0,2.4,43.0,43.5,43.102,2.2321,1636.0,0.796619,0.038316,2844
2.0,2.4,43.0,43.5,43.102,2.2321,1637.0,0.785173,0.039701,2824
2.0,2.4,43.0,43.5,43.102,2.2321,1638.0,0.832858,0.030808,2811
2.0,2.4,43.0,43.5,43.102,2.2321,1639.0,0.89071,0.031722,2793
2.0,2.4,43.0,43.5,43.102,2.2321,1640.0,0.916661,0.038884,2773
2.0,2.4,43.0,43.5,43.102,2.2321,1641.0,0.779018,0.035329,2757
2.0,2.4,43.0,43.5,43.102,2.2321,1642.0,0.749367,0.037387,2735
2.0,2.4,43.0,43.5,43.102,2.2321,1643.0,0.759086,0.043979,2713
2.0,2.4,43.0,43.5,43.102,2.2321,1644.0,0.764579,0.041062,2690
2.0,2.4,43.0,43.5,43.102,2.2321,1645.0,0.620105,0.037325,2679
2.0,2.4,43.0,43.5,43.102,2.2321,1646.0,0.655059,0.046827,2659
2.0,2.4,43.0,43.5,43.102,2.2321,1647.0,0.693343,0.033015,2638
2.0,2.4,43.0,43.5,43.102,2.2321,1648.0,0.695147,0.036955,2617
2.0,2.4,43.0,43.5,43.102,2.2321,1649.0,0.724858,0.032307,2602
2.0,2.4,43.0,43.5,43.102,2.2321,1650.0,0.713419,0.036324,2579
2.0,2.4,43.0,43.5,43.102,2.2321,1651.0,0.722443,0.037464,2565
2.0,2.4,43.0,43.5,43.102,2.2321,1652.0,0.69056,0.032935,2543
2.0,2.4,43.0,43.5,43.102,2.2321,1653.0,0.675757,0.037374,2528
2.0,2.4,43.0,43.5,43.102,2.2321,1654.0,0.704302,0.036522,2510
2.0,2.4,43.0,43.5,43.102,2.2321,1655.0,0.719812,0.033579,2491
2.0,2.4,43.0,43.5,43.102,2.2321,1656.0,0.733824,0.033601,2474
2.0,2.4,43.0,43.5,43.102,2.2321,1657.0,0.658683,0.038453,2458
2.0,2.4,43.0,43.5,43.102,2.2321,1658.0,0.753666,0.034596,2437
2.0,2.4,43.0,43.5,43.102,2.2321,1659.0,0.752521,0.033763,2421
2.0,2.4,43.0,43.5,43.102,2.2321,1660.0,0.751675,0.033176,2405
2.0,2.4,43.0,43.5,43.102,2.2321,1661.0,0.6961,0.037122,2396
2.0,2.4,43.0,43.5,43.102,2.2321,1662.0,0.712683,0.035094,2384
2.0,2.4,43.0,43.5,43.102,2.2321,1663.0,0.757332,0.037358,2367
2.0,2.4,43.0,43.5,43.102,2.2321,1664.0,0.784774,0.034236,2342
2.0,2.4,43.0,43.5,43.102,2.2321,1665.0,0.801692,0.041724,2320
2.0,2.4,43.0,43.5,43.102,2.2321,1666.0,0.735532,0.036272,2294
2.0,2.4,43.0,43.5,43.102,2.2321,1667.0,0.616957,0.036117,2278
2.0,2.4,43.0,43.5,43.102,2.2321,1668.0,0.691008,0.033819,2266
2.0,2.4,43.0,43.5,43.102,2.2321,1669.0,0.700881,0.035369,2254
2.0,2.4,43.0,43.5,43.102,2.2321,1670.0,0.69647,0.042226,2231
2.0,2.4,43.0,43.5,43.102,2.2321,1671.0,0.733831,0.038233,2220
2.0,2.4,43.0,43.5,43.102,2.2321,1672.0,0.634754,0.039668,2199
2.0,2.4,43.0,43.5,43.102,2.2321,1673.0,0.655837,0.03344,2184
2.0,2.4,43.0,43.5,43.102,2.2321,1674.0,0.643002,0.033937,2166
