Star,Gaia_DR3_ID
HD 161561,4041490287747838080
V* V381 Sco,4041038658986113408
HD 160493,4040952484754097280
HD 162274,4041664182402742784
HD 162085,4040672830848555008
HD 163140,4040506946418835456
HD 163938,4037470542037196160
HD 164320,4038970207167076608
HD 164886,4042159581076866304
HD 165228,4039146987982376448
HD 165637,4039475054763155200
HD 165519,4039070193946541824
HD 165158,4038664061874510080
HD 167442,4038575894748940288
HD 167911,4044587165342899584
HD 169789,4044799886440671104
HD 173103,6735272713228148224
HD 174425,6732690780731462400
HD 189928,6749068251242734592
HD 197747,6795667890489844992
HD 135051,6226394920579302400
HD 140992,6233249001188928768
HD 142147,6041419956272191232
HD 144942,6042045372233837312
HD 148947,6043971819682770304
UCAC4 299-097455,6031009810239093888
HD 152635,6027699975366852736
HD 153855,6028204720002363392
HD 153839,6026565000132794880
HD 154194,6028287664385848960
HD 155272,5980518763230509312
HD 155014,5979896817609414784
HD 155049,5979873414222656512
HD 155824,5980353419765789952
HD 156004,5980253501643151744
HD 156934,5979581360795155968
HD 158392,4057953481496215552
HD 158563,4054898007370986624
HD 158682,4054900790511899648
HD 158644,4054505374317425024
HD 158859,4054578186917712512
HD 158599,4054795580986813824
Cl Trumpler   27    44,4053746298981457920
HD 162273,4055632652954614912
HD 161789,4041979188105626752
HD 163249,4043972332150257280
HD 163430,4043763837288302208
HD 163108,4043270878088739712
HD 164151,4043732707355230976
HD 164798,4043846334998514432
HD 164771,4043038155236494976
HD 165294,4042978889035049984
HD 165748,4042744074595138176
HD 166367,4049160613933444992
HD 166790,4048881479865334912
HD 166698,4039634140374995200
HD 167363,4049317023773329280
HD 167599,4046298795743113856
TYC 7396-2057-1,4045451450223197952
HD 167686,4045424409101675648
HD 168510,4044735221442626048
V* V4386 Sgr,4045653829084535168
HD 170460,4046872568966494208
HD 169872,4045226325174351232
HD 171417,4046762961377250048
HD 178370,6757234800843606016
HD 179356,6756414157153720192
HD 187536,6753593974244552064
HD 191270,6846713336285415552
HD 198174,6805364208656989696
HD 133271,6231618043185741312
HD 134760,6228146683121790208
HD 146899,6048350349856247808
HD 153293,6033349124312698752
HD 152990,6033142867139541120
HD 153084,6029646969946601472
HD 153515,6029453868253222656
HD 155549,4107630997448374912
HD 154703,6028961012157310336
HD 157549,4059561620396409216
IRAS 17253-2831,4059659266360679424
HD 158902,4058740285190146176
HD 317771,4058356624333186688
HD 161118,4056889325990514816
HD 162257,4056418322782042240
HD 162271,4056362694348117760
HD 163538,4062586235024086784
HD 163319,4056101113653461760
HD 164362,4062297785026836992
V* V5562 Sgr,4050283735101504640
HD 164884,4062882763939573376
HD 165709,4050839160273075712
HD 165466,4050350118081436672
HD 166768,4050470858196666880
HD 167039,4050681552138516480
HD 167251,4052186302505617792
HD 167797,4049544721450884352
HD 168785,4046479596694956800
HD 171352,4047415585900879744
HD 172140,4047526847081820032
HD 172564,4047320306346365568
HD 173302,4071482834612665600
CD-29 15495,6761670883585156608
HD 198818,6808441157586459008
HD 138415,6251765910871913984
HD 144135,6242078457516620032
* omi Sco,6050060708908632960
HD 147648,6048929792484158208
*  25 Sco,6046673113599431552
HD 152657,6034523608886806528
CD-26 11829,4111872638373827712
V* BF Oph,4111834567779557376
HD 154679,4112454726696137088
HD 154481,4111929400669171840
HD 161610,4066854818364827904
V* X Sgr,4057701830728920064
HD 163226,4067351415339614592
HD 163737,4064432491176611200
HD 163370,4063624075284977024
HD 163754,4063552980622811008
HD 162677,4063447431881515392
HD 164603,4064186131867181056
HD 164472,4062716905117879808
HD 164972,4065647348495828480
HD 164950,4064121913535676160
HD 165102,4063314008649377792
HD 165424,4064855665756651008
HD 165465,4064850679229998720
HD 165974,4064577210075364224
HD 166035,4063019580047450624
HD 166169,4050929865587041024
HD 166967,4064779833837889536
HD 167360,4065134838629296896
HD 167380,4065080442794891136
HD 167438,4064690807721970432
HD 167551,4065068215068699008
HD 167887,4065123225033388288
HD 168140,4053071924775497728
HD 168435,4053174179338925184
HD 168680,4053178817907719168
HD 167866,4053030516910313472
HD 167818,4052359028870465280
HD 169968,4052106622337744128
HD 170637,4076054878899673600
HD 169558,4051652386575488512
HD 172109,4076426578158841472
HD 172354,4076390539147121024
HD 175046,4073577335527232384
HD 175833,6763686636306555648
HD 176769,6763819574132204928
HD 183899,6766264544383470208
HD 190010,6851796344180703872
HD 199670,6881522912345854592
HD 145236,6242954317306387456
HD 146195,6242799634065725824
HD 151346,6047123844631534464
HD 156025,4114049877537624064
HD 156183,4110968324407855360
HD 158232,4117717947063993216
HD 160318,4068283977415460224
HD 161187,4068852081319759360
HD 161375,4068954370234386688
HD 160430,4116433545692228992
HD 161559,4068052564474857984
HD 162041,4067666532843801600
HD 163980,4069506806040806400
HD 162601,4068635718043107968
HD 162717,4067759402876162688
HD 163299,4067540119022741632
HD 163681,4067494454930459648
*  63 Oph,4067435566661212672
HD 164225,4069487427147708160
HD 164171,4069218871436190848
HD 164493,4064405965457895040
HD 164704,4069265566322069760
HD 165100,4069596515004326784
HD 165245,4069624350712069376
HD 164993,4066176896404199680
HD 166192,4066273692137513728
HD 164705,4066136768557798400
HD 165923,4065806017391142400
HD 165972,4065820487185282688
HD 164949,4065711738635558016
2MASS J18044504-2428209,4065970467426406784
2MASS J18044150-2423401,4066065536496502016
2MASS J18045054-2418401,4066069453501193472
HD 166465,4066245310991371392
HD 166482,4065035706418917632
HD 168002,4090458442472052864
HD 167699,4089639413757793664
HD 167978,4065303403136486272
HD 168709,4053226161258475264
HD 170062,4089861652528834688
HD 169537,4089450160301712768
HD 169657,4089451294172608512
HD 170661,4077077493408741632
HD 171097,4077476547428319872
*  25 Sgr,4077462730427146112
HD 171737,4077599830168153728
HD 172052,4079140177220319360
HD 172490,4078378451815040128
HD 172622,4078403126465429760
HD 173162,4078040936107148928
* nu.01 Sgr,4075705783885296640
HD 175648,4075261168866881920
HD 177055,4081627581706686464
HD 177380,4081636648370756480
HD 176551,4081524158897059328
HD 177360,4081543640868194432
HD 176334,4075385821687783296
HD 195548,6859774125673040640
HD 197522,6858328267882511616
HD 133294,6306938957671632896
HD 139182,6255192092182279808
HD 141380,6260667007254922880
HD 143899,6247270832460821632
HD 151011,4130856423821162624
HD 152365,4129054397292786816
HD 152631,4129062093875088768
HD 153961,4128053017085752448
HD 157001,4115145437793161728
HD 157689,4121241817469675392
HD 158702,4117744060467011712
HD 161082,4117318519500321792
HD 163316,4070596078547676672
BD-22  4447B,4070257050992458752
HD 164581,4070914180935090688
HD 165970,4095054714622857984
HD 164991,4070118615545137664
HD 165033,4070877141140497408
HD 165381,4094909299900295040
HD 165446,4070028077631223040
HD 165529,4069791266003453696
HD 165892,4093862156853406336
V* V4382 Sgr,4069736260374014080
HD 166146,4066737445548506112
HD 166545,4094248703877595264
HD 166444,4093831164368229248
HD 167638,4094466956957963904
HD 167358,4093977708654068608
HD 167379,4094412737288829568
HD 168974,4091200651534071936
HD 169089,4090211194164469760
HD 170015,4090393850533483648
HD 170098,4091891282292994176
HD 169536,4090341658066448128
HD 169518,4090130311317903360
HD 171202,4077991703003613696
TYC 6275-792-1,4092221754255565056
V* YY Sgr,4092275247999652864
HD 172122,4092111115889628032
HD 172369,4080081943273314304
HD 171787,4079458550193688704
HD 172158,4079558197792052352
HD 173788,4079866473332514944
HD 174307,4085920727957230336
HD 174595,4085145194298893440
HD 174706,4085936254230116608
*  33 Sgr,4084858221759157120
HD 175754,4086465432879867264
HD 181152,4082977335304775680
HD 181867,4083181054189607424
HD 183876,6869427597250101504
HD 186612,6869098156077877248
HD 188618,6870452273367422080
HD 190176,6867910099403739904
HD 140936,6260978821878013056
HD 141614,6263804601116451968
V* SS Lib,6261900040823123584
HD 149329,4324350301145011968
HD 152426,4132117636686464256
HD 154383,4129466125727578880
HD 155459,4134692207577742080
HD 155490,4134599303160477056
HD 155957,4134426989084769792
HD 156779,4122424788879933056
HD 158661,4124303197080732160
HD 159210,4124344055173192192
HD 160988,4119802659883903360
HD 162080,4120769645978757248
HD 162388,4120373237688818816
HD 163177,4144494353742704640
HD 163225,4144649595416339456
HD 164122,4143762598782663552
HD 164124,4143321900714656512
HD 166163,4144065750361544320
HD 165179,4144000569938758912
HD 164832,4143505858424729856
HD 166127,4095784790342650240
HD 166189,4095560897983375104
HD 164860,4095235373819085440
HD 166030,4095157106647276288
HD 166291,4095482081062140160
HD 312840,4095738198549865856
HD 166568,4095522110159281664
HD 166691,4095674048919167744
HD 166998,4095609486965359104
HD 166569,4095478026613369600
HD 166922,4094727983560949632
HD 167746,4097384644175641856
HD 167168,4097448591953790592
HD 167355,4097220168421673600
HD 167397,4097480851441551744
HD 167681,4097179482176605312
HD 167747,4097163126941156864
HD 168304,4097292152062482048
HD 168327,4097324342833226624
HD 168352,4097321082962829056
HD 168448,4097331528323907584
HD 168765,4096556544496840576
HD 167222,4095662916360571648
HD 167336,4095643434388787200
HD 167411,4095650271976366592
HD 167568,4094840378610650496
LS 4902,4096324307033587584
HD 168419,4096315476579098240
HD 168538,4096128456511694976
HD 167050,4094749183519500544
HD 167337,4094684694612074240
HD 167637,4094759289622020736
HD 167748,4094761316846562048
HD 168677,4094528044244033536
V* Y Sgr,4096107909387492992
HD 168279,4096411301507963392
HD 168862,4096555341906369024
HD 168936,4096500052711984256
V* XX Sgr,4096979650282842112
HD 168878,4096131926848528512
HD 169271,4096244695524354176
HD 169316,4093039614739980800
HD 169827,4096715183426664320
HD 169847,4096917734029869312
HD 170119,4096820358607744256
HD 170330,4096655500556640640
HD 169758,4096203910527237632
HD 170820,4093279759336089856
HD 170836,4092855416578333952
HD 172773,4099602775807444096
HD 172932,4098799823071183744
HD 172985,4098625997161528064
HD 171691,4092474328322435328
HD 173176,4098280509977945984
HD 173555,4098314319962537216
HD 173939,4099188083759526656
HD 174467,4098961313830617344
HD 173962,4098473165028461184
HD 174055,4086410388597109504
HD 175253,4086527314771710592
HD 176783,4088580579696348672
HD 177340,4088389887467056896
HD 177423,4088344223372605568
HD 176123,4086607853993022208
HD 177989,4087124040337958656
HD 180855,4183852407551389824
HD 186283,4181869885000048000
HD 188960,6871358580186009856
HD 191286,6874174085867014016
HD 192523,6874417352815616512
BD-15  5781,6887351938881045504
HD 139269,6267973468178464512
HD 140575,6267189237209133824
HD 142231,6264286359013828224
HD 142663,6264056423646016384
HD 143226,6263152556368221312
HD 145776,4342039626467163776
HD 146934,4329706228440639616
HD 151977,4332567265074505216
HD 152908,4133947632043169664
HD 157124,4137744112564507648
HD 158960,4124715483934234624
HD 160163,4161362923691015680
HD 161115,4124087417923727616
HD 162813,4148723629563554816
HD 163953,4148571312837229312
HD 163367,4148429888169556224
HD 163700,4145400458793394176
HD 163889,4145496352428664320
HD 164145,4145541466767527040
HD 164513,4145052875667536000
HD 166125,4146900295666430208
HD 166304,4145582015572164864
HD 166523,4145798275787808128
HD 166666,4145805869289893376
HD 166716,4145997734070527744
HD 166878,4097562288331340032
HD 167409,4146255981842369664
HD 167165,4146222133180288128
HD 167632,4097705220530786688
HD 168536,4098226943106123264
HD 167167,4097539709673361920
HD 167790,4097691721471804928
HD 168114,4097415778402089728
HD 168701,4097798477173398144
HD 167680,4097579605648369664
HD 168585,4098029408974026112
HD 169117,4104262437332942848
HD 168859,4097771332978287616
HD 168857,4097832905632245376
HD 168895,4097818955562149888
HD 168934,4097770920661379968
HD 169372,4097761055105615616
HD 169802,4104350565736903168
HD 170454,4104068506640795264
HD 170549,4103142344258633728
HD 170583,4103194708503072768
HD 170904,4103096955041020160
HD 170118,4097067954780487168
HD 170718,4103076510994260736
HD 169157,4097958078167655168
HD 171392,4103725532137960192
HD 171589,4103751095772700032
HD 171223,4103230060305259648
HD 171318,4102847297207186176
HD 172891,4103522599118351360
HD 171876,4103037164736344064
HD 173784,4101969749449342976
HD 174052,4100168916857867392
HD 174801,4099307282029083904
HD 175156,4100872505552406784
HD 177711,4089026534738517888
HD 180538,4185160237970868608
HD 180666,4185612553871411840
HD 180110,4185118873152855680
HD 183819,4181301162613570432
HD 185401,4183628618267635072
HD 185228,4182917788302058752
HD 186368,4182555464861622272
CW Blue  94,4182452518787137024
HD 187868,4188487261374828416
HD 193897,6876853561342269952
HD 195329,6875860977219692160
HD 197579,6902073536288318848
HD 136365,6319369314580861056
HD 143922,4343080279866028544
HD 144520,4343603681760970112
V* V340 Ser,4162959693758887424
HD 161245,4161934364824471552
HD 163887,4150154227278153728
HD 164467,4150984947003253376
HD 166103,4147330582642537344
HD 166735,4156885231309195264
HD 167085,4147502106457074304
HD 167629,4153452452930169216
HD 168015,4152674380958261760
NGC  6611    36,4146612116218750336
NGC  6611    79,4146612292308946048
2MASS J18192622-1347254,4152601710110398208
NGC  6611   590,4146593802476129920
NGC  6611   455,4146600090310560896
NGC  6611   402,4146600919235422720
HD 169064,4152862156946496768
V* FR Sct,4152794914909611904
HD 169726,4153198843702722176
HD 170414,4153108035232822912
HD 169727,4104431212386419328
HD 170295,4104443925490381568
BD-13  5015,4104763471079194496
HD 171221,4104701314326791040
HD 172771,4107015855017157888
HD 173011,4106797773746486912
HD 173320,4106754755349515904
HD 173656,4105900778391358848
HD 174556,4105606929565707136
HD 175060,4102507479341735936
HD 175710,4198864761371151744
HD 176767,4198538378226810240
HD 177816,4197901481787005440
HD 178268,4197789198480366208
HD 183520,4188221007762854528
HD 184643,4193984819511825536
HD 185612,4183787944374471680
V* V1401 Aql,4190636669164572928
HD 197234,6902924837461204224
* mu. Aqr,6902842648968719104
HD 141026,4396381923518595840
HD 157857,4165963456443515520
HD 159738,4168106881340748160
HD 163154,4164261957896066176
HD 168892,4154463011503021696
NGC  6649    58,4155024204795741312
HD 172964,4251500101060086144
HD 173203,4251730341268049024
BD-09  4795,4155409965959754368
HD 173076,4251495496854627456
HD 175338,4203866199310087552
BD-09  4874,4203251980245672320
HD 175183,4203188075498539776
HD 175249,4203638149345213568
HD 174837,4202277782952791424
HD 175184,4203136226650188672
HD 175582,4203686291702967552
HD 177010,4204470273488987776
HD 177965,4204235978762452864
HD 178015,4204192475005977088
HD 176181,4202514074836781184
HD 177658,4199393626469265536
HD 180293,4201590691210716160
HD 180381,4201693014514047104
HD 178896,4201122230534758400
HD 180249,4200000866115113856
HD 181257,4201511698168203136
HD 181476,4201561210552246144
HD 181692,4200262339410541696
HD 184549,4206945239804044160
HD 185381,4194824502797805696
HD 187819,4195533344202269056
HD 190172,4192830607181266560
HD 190346,4192299783583135488
HD 196221,6906374211596558080
HD 138218,4400410740278118272
HD 145746,4356232088197656192
*  23 Oph,4341074083458152704
HD 156149,4360407036928333056
* mu. Oph,4168517278355561088
HD 160697,4168743021837698176
V* XX Oph,4169184647552062464
HD 172031,4256078364304100608
HD 173249,4253168330680870144
V* SS Sct,4251917636212432384
HD 173280,4251840193757469824
HD 173386,4253091163118539520
HD 174082,4252453957361178752
HD 174210,4252408572452554240
HD 174163,4252062118902499968
HD 173851,4251677740908775168
HD 175707,4204028995739468928
HD 176546,4205739556586477696
HD 176630,4205788901521956736
HD 176699,4205771000097879040
HD 176158,4205649744594305664
HD 177533,4205387785916763264
HD 177729,4204556486404321280
HD 179846,4212003203764500864
HD 179472,4211999252394863616
HD 179716,4211242616594613376
HD 178835,4204961896944721920
*  20 Aql,4204705229694870528
HD 181218,4210907025027434112
HD 182280,4211535567719183232
HD 182340,4211463343547483136
HD 183286,4207677828089613440
HD 183566,4207295610357915008
HD 184791,4209792906203185280
HD 186146,4196611484071813760
HD 187987,4196043758116760576
HD 189963,4219972532748526592
HD 190928,4220024931351726208
HD 191265,4216999728186260096
HD 191030,4216991035171854080
HD 193018,4217212277523904640
HD 194795,4217663420888251776
HD 195748,6908337110433917952
HD 159545,4369009444112171008
HD 171305,4256838985870584832
HD 171836,4256854860071726336
LS  IV -05   12,4256511297051481600
HD 173200,4256649801139582592
HD 175375,4255670303751785216
BD-04  4625,4255411132602898176
HD 177755,4254418479732786944
HD 177681,4254365187776414336
HD 180030,4212920368262371456
HD 180558,4212872470785898752
HD 180407,4212642840344531200
HD 179628,4212127654741274880
HD 180996,4212688268227482112
HD 183479,4208611657059133440
HD 186038,4210778274776750464
HD 188692,4221347162802645120
HD 189824,4221182888892627200
SDSS J151216.31-003643.0,4418508907829316096
HD 152344,4379248543059240960
HD 153212,4380876919779044096
HD 153757,4380042489235509248
HD 152975,4378386830884016640
HD 163206,4178696965022090752
HD 163510,4179084203572977408
HD 163490,4178466690358151680
HD 165376,4178194561227248000
HD 170795,4272933323497542912
V* V1331 Aql,4259966787183702400
HD 173706,4259129062390172032
HD 174182,4266138723940351872
HD 174646,4265292752812640640
HD 175829,4265370715115822336
HD 176097,4265055739379566976
HD 177631,4265625148945853824
HD 177552,4262386503072909312
HD 177752,4262587163949178368
HD 177963,4262180482077981824
HD 177207,4261998856519000576
HD 176306,4261829359914967296
HD 178242,4262520196814815232
HD 178575,4262157873367238144
HD 180406,4261223357184093440
HD 181532,4263123382005763200
HD 182786,4263441003419207040
HD 182385,4215181307771271040
HD 183129,4215154026138453760
HD 181761,4214664365501715328
HD 182767,4214703638683077248
HD 182975,4214516687343419264
HD 185484,4238181647901701248
HD 186314,4238166254742335744
HD 186297,4234870984033020288
HD 186609,4238771982566010752
HD 186552,4238084753439700864
HD 186622,4238527409947322624
HD 186949,4234989593846685824
HD 187168,4234980351068101632
SDSS J152711.10+002506.4,4417400355294366208
HD 142212,4423260138094743296
HD 150696,4383734722298798208
HD 153724,4381828306575805184
HD 156343,4374527068330338304
HD 157983,4374796964075069952
HD 160316,4375459144954839168
HD 162213,4372909514929466240
HD 162830,4468802218958547584
V* V986 Oph,4468233187335913472
HD 166659,4275607649318543360
HD 172249,4279973054090533888
HD 172026,4273560805345580416
HD 171933,4272576227034847360
HD 172652,4272492835959786624
HD 175544,4266617836098338048
HD 175924,4267082757704583424
*  64 Ser,4268670448197174144
HD 177159,4268355545495475200
HD 176808,4266000632123901952
HD 176945,4265935073741680640
HD 177629,4265734516003757824
HD 178432,4268107365161266816
HD 179534,4268151070750169856
PN K  3-25,4267953674047447552
HD 179125,4267819190030058880
HD 180356,4267865403874176256
HD 181052,4264455062392752512
HD 181759,4263559956840962560
HD 183590,4287984714289729408
HD 183816,4287643350283856512
HD 185198,4239984434660635648
HD 185246,4288036219530338432
HD 185296,4239983713106028672
HD 185509,4240093939144795136
HD 185808,4240031060808519424
HD 184546,4239521334104026496
HD 185003,4239497144847140736
HD 185823,4239686192129762688
HD 187004,4238987177607877248
HD 188803,4240348510441488768
HD 188935,4237090313887277312
HD 192346,4242517812514880384
HD 195878,4232302864160928128
HD 134754,1155203132969491968
HD 137665,4421348735909374208
HD 143294,4425036914524284928
HD 151411,4434475878250875392
HD 151371,4385935321805538944
HD 156634,4389972595361888896
* sig Oph,4389237503121158016
HD 160233,4377424934306803328
HD 166460,4469952548646272384
HD 166917,4469859876126747392
HD 168931,4278404772549486080
HD 171170,4283370545014361856
HD 172365,4283938992538977280
HD 176806,4281657093569256576
HD 179533,4293138640700801280
HD 180170,4292233089805249024
HD 180619,4292033494079930496
HD 183167,4289450706897898368
HD 182222,4289099271166517888
HD 182082,4288951455577515520
HD 183368,4289138239431087744
HD 184027,4289589073560699520
HD 183778,4289182146856901504
HD 184473,4291134402790968064
HD 184203,4289364223431688832
HD 189533,4247200357666666496
HD 193779,4244996661482306560
HD 198167,1734215679962962048
HD 199238,1731424805917353344
HD 146815,4438068257617132672
HD 169689,4478420918484111360
HD 183791,4294644318793933184
HD 184026,4294649300956401152
BPS CS 22878-0101,4445232430567438592
V* V609 Oph,4480154912730154752
HD 229334,4504026684561981952
HD 179870,4308878561939677824
V* V342 Aql,4308972776343720064
HD 171874,4508270563231140992
HD 172744,4504989929784883200
HD 177490,4314188859527432064
HD 177700,4313530694419257216
HD 230334,4313415628001384960
HD 231762,4316278721917720960
* gam Aql,4302054339959905920
LS  II +15    4,4320595576362511488
HD 183511,4321290639469962624
LS  II +13    6,4316537656873898752
HD 231718,4318187817681687296
BD+17  3248,4553184509407224576
LS  II +18    2,4517445644178398080
LS  II +17    5,4513642089876999424
HD 231243,4322621117259493120
V* T Sge,4515000227229335680
HD 231267,4322400321580358144
LS  II +17    9,4322226255175066880
V* V339 Sge,4321939179572488960
HD 187505,1820721097345185024
HD 187401,1819740436019617792
HD 188262,1820374029621976704
V* CU Del,1804346379875901312
HD 348770,4525642812595128448
HD 343211,4531302102024574336
HD 230841,4516282601404250240
HD 183261,2017709360072671360
HD 350059,2018037907871814528
* alf Sge,1824277055360974720
LS  II +18    8,1824187818821455744
LS  II +17   13,1824170196625800576
HD 350520,1824847942451377024
HD 186507,1824230738491806208
* del Sge,1824534959611831680
LS  II +17   14,1824106871620396160
HD 351236,1822029103850381056
Cl* NGC 6838     JS      77,1823131016347584000
HD 190405,1821814664723143424
HD 165435,4576766392427723520
HD 173526,4532343545686480768
HD 344131,2022222305537028864
HD 344253,2019117422133048320
HD 344312,2019220089031808000
LS  II +21    6,2018093192693900032
HD 344664,2018220358066856960
HD 344746,1826091696236736768
LS  II +21   11,1827676333010922752
HD 345024,1827571948144826752
HD 134852,1213214397243358208
V* SX Her,1315059651064176640
HD 149067,1304010246399904128
HD 154635,4573001939484685824
HD 161268,4594367237120027904
HD 167782,4579777714253281536
HD 170289,4585667415787874176
HD 173132,4537687447071607296
HD 337973,2036237264845873408
HD 338230,2023843191829037312
HD 338466,2024697782918612224
HD 183754,2024396108762828032
HD 344542,2021017927959076736
HD 344618,2021017412614916224
LS  II +23   11,2020260123954188544
HD 338938,2020765693148758656
HD 344873,2020525552921287040
HD 345441,1833317171263095552
HD 345175,1828161561252804096
HD 345740,1829966684456028928
HD 346564,1817140812578311680
HD 152748,1307016964025511552
HD 155878,4575184916742587008
V* V965 Her,4597175424176955008
HD 165473,4590319797379854848
HD 166093,4590466857060282368
BD+29  3257,4588138160153629952
HD 174126,4539288370361943680
HD 176230,2040196262603814784
BD+28  3210,2037528606880548736
BD+27  3280,2036713215935188224
V* EP Lyr,2037911752331602176
HD 183753,2026480439154601600
BD+28  3304,2038079290402686720
BD+27  3406,2026144435317792384
* bet01 Cyg,2026116260337482112
LS  II +26    3,2022107956346796800
V* V2088 Cyg,2031335019218424064
HD 339063,2028313909196443264
BD+27  3542,2028313977915925504
HD 186519,2028058994291893888
HD 338921,2020964120625766784
LS  II +27   25,2028317512636140928
HD 189753,2027356062748350592
HD 189671,1835059038191771904
HD 339679,1836380341928927872
BD+23  4085,1819326366813174784
HD 149132,1311977131558849024
BD+30  3482,2039919563633870592
HD 179735,2039336788109763584
LS  II +31    2,2039000234483933056
HD 182056,2038855236388188928
BD+30  3646,2032698246169691904
LS  II +29    7,2032623990438101248
HD 186729,2031978925069034624
HD 332705,2031773075876765184
HD 332553,2031398378575864832
HD 332672,2031912782563984768
HD 189379,2030227815345209984
HD 189475,2027426809452297344
HD 190842,2029721902532068608
HD 195432,1857108438210526592
HD 195835,1856838439385752448
HD 340325,1857000823514584320
LS  II +25   22,1855829671826935040
HD 197489,1843656497553051008
HD 134282,1268468567390610304
HD 172044,2091218000175889024
HD 177645,2043786717825238912
HD 186177,2046899263467736576
LS  II +32    3,2034856690575168384
LS  II +31    8,2033766799690310784
HD 331329,2033734020497084416
HD 331565,2034074280636775040
HD 189597,2030488468329770880
HD 332938,2030414457451949312
LS  II +30   26,2029867038062335872
LS  II +29   44,1860697106720685696
HD 195834,1860565852519200768
HD 334748,1857474609939350272
NGC  6940    61,1857474541224818048
LS  II +28   28,1857289307872468864
HD 197605,1856289370762816128
* pi. Her,1339952869195300608
* del02 Lyr,2093931938472201600
BD+38  3411,2099966367521709568
TYC 3120-1572-1,2099087651573171456
BD+36  3486,2051170831755228544
TYC 3121-148-1,2099294256678855808
HD 225556,2047758394357092864
HD 226252,2035616727987426688
HD 225982,2047594360971880448
HD 225942,2047673972490368768
V* V1765 Cyg,2034968875123889536
HD 226321,2035516741143276672
HD 226407,2059643359156683776
HD 227005,2059333193778879232
HD 190430,2058171491037223680
HD 227472,2058626757557084288
HD 190536,2058567968042687104
HD 227563,2058208805715889792
LS  II +33   26,2058196126971596544
V* V2108 Cyg,2055322587671674240
HD 331832,2055058120775898624
LS  II +32   23,2054374739929207936
LS  II +31   26,1861857091480944128
HD 196972,1862290780109100416
HD 198626,1859489361923234944
TYC 3123-19-1,2104364031774303488
BD+40  3541,2103453503007292416
BD+39  3594,2103225113825990272
BD+39  3624,2100275227209447808
TYC 3120-1349-1,2099925754310845696
TYC 3123-697-1,2103301529884779648
TYC 3123-1993-1,2103350389431925888
TYC 3123-2260-1,2103411309248289920
HD 180312,2099729349754501888
* tet Lyr,2099385000742174592
V* V677 Lyr,2101228774371560832
TYC 3125-3578-1,2101010903569155584
TYC 3134-12-1,2051834421384450944
TYC 3134-55-1,2053101230578976512
TYC 3138-606-1,2053046804753383808
V* V616 Lyr,2051293083704793856
BD+39  3813,2052467190329985792
BD+38  3660,2052448292474087296
TYC 2667-624-1,2051813599382530560
TYC 3135-388-1,2052410256242651776
TYC 3135-423-1,2052235090295414784
TYC 3135-427-1,2052179461883244160
TYC 3136-840-1,2076181972514631424
TYC 3139-41-1,2052434204980622336
TYC 3139-1087-1,2053226025148751744
HD 225894,2047933800822657792
HD 226215,2071743141018775936
BD+35  3833,2071733211053795712
LS  II +35    6,2071679468091418624
LS  II +38    5,2072196380323140096
HD 189301,2072329661751884416
HD 227536,2059870717544106880
HD 227480,2059078068406173952
LS  II +37   13,2060025954835704960
HD 228053,2059245816977367424
HD 228079,2059190325997043200
LS  II +36   25,2059169194757101696
HD 227680,2059129303105142144
HD 227634,2059075873709364864
HD 227776,2059057044571334784
HD 227785,2059044503266099328
HD 228405,2055857706238828160
HD 192404,2055843206428998272
HD 191047,2058993101095742336
BD+36  3963,2060529355037120256
HD 228587,2060505513694389120
HD 228659,2060440092749763328
HD 228625,2060450641189542144
HD 228684,2055815959155300992
HD 194379,2057294699208575488
HD 194951,2056129491764461312
BD+33  3998,1863361837563651712
GSC 02687-00289,1859834333694811008
LS  II +32   27,1866003895289778560
V* V751 Her,1354405189330876672
V* V761 Her,1348112753005112576
BD+41  3235,2105447192466484736
BD+41  3203,2104080877470507264
TYC 3125-662-1,2101346907450704768
TYC 3129-1877-1,2102652783666736000
TYC 3129-2407-1,2102518608887080704
ROTSE1 J190932.16+422013.6,2102470844549698304
ROTSE1 J190838.25+424007.7,2105574113042322688
BD+40  3664,2101386592948371840
IRAS 19223+4108,2101603849575148672
CSS 1138,2101767711167373184
TYC 3129-205-1,2102669791737586816
TYC 3138-475-1,2053590543310228864
TYC 3138-841-1,2053598652208477952
TYC 3138-994-1,2101494310728341376
BD+39  3789,2053311580898509952
BD+41  3390,2077683046401146624
BD+40  3786,2077388961401720832
GSC 03139-00122,2077396108227657344
TYC 3143-1899-1,2125710848173274880
TYC 3143-1948-1,2077623943347057408
TYC 3144-1019-1,2077464140508243968
HD 225464,2076390364329873536
HD 225598,2076329135274387456
IRAS 19471+3916,2073249884245017088
HD 186701,2073199066196008576
TYC 3140-442-1,2073703467150188160
TYC 3140-925-1,2076801130691571072
IRAS 19453+4016,2076725749732592512
TYC 3141-1536-1,2073838260407621376
HD 226948,2075045902133164928
HD 227452,2074041837550814080
HD 191024,2061838598507080832
HD 191290,2061844340908611840
HD 227939,2061648421682044672
HD 228461,2060943806518726912
HD 228019,2061630829495757312
HD 228290,2061664119757977344
HD 192078,2061774831155100416
HD 191396,2061623339071210752
HD 228187,2060778020786349184
HD 228618,2060878935330291968
HD 228624,2060878660452356608
HD 228998,2061390002065587328
HD 193515,2061063447113504640
NGC  6913    44,2061133575336063360
HD 193184,2060665011597245184
HD 228907,2061031114598941568
LS  II +37   77,2060998541566580608
HD 194303,2057891012464246016
