Star,Gaia_DR3_ID
BD+53   669,443526227392935936
HD 232813,444839628391086720
HD 232795,443536638393509632
IRAS 03308+5130,442359439397561600
HD  22135,444732941404083712
HD 232812,443981871882923520
HD  23243,443832784978158464
HD 232838,443758121267219840
HD  22845,443717198819128192
HD 232839,251504218184160896
HD 232827,251454430922416128
HD  21488,443280555262878720
V* V500 Per,251195014896916608
HD 232851,251325959859513856
HD  23689,251194327702066304
HD 232848,251249200204178432
HD  24037,251226557136658944
HD  24129,251256518828423936
BD+49  1040,250346466797662336
HD  24342,250182639565614848
BD+48  1023,247127646510030464
HD  24240,249986617258390144
BD+49  1088,247447432594789120
BD+48  1033,247451968080573312
BD+44  3145,2126607740420975488
BD+44  3155,2126686492941046912
BD+44  3159,2126495315357695488
BD+43  3273,2126322520233822080
HD 182936,2126048879277946240
BD+43  3254,2125975486877261952
IRAS 19246+4458,2126629657632606720
IRAS 19247+4354,2126151477455234560
BD+45  2897,2126676047581450240
V* V1621 Cyg,2127970000970524544
BD+44  3126,2126257133651774336
TYC 3142-168-1,2125819077046893312
TYC 3142-496-1,2125996721194238336
TYC 3146-145-1,2126597226340913920
TYC 3146-333-1,2126027954196692992
TYC 3146-398-1,2126129654720706176
TYC 3146-1223-1,2126360831342497920
TYC 3146-1344-1,2126088221178177792
TYC 3147-200-1,2126313621061844608
TYC 3147-234-1,2126285961471815936
TYC 3147-402-1,2126369008960318720
TYC 3147-631-1,2126438312551224192
KOI-6052,2126335954891168896
TYC 3147-726-1,2126335370776334976
TYC 3147-753-1,2126422163474286592
TYC 3147-1021-1,2126320351269742976
TYC 3147-1123-1,2126319634015745408
IRAS 19308+4323,2125888110061898112
TYC 3147-1350-1,2126346709490000256
TYC 3147-1884-1,2125893637677393152
TYC 3543-218-1,2126686183703372672
TYC 3556-1349-1,2126472363053002240
TYC 3556-1783-1,2126506688431254016
ROTSE1 J193642.70+445832.8,2079908694149327616
IRAS 19207+4409,2126872928881852928
V* AF Cyg,2128253262651259904
BD+47  2868,2128811157421600256
HD 184498,2128082494753251840
BD+46  2737,2128201654325627136
BD+46  2738,2128197393717509504
BD+46  2739,2128151484806459520
BD+46  2744,2128144097462700544
HD 186176,2080457973229581312
BD+46  2759,2080496211315395072
BD+46  2762,2080411931180581760
BD+46  2763,2080449211496944384
BD+46  2764,2080450993899700736
BD+45  2930,2128111661868137472
V* BR Cyg,2080482158185702784
V* V894 Cyg,2128080811125876352
BD+45  2904,2126745179375057792
BD+45  2915,2128238934640227456
BD+45  2922,2128061432233431552
BD+45  2923,2128059989124460288
BD+45  2924,2128058889612838400
BD+45  2932,2127996797263025920
HD 185658,2080055208376972160
IRAS 19322+4640,2128194434477836032
IRAS 19338+4630,2128177636868440960
IRAS 19339+4652,2128223575838799744
IRAS 19371+4701,2128542846526406016
IRAS 19372+4742,2128725331096740992
NGC  6811   408,2128171967511009280
BD+45  2901,2126809737022295040
BD+45  2903,2126804381204523136
TYC 3543-1258-1,2128303152991295104
TYC 3543-1899-1,2128308169513088384
TYC 3543-2483-1,2126741571601965824
TYC 3543-2868-1,2126754456504568576
TYC 3556-178-1,2128289752694051072
TYC 3556-276-1,2128277177029545472
TYC 3556-326-1,2128126509578874624
TYC 3556-430-1,2128267212705645952
TYC 3556-544-1,2128171722692373760
NGC  6811   210,2128146610024316672
TYC 3556-684-1,2128288309585145728
TYC 3556-696-1,2128274874927036800
TYC 3556-768-1,2128262333622315008
TYC 3556-1058-1,2128382352187714304
TYC 3556-1255-1,2128105034740413312
TYC 3556-1297-1,2128034288033951744
TYC 3556-1321-1,2128058339858086784
IRAS 19337+4542,2128010304942244992
NGC  6811    73,2128120015587629568
TYC 3556-1520-1,2128274458308340992
TYC 3556-1594-1,2128191930519572096
TYC 3556-1659-1,2128234089917112960
TYC 3556-1725-1,2079958279555363456
TYC 3556-1738-1,2128169970344130560
TYC 3556-1897-1,2128040983886574464
KOI-4462,2128177327630794112
TYC 3556-1989-1,2127992369158815872
TYC 3556-2135-1,2126724185574379008
TYC 3556-2215-1,2128029615114866560
TYC 3556-2347-1,2127960689479531264
TYC 3556-2410-1,2128086343043985792
TYC 3556-2455-1,2128028378164274560
TYC 3556-2550-1,2128114758546516480
TYC 3556-2551-1,2079946970897881472
TYC 3556-2573-1,2128028000207123712
TYC 3556-2634-1,2128133067986720896
TYC 3556-2686-1,2126540154816615424
TYC 3556-2691-1,2128021884173682176
Cl* NGC 6811    SAN     247,2128137573413245568
TYC 3556-3234-1,2080094962594691072
TYC 3556-3277-1,2128514568461340800
TYC 3556-3405-1,2080459416338685568
TYC 3556-3468-1,2080471609746028672
TYC 3556-3618-1,2080074724708827648
TYC 3557-718-1,2080494321533093632
TYC 3557-1588-1,2080029640428099840
TYC 3560-1775-1,2128812222573488000
TYC 3560-2164-1,2128839641644700800
TYC 3560-2289-1,2128398290809419264
TYC 3560-2311-1,2128220547880640640
TYC 3560-2338-2,2128652625892275072
TYC 3560-2382-1,2128841157774523008
TYC 3560-2569-1,2128160761935884928
TYC 3560-2626-1,2128161384712508416
TYC 3560-2635-1,2128382627065652352
TYC 3560-2969-1,2128679667004558080
TYC 3560-2988-1,2128672795051152256
TYC 3560-3013-1,2128668087772787840
TYC 3560-3040-1,2080511849300380032
TYC 3561-1203-1,2080599157394511616
TYC 3561-1495-1,2080624343084718208
NSV 12202,2127958181218588160
ROTSE1 J193252.94+455038.0,2128047958913440640
IRAS 19383+4545,2080045965608797952
AG+48 1541,2134748795092691840
HD 187372,2086614688589352320
BD+47  2918,2086610359261739648
TYC 3560-3227-1,2134728698945716096
TYC 3560-3237-1,2128711720339801984
TYC 3561-14-1,2086732984869996416
TYC 3561-154-1,2086747076661395200
TYC 3561-515-1,2086627573491316352
TYC 3561-550-1,2086690520532696704
TYC 3561-578-1,2086534252444052608
TYC 3561-709-1,2086563286423374720
TYC 3561-1018-1,2086689592819119232
TYC 3561-1056-1,2080652037032724736
TYC 3561-1825-1,2086631627940343936
TYC 3561-2048-1,2086646471346910336
TYC 3564-2392-1,2134796044031763584
TYC 3565-138-1,2086830295947418624
KOI-3522,2135347861431161088
TYC 3565-518-1,2086765012444026752
TYC 3565-893-1,2134958496874466432
KOI-3567,2134898367332105984
TYC 3565-1014-1,2086818957233516544
TYC 3565-1142-1,2086831081923046016
TYC 3565-1336-1,2086772021830452736
TYC 3566-349-1,2086932305707841920
V* V2100 Cyg,2089014299695630720
HD 190964,2089148513135206272
HD 193342,2187914378480856448
HD 195964,2187344006823822592
HD 201888,2196205898745547776
HD 206311,2217561708793612800
HD 218029,2212347171817904640
POVR  9,2213879998404847488
2MASS J00272183+6941101,530121392374024576
HD   3037,530073288740808704
HD   5357,526840690197536896
V* V524 Cas,529907571724946688
HD   9455,513332704515022208
HD   9166,532013239569776512
HD  12509,515060522622174080
HD  11744,518372767035764352
BD+62   381,514343022564361472
BD+62   386,514274371805531136
CIT  4,516010603746128768
HD  13590,515187241336745088
HD  14217,515115017164922496
BD+63   326,514383326538064128
BD+63   327,514378791048387456
BD+63   333,514472558775566336
HD  14519,514354292558290560
HD  14617,514361782976028928
HD  12567,515056433813366656
V* V647 Cas,514005781729927936
BD+61   463,465682692367536384
BD+61   471,465774639028031232
HD  15829,514143839160298752
HD  15938,514129751667674496
HD  15937,514171017714621952
BD+62   438,467623192946013184
BD+62   443,466096967734110976
BD+62   445,467608864941985536
BD+62   452,467535884855567872
BD+62   453,467560933104561408
BD+61   477,465819100526025088
V* V794 Cas,467263618282769792
BD+61   493,467286330075527936
V* CQ Cas,467539767506122368
EM* GGA  197,465758623086728960
BD+61   480,465766427049388416
EM* VES  760,465777593967106432
BD+61   469,465771203054234752
BD+62   408,514084053217670016
BD+62   422,514128377278284928
TYC 4050-1126-1,514263960804818560
GSC 04051-02347,465767006862877696
HD 237012,464858157421411712
HD 237037,464616750203557760
HD 237036,464610015694905984
HD  18294,461589554165094400
BD+61   492,466474890494263424
BD+61   501,466447883738992896
BD+61   507,466548523411376256
BD+60   575,464982200379669120
BD+60   581,464910697762893184
BD+60   587,466410431623448448
HD  18152,466201245234867968
BD+60   604,466246260794000256
BD+60   616,466192590881258496
V* LW Cas,464643791317333248
BD+61   515,466297078845104256
BSD   9-1646,463276479885237888
BD+61   536,463613720717957888
BSD   9-958,463137219865076736
BD+60   623,463149348852531584
BD+60   625,463254798889959040
BD+60   629,463281152809189760
BSD   9-1042,463177455119533824
BD+60   631,463227723416542720
HD  19501,463206832695760256
BD+60   635,463235282558866048
BD+60   638,463231262469900928
BSD   9-1134,463025894312732288
BD+60   646,463599457128439424
LS   I +61  310,465623731054930048
BD+62   494,466641913181374080
BD+60   569,464953063322558848
TYC 4048-131-1,466448158616930048
TYC 4048-453-1,466430910027373568
BSD   9-69,461993212377299968
HD 237082,461980361835236096
BD+60   656,463330596473594624
BSD   9-666,462176212344983040
BD+60   666,462568841073640704
HD 237079,462983769273913216
BD+59   604,462972911597169280
HD 237066,462870141620496896
HD 237070,462854954616260736
BD+59   608,462888421000471552
HD  20040,462170779206700800
BSD   9-638,462153088241038464
BSD   9-660,462161059700408064
HD 237111,462100449120766976
HD  20295,462095844917654144
HD 237126,462465212103611648
HD  20688,462477031853569792
HD 237133,462267609248988288
HD 237071,462760053017010048
HD  19341,462759949937775360
HD  19441,462786406937073280
HD 237080,462787094131806976
HD 237081,462000599722080768
BD+58   575,462019905592492800
HD 237095,461938820911010304
HD 237102,462062103652172160
HD  20147,462048119238710144
HD  20547A,461871540242228224
HD  20689,461880748654837888
HD 237128,461826052244400256
HD  20959,462212874184574720
HD 237112,461686066375643008
V* CC Cas,462130376453494272
BD+60   642,463013043770676224
BSD   9-1155,463020736051676288
BSD   9-1195,463385228458729472
TYC 3715-868-1,462195518216766592
BD+56   810,449356697034887936
HD 237148,450089658974850944
HD 237127,449746783141652736
HD  22678,448907890137407360
HD 237151,448600026876711424
HD  22253,448769351668458368
BD+57   726,450082409070070016
BD+56   816,448660706174479872
TYC 3728-994-1,449932738048592256
HD 237100,461639375790170624
HD  20930,449793168790813184
TYC 3724-290-1,448885762466203520
TYC 3724-188-1,448795946105847936
TYC 3724-1038-1,449069415263010176
TYC 3724-296-1,448809720063366144
HD 237178,445796340950251136
BD+55   814,445701473708421120
HD  23218,445788197692352640
HD 237167,445657493243688832
HD 237168,445606297233579776
BD+55   813,445606743910155264
BD+55   823,445427901467273216
HD 232817,445222876912440960
HD 232835,445329185943162368
BD+55   829,445445356220733568
BD+54   716,444685353168832256
HD  21831,448566113815162368
TYC 3720-324-1,445659206930930688
TYC 3721-544-1,445401375754029440
LF  6 +55   79,444716139495313280
TYC 3725-87-1,445816265296220288
TYC 3721-202-1,444622268683326080
TYC 3721-969-1,444650271875405184
TYC 3724-597-1,448838517826895360
V* CX Cam,444096564688798464
HD  23675,443789457348784640
HD  23933,251616608887539968
BD+52   717,251990923878486016
HD  24142,251925571655443200
BD+53   711,444394223104483328
HD 232834,444469986326318208
HD 232856,444315779821043840
HD  24431,251961924258399616
HD 232863,251802288913503616
BD+51   805,251766795303232640
HD 232855,251644955671839488
HD  24775,250906015137404672
HD  25030,251031256384576128
HD 232875,250959169654230400
HD 232900,247697537130245376
BD+50   918,271724649338385664
BD+49  1103,247586142859217152
HD  26179,247414309809011968
BD+49  1104,247569821983519616
HD  24688,251701649239682560
BD+50   890,250655567005921024
BD+50   895,250655910603299584
BD+50   921,271710286967890816
BD+48  1048,246429078670559744
LS   V +48   12,246266350946251904
BD+49  1093,247470281820596096
HD  29494,204716425006891648
HD  29430,204706872999695360
BD+45  2858,2127336781048811008
BD+45  2866,2127223737510925312
TYC 3543-2855-1,2127478824209469056
BD+45  2885,2127418973843085184
AG+44 1593,2126933127143781888
HD 181827,2127051015405294592
BD+44  3120,2127389149589553664
V* V1253 Cyg,2127055516530893824
V* V475 Cyg,2126898007191646336
HD 179259,2106156854204672256
BD+45  2853,2127235183602616832
BD+45  2857,2130354596870960384
BD+45  2861,2127371488684657280
BD+45  2862,2127371351245726848
BD+45  2868,2127307029815234944
BD+45  2872,2127093651541776000
BD+45  2874,2127673235906579200
BD+45  2876,2127476732563162496
BD+45  2878,2127476595124220928
BD+45  2884,2127493431396222720
BD+44  3085,2127215976508639488
BD+44  3089,2127114340402131328
BD+44  3104,2126948004910921472
BD+44  3110,2126985113426463744
BD+44  3116,2126982089769726592
BD+44  3118,2127014319204465280
BD+43  3189,2103070872961277568
BD+43  3208,2126896946338446080
BD+44  3068,2106058619710644480
ASAS J191728+4401.9,2102894641865120128
BD+43  3210,2126848155509962624
BD+43  3212,2126907288620455424
BD+43  3200,2102882993913716864
TYC 3146-535-1,2127009440123151488
TYC 3542-909-1,2127287444764041600
TYC 3543-2217-1,2127421275945198848
TYC 3543-2918-1,2127437287583956352
IRAS 19214+4520,2127414610155872128
ROTSE1 J192424.21+451613.6,2127397327207575936
ROTSE1 J191528.46+445214.7,2127139968466820480
BD+47  2805a,2127876263300899072
BD+47  2817,2129397579376477696
BD+47  2818,2129406753427034112
BD+47  2822,2129201900667572608
HD 183954,2128470141319604736
BD+46  2665,2127786657403396736
BD+46  2689,2126823828816455680
AG+46 1459,2126824034974893952
BD+45  2902,2126810394159792256
BD+47  2856,2128489795090359936
IRAS 19194+4808,2129418848054872576
IRAS 19255+4556,2126807679739352704
1RXS J192850.5+475639,2129256292132753408
2MASS J19325798+4811002,2128901149877481088
TYC 3546-809-1,2127803218797496064
NSV 11946,2129418912475211392
BD+46  2667,2127721816276785152
BD+46  2670,2127528512689575424
BD+45  2888,2127455635684204672
TYC 3543-129-1,2128321707250514944
TYC 3543-577-1,2127596544971425408
BD+45  2890,2127552422766694784
TYC 3543-1146-1,2127590772535416192
TYC 3543-1527-1,2127682719194389632
TYC 3543-2341-1,2127532945095058304
TYC 3543-2576-1,2127435122921469056
TYC 3546-785-1,2127886197564960000
TYC 3547-248-1,2129099027611167104
TYC 3547-480-1,2129414106412064256
TYC 3547-553-1,2129309515367642752
TYC 3547-978-1,2129087139140656768
TYC 3547-1001-1,2129417370586085120
TYC 3547-1002-1,2127654441130428160
TYC 3547-1181-1,2129241208208314112
TYC 3547-1184-1,2129248492472967040
TYC 3547-1223-1,2129250107379723392
TYC 3547-1227-1,2129294981198328576
TYC 3547-1744-1,2129387202735765120
TYC 3547-2029-1,2129170598945418368
TYC 3547-2054-1,2129124350737536640
TYC 3547-2523-1,2129157572307409664
TYC 3547-2592-1,2129188083755059200
TYC 3547-2664-1,2129138060273502208
TYC 3560-1019-1,2128472718300109568
ROTSE1 J192216.45+480311.2,2129400912271481216
GSC 03547-00902,2127818715038616832
StM 482,2127529302962751616
HD 234916,2135913762018825216
HD 184293,2135864391374790784
HD 185264,2135122152307734912
BD+49  3017,2129774608786340096
BD+49  3045,2135844222208242432
LEE 312,2129833741896249088
IRAS 19288+4852,2129690083829805440
StKM 1-1707,2135091709579792768
V* V1743 Cyg,2129061678575412480
V* V390 Cyg,2128919424960482176
TYC 3547-136-1,2129355351259080576
TYC 3547-394-1,2129656681865659136
TYC 3551-1837-1,2129803432305891840
TYC 3551-2163-1,2129936099555683456
TYC 3551-2366-1,2130082742620668800
TYC 3551-2458-1,2129754714497656192
TYC 3560-748-1,2128855726303447296
TYC 3564-78-1,2135915209427894400
TYC 3564-219-1,2129894833511826944
TYC 3564-1479-1,2129830649514917376
TYC 3564-1779-1,2129062056532587264
2MASS J19304347+4921105,2129806902639473408
TYC 3564-1819-1,2129837761986272640
TYC 3564-2189-1,2129072295734859904
TYC 3564-2568-1,2129684826789460480
KOI-977,2129685372247200000
TYC 3564-2793-1,2135076934891757952
TYC 3568-223-1,2135985818690121856
TYC 3568-408-1,2136049006248999040
TYC 3568-643-1,2135237085632505600
TYC 3568-762-1,2135984959696649600
GSC 03551-00085,2129695508368284544
GSC 03551-00099,2129701555682384640
ROTSE1 J192944.09+511243.7,2136159988203701376
V* V1953 Cyg,2135571199729467776
IRAS 19358+5046,2135255498152580736
TYC 3568-215-1,2136028115528306048
* d Cyg,2137210017510711552
HD 191009,2234589643512438400
HD 191737,2236175448516050304
HD 193031,2188148127779744768
HD 192781,2237040042612803328
* tet Cep,2243479676058593152
HD 205741,2221267239073926784
HD 205776,2221273320748346240
V* V431 Cep,2223670668412521984
V* BH Cep,2223441007923049600
HD 213022,2229499729308170368
TYC 4304-1407-1,533612479232699008
HD   6675,532804028948316672
* ome Cas,521376186122882304
HD  16505,517599775998522112
HD  16769,517534664294712960
HD  16024,516167593389275008
HD  21014,462319320655724672
BD+60   682,462625667781320064
HD  21843,450305536913087104
V* FZ Cam,474411092401097728
BD+59   643,462520015885508864
HD 237152,450245991484897408
HD  22191,449962974616563840
BD+58   626,450230224667004544
BD+58   627,450230671343561216
HD  22763,474131442790659072
HD  22427,450072238590417920
BD+58   651,473189573642909696
HD 237169,473164078717264384
HD 237198,470027378203741440
BD+57   748,472989462529059712
IRAS 03417+6002,474126632429229312
IRAS 03436+5747,472953316083715456
HD 237154,450253176972025472
TYC 3724-723-1,448922080710311040
TYC 3725-1476-1,470012053760746240
TYC 3728-292-1,473240597855755520
TYC 3728-1314-1,449142601510304384
TYC 3729-199-1,472972935494168192
TYC 3730-1385-1,470039885149192064
TYC 3724-859-1,448917407786573056
TYC 3725-1188-1,472891880866286848
TYC 3729-585-1,472985575574797440
BD+56   840,445843791749516160
BD+56   842,445827191693021184
BD+56   844,445853756073451136
BD+56   848,445833243309915904
BD+55   834,469502533199706240
BD+54   725,468470469737777408
HD  24410,469850562990179072
HD  24430,469994633373438464
HD 237196,469945224068146176
HD  24758,469975323199865984
BD+57   770,469702713036106752
BD+56   851,469854720519874304
BD+56   860,469635093071720960
BD+56   870,468881377850408320
HD  25347,468904330156317440
V* DF Cam,468919036124088448
TYC 3726-749-1,468842104668807936
HD  25939,469012769490016768
HD 237206,468818568239705728
HD  25174,468817193857793536
IRAS 03457+5718,469875984892847872
IRAS 03546+5533,468686008376516096
IRAS 03596+5626,468831487508827520
HD 237176,448854868759232768
TYC 3722-82-1,468956453877376128
TYC 3722-109-1,468942744344271360
TYC 3722-757-1,468816506663056128
TYC 3725-18-1,469561838108567296
TYC 3725-620-1,468782902840539520
TYC 3725-877-1,469820768795976704
TYC 3725-1833-1,469892241354821376
TYC 3726-514-1,469697490355949184
TYC 3726-587-1,469227414773158784
TYC 3726-1143-1,469740749267039872
TYC 3726-1209-1,469765518334704128
TYC 3729-435-1,469980545881878144
BD+56   878,468841967223722368
BD+57   754,469897979430948480
TYC 3725-899-1,445838805284589824
TYC 3725-876-1,445754937467025536
TYC 3721-503-1,469519816147894272
TYC 3725-423-1,469555859514126720
TYC 3725-796-1,468785823418511744
TYC 3726-536-1,468898901317884288
TYC 3726-937-1,468641340719153152
LF  6 +56  219,468844509850391680
TYC 3726-724-1,469032869936583168
TYC 3725-636-1,469870560360516736
LF  6 +57   95,469816375049800064
TYC 3725-1240-1,469948041566650240
TYC 3726-153-1,469670827198025856
TYC 3726-483-1,468934532366093440
HD 232887,275873205487523712
HD 232894,275130283526788352
HD  26158,276783330539675392
HD 232877,276255221358567936
HD 232929,275651383313134336
HD 232917,276036865220689920
HD 232905,275231747835965568
HD 232921,275207897873436416
HD 232919,271745746218382720
HD  26603,271672353816125696
HD  26986,274913026900576384
HD  26972,271819035538094208
HD  26985,275361112240430208
HD  27277,270669633568945792
BD+49  1158,270643176570661760
* b Per,270632490692926720
HD  30221,254524507904058624
BD+43  1074,206321299668481280
HD  29957,204781742870373376
BD+46  2633,2130341200872374912
BD+44  3039,2105980558685256064
BD+44  3056,2106279282249807360
BD+44  3057,2106290414805137408
BD+45  2850,2130219769257640576
BD+45  2828,2106447267010581888
BD+45  2830,2106473036814409856
BD+45  2849,2130319206338988032
BD+45  2851,2130245126745243648
TYC 3131-841-1,2106745303381572864
TYC 3131-1313-1,2106621299086055808
TYC 3131-1445-1,2106706820474196224
KOI-5537,2106290238706961536
TYC 3132-1841-1,2105935650507104896
TYC 3541-2421-1,2106750629140748800
TYC 3541-2535-1,2106396448958255360
BD+45  2826,2106426165831927040
ROTSE1 J190350.47+460144.8,2106527496999999488
BD+48  2854,2131028945395053440
HD 178305,2130745408833137536
BD+46  2628,2130638343888509824
BD+47  2775,2130846735702343936
BD+47  2776,2130994272119811840
BD+47  2786,2130927584166164864
BD+46  2639,2130478364946940288
V* SS Lyr,2130786296921682304
IRAS 19099+4723,2130852851735471488
IRAS 19109+4807,2131003622267197696
HD 178612,2131278809411630976
IRAS 19047+4811,2131134395431425920
BD+46  2642,2130398203676937728
BD+46  2645,2130383630849873664
TYC 3541-139-1,2130587040499425152
TYC 3541-915-1,2130594221685076352
IRAS 19052+4634,2130546328508851840
TYC 3541-2988-1,2130547221862394880
TYC 3541-2996-1,2130549523964913280
TYC 3542-301-1,2130447303744183680
TYC 3542-1016-1,2130451461271396736
TYC 3542-2210-1,2130438164052844800
TYC 3545-2684-1,2130747814014838400
TYC 3545-2735-1,2131179372329509120
TYC 3545-2849-1,2131129924365406464
TYC 3546-43-1,2132483496198285568
TYC 3546-173-1,2130944729675467008
TYC 3546-220-1,2131213143652837376
TYC 3546-461-1,2131050793887979520
TYC 3546-497-1,2130855188197597184
TYC 3546-514-1,2127945639913049984
GSC 03546-00835,2130676345758784896
TYC 3546-1075-1,2130819041752697600
TYC 3546-1101-1,2130660918236128000
TYC 3546-1213-1,2130850068596314624
TYC 3546-1269-1,2130911332009646080
TYC 3546-1329-1,2130473451504250240
GSC 03546-01962,2131058666567359616
TYC 3546-1997-1,2130879480532813824
ASAS J190858+4741.1,2131060521993182976
TYC 3547-160-1,2129493133809557504
TYC 3549-2728-1,2131284788005893888
TYC 3550-94-1,2131248912139343488
TYC 3550-128-1,2131268978227704064
TYC 3550-346-1,2132741533533785984
TYC 3550-1254-1,2132508853685544448
TYC 3550-1382-1,2132740713199620608
TYC 3550-1578-1,2132515450755343872
ROTSE1 J191616.27+475825.4,2130945412573586176
ROTSE1 J191511.50+480511.6,2130961600307458432
TYC 3551-966-1,2133056616634016896
HD 181596,2133045380999412608
HD 182691,2130137481982212096
AG+49 1511,2132784448846990208
HD 180756,2132721025070364032
BD+49  2985,2130015814148946560
IRAS 19101+4949,2132801010241746432
IRAS 19172+4952,2133035485394660096
IRAS 19220+4930,2129955650246808960
HD 234839,2133362280866224768
UCAC4 701-065533,2132854753171898368
TYC 3550-74-1,2132762600353017088
TYC 3550-582-1,2132666324366318848
TYC 3550-1248-1,2132618014573873536
TYC 3550-1601-1,2132674124026934144
TYC 3550-1640-1,2132688829994867200
TYC 3550-1812-1,2132782082324775296
TYC 3551-311-1,2129595246651123584
TYC 3551-1974-1,2132630349720102528
TYC 3554-261-1,2133229652276213120
TYC 3554-385-1,2132984766121731584
2MASS J19165359+5046415,2133141244670136064
TYC 3555-522-1,2133086543966514432
TYC 3555-633-1,2130198195640362496
ROTSE1 J191840.92+513824.2,2133278301367130112
ROTSE1 J191845.28+495653.7,2133035141798717696
V* V1946 Cyg,2129629816848576768
V* V2469 Cyg,2132785243420935680
HD 181597,2132637359106746880
HD 181932,2139287617747687680
TYC 3554-1097-1,2139492607946187648
TYC 3555-1751-1,2139351526861835136
TYC 3555-1777-1,2136381299278331776
TYC 3555-1889-1,2136370613399833088
TYC 3555-1960-1,2136246987061591168
TYC 3921-623-1,2139332216688603904
ROTSE1 J192633.96+522908.9,2136384666532706304
V* V1351 Cyg,2138772702709216128
HD 187317,2235401770287087104
HD 189127,2235536563541323520
HD 186815,2235207672124492288
TYC 3943-527-1,2235346141870210432
HD 189063,2237608279667302656
HD 189084,2237509632859325440
HD 190913,2236549488627540224
*  66 Dra,2237963804179250176
HD 194298,2244521493386077952
HD 194299,2243727100534928896
Cl* NGC 7023   SCKM      16,2246850022792905600
Cl* NGC 7023   SCKM      19,2246951452740497408
Cl* NGC 7023   SCKM      20,2246959114962151424
Cl* NGC 7023   SCKM      40,2246886031798802048
HD 195553,2246278654704599424
Cl* NGC 7023   SCKM      45,2246938018083572352
* bet Cep,2272185759996420992
*  78 Dra,2272956105327778816
*  11 Cep,2272649822619848064
HD 211300,2278965039453700224
* pi. Cep A,2232894437098037888
BD+74   974,2279533143367169280
HD 222387,2229060783650256512
*  23 Cas,539042726640996352
HD  16440,517627057630708352
V* SU Cas,541716257882226560
V* RX Cas,540585204017291136
HD  21971,487708281088622080
HD  25090,474840455990892160
HD  25443,476260509618250496
IRAS 04034+6004,473610858394618752
HD  24480,474610073947130368
TYC 3730-1326-1,470377950611643136
HD  26553,469173160748705280
HD  26755,469395399534137728
HD  27855,278487333042528128
HD  27224,276891254477771008
TYC 3726-766-1,468970747528220416
TYC 3726-1086-1,470117435076315264
TYC 3726-1121-1,469322694328743424
TYC 3726-1574-1,469280088252671104
TYC 3726-1578-1,470083006617891200
HD 232948,275432095165002880
*   3 Cam,272818079284597760
HD  29721,259362255991701504
HD  30557,256031422949890432
HD  30570,254585835738469632
HD  31705,205847375794975744
HD  31533,205389841520390400
2MASS J04564179+4432084,206191007540145152
BD+45  2800,2107205380278232320
BD+45  2805,2107228023345940608
IRAS 18520+4604,2107423324097892096
TYC 3130-2373-1,2105413481264191744
TYC 3131-254-1,2105357474890654592
TYC 3131-332-1,2105342876300929280
TYC 3131-955-1,2106692217586237696
TYC 3131-1523-1,2106778937265764352
TYC 3131-1639-1,2106722076198209408
2MASS J18531960+4419203,2106654868550493312
TYC 3540-110-1,2106946239131039744
TYC 3540-209-1,2106927959751244544
TYC 3540-424-1,2106948300715375232
TYC 3540-428-1,2107546366320549888
TYC 3540-606-1,2107080104671911424
TYC 3540-1217-1,2107543926779090432
TYC 3540-1263-1,2107547186657520512
TYC 3540-1352-1,2106976097744095872
TYC 3540-1631-1,2107437926986980352
TYC 3540-1959-1,2107477268887310080
TYC 3540-3109-1,2107051311211809024
TYC 3541-397-1,2107311345711320704
TYC 3541-540-1,2107281830696963456
TYC 3541-648-1,2107220769143046912
TYC 3541-1093-1,2107279288075312512
TYC 3541-2707-1,2107183939801719168
ROTSE1 J184943.07+442916.6,2105404964347442560
IRAS 18520+4522,2106996747946240256
IRAS 18491+4458,2106923355545568768
GPM 281.551163+45.075926,2117458326206660224
GPM 281.643417+45.182682,2117460044193627648
TYC 3540-165-1,2117448018284890752
TYC 3540-2803-1,2118953387141992960
GPM 282.032217+45.481154,2118979328744650880
GPM 282.063404+45.766171,2118990976696034432
2MASS J18482258+4556146,2119086423752736896
2MASS J18482338+4506110,2106936098709777792
GPM 282.264508+45.629157,2106977609570983808
LAMOST J184953.52+453155.0,2106974448476600448
GPM 282.581175+45.553715,2106963041043482752
HD 175611,2131695902274229504
HD 175824,2131831520161558272
BD+48  2794,2131824094159575808
BD+48  2800,2131798534810060288
BD+48  2815,2131978270604569984
BD+47  2721,2131612717347410176
HD 176842,2131352167451923584
IRAS 19008+4854,2131997271539929472
TYC 3544-1121-1,2131728234788187008
TYC 3544-1763-1,2107671538848062976
TYC 3544-2136-1,2107647624469990528
TYC 3544-2633-1,2107597459252129792
TYC 3545-69-1,2131964011313052288
TYC 3545-461-1,2131590654097173376
TYC 3545-965-1,2131536198211435904
TYC 3545-1597-1,2131657144489228032
TYC 3545-2139-1,2131531662725696640
TYC 3545-2152-1,2131401538097565824
TYC 3545-2342-1,2131424559122228992
TYC 3545-2427-1,2107381439577799296
TYC 3548-2042-1,2132263967530196736
TYC 3548-2301-1,2131884537238121216
TYC 3549-317-1,2131796541947825152
2MASS J19003213+4915327,2132016409914939904
TYC 3549-1744-1,2132227687945037568
TYC 3549-2190-1,2132178072482504448
2MASS J19000374+4859004,2131983527644459008
TYC 3549-2465-1,2132209442923718016
ROTSE1 J190056.76+465406.2,2131348456600881920
HD 177483,2134442516679430528
HD 176707,2133883930413183744
HD 234819,2133010437145633536
