SPT_ID,RA,DEC,XI,THETA_CORE,Y0,Y0_UERR,Y0_LERR,PS_FLAG,REDSHIFT,REDSHIFT_UNC,REDSHIFT_SOURCE,SPECZ,SPECZ_REF,M500C,M500C_UERR,M500C_LERR,LAMBDA,LAMBDA_UNC,FCONT,MCMF_MASK1,MCMF_MASK2,LOS,LAMBDA2,REDSHIFT2,REDSHIFT2_UNC,FCONT2,STRONG_LENS,STRONG_LENS_REF,DUSTY_FLAG
SPT-CL J2327-5322,351.99715226009437,-53.37977013825627,4.778728578898169,0.25,1.2143997701508338E-5,4.688919802424718E-6,4.027583913834452E-6,0,0.622222,0.020576186285812932,MCMF,0.0,,1.5471801539795538,0.31400174143252113,0.2861533108252612,33.50220430777633,7.238352890310949,0.01,0.008830022075055188,0.009376723662437948,0,,,,,0.0,,0.0
SPT-CL J0219.2-4214.2,34.804872070293335,-42.23771381664577,4.778508910950779,1.25,1.6250736703623058E-5,4.007741116662313E-6,4.216820051008727E-6,0,0.41876,0.013016663261591191,MCMF,0.0,,1.6640169901481818,0.3368825829843005,0.30321454204966924,47.6499686118677,7.728096474857255,0.01,0.0,0.004441976679622432,0,,,,,0.0,,0.0
SPT-CL J2238.2-5656.2,339.5534661611496,-56.93754754941468,4.777491802354389,0.5,1.1460402699881632E-5,4.230570922769457E-6,4.268348264362502E-6,0,1.06289,0.08522030033471623,MCMF,0.0,,1.2967312787927534,0.28471909583449095,0.24379548096974357,34.4215036363497,8.79183520781529,0.04,0.0,0.028145695364238412,0,,,,,0.0,,0.0
SPT-CL J2331.3-4254.8,352.83997339228637,-42.914567233716944,4.777297619518016,0.125,1.1840539016998562E-5,4.6262567289353E-6,5.0465117808062964E-6,2,,,,0.0,,,,,,,,0.0,0.004972375690607734,0,,,,,0.0,,0.0
SPT-CL J2102.6-6344.6,315.65050617236943,-63.74382557061314,4.776548882763074,0.25,1.8514259735800084E-5,4.578057585029961E-6,6.52012321898817E-6,0,1.124802,0.12949450476502344,MCMF,0.0,,1.2746195646923233,0.27686709266807674,0.24284029418610187,27.621759377667267,10.02364289480462,0.09,0.030837004405286344,0.007713498622589532,1,15.104011561340261,0.556812,0.020283303428238236,0.15088388323783875,0.0,,0.0
SPT-CL J0313.0-5303.5,48.269553534495685,-53.0592337302335,4.776383440775164,0.75,1.2517718534275642E-5,3.96061153664495E-6,3.960611536644948E-6,0,0.669867,0.030950144207490704,MCMF,0.0,,1.5143077853727196,0.30914757885565547,0.277529945718312,22.462163737476352,6.501645730810926,0.08,0.0,0.0,0,,,,,0.0,,0.0
SPT-CL J2206.7-4340.3,331.69387923363314,-43.672477557199045,4.776097303604599,0.125,1.9371878960832545E-5,4.6245645545147586E-6,6.772653012840339E-6,0,,,,0.0,,,,,,,,0.0,0.005549389567147614,0,,,,,0.0,,0.0
SPT-CL J0207.1-5606.7,31.78071892444603,-56.11299603299768,4.775811795674128,1.0,1.4296028851722721E-5,4.582041048272713E-6,6.370257803216702E-6,0,1.142502,0.11361874253708362,MCMF,0.0,,1.2592896070705266,0.27308793818845256,0.24681959783625396,38.32576877971513,10.698882816830315,0.04,0.0,0.005515719801434087,1,53.0384664011181,0.33725,0.009957721614357732,0.005618548020720482,0.0,,0.0
SPT-CL J2341.0-5722.3,355.25471374154176,-57.37260896748257,4.775664034701565,0.75,1.803036318952297E-5,4.1344468036310686E-6,4.198870964014753E-6,0,0.435215,0.015246048725377007,MCMF,0.0,,1.6477029105969636,0.33887097315900827,0.30948824869801617,25.265087771591034,6.7800120127060595,0.09,0.05506607929515418,0.022601984564498346,0,,,,,0.0,,0.0
SPT-CL J2359.2-6451.1,359.803914730058,-64.85321397098247,4.775466508204208,0.75,1.4922014028983382E-5,4.078013511704563E-6,4.101179794914556E-6,0,0.891322,0.05827583933342873,MCMF,0.0,,1.3965652800405235,0.29025020954441816,0.2574104551148555,39.217890983066525,8.9398574283615,0.02,0.0,0.01818181818181818,0,,,,,0.0,,0.0
SPT-CL J2057.6-6721.1,314.41139574646155,-67.35317382634729,4.775300633329492,1.5,1.9884284301255984E-5,4.849864348310967E-6,5.61359584785967E-6,0,0.32504,0.01018660142195853,MCMF,0.0,,1.7161842421888758,0.35355850669504596,0.3140231756040581,47.33554586350676,6.662487186671346,0.01,0.0,0.0,0,,,,,0.0,,0.0
SPT-CL J0258.0-5143.3,44.52247180947687,-51.72268388049358,4.774813744293596,1.0,1.774416747290559E-5,4.296355079635356E-6,4.320824751088004E-6,0,0.70365,0.027311288679696434,MCMF,0.0,,1.4882563300770724,0.31223763226156565,0.2761087614666402,50.00251082644116,8.265855414546674,0.0,0.0,0.0,0,,,,,0.0,,0.0
SPT-CL J2234.9-5146.5,338.735974329282,-51.775512215610746,4.7744919470543055,0.75,1.5119340325569103E-5,3.988275315197055E-6,3.988275315197055E-6,0,1.1375000476837158,0.06412500143051147,MCMF,0.0,,1.2622233523128528,0.2727363416233757,0.24690491219164823,27.968223663561822,6.335306059000238,0.18,0.017738359201773836,0.004969630038652678,0,,,,,0.0,,0.0
SPT-CL J0023.1-6912.1,5.7847568102026266,-69.2026903939984,4.774066553337368,1.0,1.4644613918843466E-5,4.112929068191812E-6,4.112929068191812E-6,2,0.22744,0.006356785932492021,MCMF,0.0,,1.7838019322561438,0.32731016404557156,0.3297696968717101,56.5371881310842,8.055619060307647,0.01,0.035794183445190156,0.06260387811634349,0,,,,,0.0,,0.0
SPT-CL J2105.7-4434.2,316.44412318914397,-44.57083574059007,4.774031990891176,2.25,1.5470826798106646E-5,4.109038436070523E-6,4.109038436070523E-6,0,0.339005,0.009138022178355326,MCMF,0.0,,1.7040403532238593,0.346818725879644,0.3127359423884919,84.8988951854673,9.238237878230157,0.0,0.006593406593406593,0.044652701212789414,0,,,,,0.0,,0.0
SPT-CL J0109.6-6448.7,17.415872155360955,-64.81203389861749,4.773848969453788,2.75,2.2067203707259086E-5,4.300873929075882E-6,4.3008739290758784E-6,2,0.21738,0.006061883154471075,MCMF,0.0,,1.7842302503509773,0.35883033366760264,0.3234583554007733,106.23499241218983,9.765019741245155,0.0,0.0,0.01379690949227373,0,,,,,0.0,,0.0
SPT-CL J0033.7-5003.3,8.433636569428051,-50.056120359574415,4.772551026355694,2.0,1.7048935503936463E-5,4.1059686192692065E-6,4.105968619269205E-6,2,0.144083,0.0046469501890932675,MCMF,0.0,,1.8264649328970755,0.35752233399749067,0.326226115667396,88.34042851809646,9.73029649454668,0.0,0.02197802197802198,0.012679162072767364,0,,,,,0.0,,0.0
SPT-CL J2335-6135,353.77734888981763,-61.57504748800909,4.771637312164317,1.25,1.3482862790872557E-5,3.999702064978842E-6,3.999702064978844E-6,0,0.34492,0.009907333153560585,MCMF,0.0,,1.705356192103904,0.34878620016484385,0.3107992655217777,54.43212169260414,7.693017810154975,0.0,0.0,0.018753447324875896,0,,,,,0.0,,0.0
SPT-CL J2108.0-5504.0,317.01772475311736,-55.066699263577945,4.77155067040215,0.125,1.6305575418435994E-5,4.6155331273000975E-6,5.966270196989003E-6,2,1.3574999570846558,0.07072499394416809,MCMF,0.0,,1.1714513552796153,0.25658795522402356,0.22690811787993392,37.00336868512149,7.935698245636508,0.11,0.041758241758241756,0.03360881542699724,0,,,,,0.0,,0.0
SPT-CL J2238.8-4512.9,339.70388193751097,-45.21615200767513,4.77092767701211,0.75,1.6644848670471547E-5,6.569351174213272E-6,5.52035771503966E-6,0,,,,0.0,,,,,,,,0.02914798206278027,0.03488372093023256,0,,,,,0.0,,0.0
SPT-CL J0248.7-4128.2,42.188441798723325,-41.47017241611715,4.770398780144987,0.125,2.1678541562920256E-5,6.374795672051771E-6,4.326200462505498E-6,0,0.48217,0.012841375750118221,MCMF,0.0,,1.6231956781490327,0.32892548221956464,0.2979097113968314,43.274789500735935,7.289060915382733,0.01,0.0,0.004988913525498891,0,,,,,0.0,,0.0
SPT-CL J0027.8-4336.8,6.970842040047411,-43.614055375099404,4.770019756853758,0.125,1.307983753999529E-5,4.5030393464562815E-6,5.327428560209569E-6,0,0.90603,0.047475608568948204,MCMF,0.0,,1.374882149920033,0.2881474960146524,0.26370939408032834,57.01008762435304,9.155521685780188,0.0,0.0,0.0,0,,,,,0.0,,0.0
SPT-CL J2335-5151,353.93411369759434,-51.86662913639508,4.769568504763529,0.75,1.838243372377542E-5,4.243412780926122E-6,5.990193237868468E-6,0,0.567015,0.012158917026834725,MCMF,0.0,,1.5707308892719518,0.31605132168408434,0.2973932672487276,81.64940617816704,10.178422862274758,0.0,0.0,0.0,0,,,,,1.0,Bleem+26 (This work),0.0
SPT-CL J2217.2-5421.4,334.3238463322475,-54.35831546304619,4.769009420505737,0.5,1.8575738775194233E-5,4.603874704099255E-6,7.1883345612264125E-6,0,1.2599999904632568,0.06780000030994415,MCMF,0.0,,1.2073393377583745,0.2667569558348146,0.23338572959543702,36.25813963695316,7.608196432198832,0.11,0.432967032967033,0.4157488986784141,0,,,,,0.0,,0.0
SPT-CL J2043.0-4540.1,310.7519160411123,-45.668806227076594,4.768615253394944,1.5,2.0134168250613766E-5,4.624564554515385E-6,7.3625644716448445E-6,0,,,,0.0,,,,,,,,0.022026431718061675,0.06277533039647577,0,,,,,0.0,,0.0
SPT-CL J2134.3-6605.1,323.59232695502334,-66.08520346567107,4.768022267758464,0.75,1.48570757699844E-5,6.261303718506521E-6,4.368719296539934E-6,0,,,,0.0,,,,,,,,0.07982261640798226,0.030353200883002206,0,,,,,0.0,,0.0
SPT-CL J2054.6-4800.2,313.6691121762909,-48.00482760219418,4.767660836080191,1.25,1.276701944355874E-5,4.119893327949346E-6,4.137842998362186E-6,0,0.37242,0.011244116447509694,MCMF,0.0,,1.6888017998576226,0.3486250482401818,0.3074601158018575,66.17953366869081,8.130345076247055,0.0,0.011037527593818985,0.029801324503311258,0,,,,,0.0,,0.0
SPT-CL J2147.3-4319.5,326.8385596092105,-43.325305193370156,4.767280360669638,0.75,1.5546135998486717E-5,4.203978035119398E-6,4.666623834192612E-6,0,0.534615,0.012857653310635412,MCMF,0.0,,1.5916198071862975,0.3183201935304403,0.2949547818029914,43.051238072115844,7.1756720766469995,0.01,0.0,0.019867549668874173,0,,,,,0.0,,0.0
SPT-CL J2105.7-5304.3,316.42822233310864,-53.07285676877191,4.766914583449651,0.125,1.6608962436013834E-5,4.624564554518065E-6,5.796037119109251E-6,0,,,,0.0,,,,,,,,0.0,0.013296398891966758,0,,,,,0.0,,0.0
SPT-CL J2050.9-6431.8,312.72996229123834,-64.53030111831524,4.766608100335361,1.25,1.2363669640096717E-5,5.452391335293673E-6,4.16373164145789E-6,0,0.524787,0.013039954455190031,MCMF,0.0,,1.587577607110893,0.33960154167936296,0.28756788453260684,38.214308147165134,7.777593621548222,0.02,0.09649122807017543,0.040176114474408366,0,,,,,0.0,,0.0
