source_id,ra,dec,bp_rp,pmra,pmdec,parallax,phot_g_mean_mag,teff_gspphot,mh_gspphot,logg_gspphot,M,ra_wrapped
802595698180709504,152.53894426512935,38.84852843458782,0.65924644,-6.085859227173523,-12.1752694697182,0.19181581558095845,17.829664,6252.9834,-1.5516,4.5951,4.24408629395591,252.53894426512935
802756536116904192,153.12375275687288,39.9329458194535,0.6354885,-6.104974936730788,-12.146808660280518,0.06861085677796505,18.606428,6258.9316,-1.0118,4.6196,2.788392359421932,253.12375275687288
802903213538972416,150.39972751955935,38.45000050434269,0.59293747,-5.728072556117596,-12.20286340157367,0.2218792533681155,18.124294,6458.516,-1.2213,4.5898,4.854877759967264,250.39972751955935
802964446892109184,151.446468366811,38.76341084810849,0.9005718,-6.00315219893079,-12.205630752613128,0.0008664565964432817,16.793985,5427.8843,-2.5419,4.3714,-8.51728057113905,251.446468366811
802968295182808960,151.31078873691985,38.80182425425809,0.65096664,-5.9877313674897845,-12.12327458077419,0.09775405872108575,17.780003,6168.8813,-1.4485,4.4774,2.730676585130473,251.31078873691985
803041996821531648,151.2503815369323,39.24381975827347,0.61460114,-5.746199817053195,-12.09655932608396,0.11397827305170186,17.910786,6318.797,-2.317,4.5925,3.194896037299202,251.2503815369323
803339345997611264,152.09257500812225,38.97500151583024,0.66588783,-5.907544887614987,-11.973359498179452,0.40131969455361927,18.962664,6264.92,-1.0384,4.6232,6.980116015666866,252.09257500812225
803361336230087936,151.83343096740606,39.2699342210537,0.65120506,-5.690234155567461,-12.212692015033408,0.04701810465527274,17.740269,6271.6304,-1.5536,4.5534,1.1015942988564387,251.83343096740606
803478571657356416,152.5831133669524,39.75447532107025,0.8644619,-6.074932684260997,-12.296212167134547,0.020195898338758053,16.945251,5442.953,-2.5926,4.3838,-1.5284326556756476,252.5831133669524
803480079186319616,152.7919575369356,39.74827139390677,0.62716866,-5.866622471339161,-12.212888658157627,0.09910374479332741,18.103388,6370.587,-1.9739,4.5888,3.0838381591724477,252.7919575369356
803505264874749824,152.5649516569594,40.18295243155874,0.64086914,-5.925988128615198,-12.071463168903959,0.14444804924175914,18.355537,6250.3784,-2.1609,4.6812,4.154095820105365,252.5649516569594
803526194254628480,152.84828621760983,40.2321716736915,0.6035366,-5.892734024473502,-12.0303785946928,0.145184979292562,18.614544,6365.769,-1.4232,4.6337,4.424152349652623,252.84828621760983
804405318221175424,154.24286549795835,40.97891982407404,0.71645355,-6.070804483957146,-11.764240969586936,0.31053337592717173,18.9918,5927.4404,-3.05,4.7271,6.452341731789176,254.24286549795835
805081792750251264,153.65882351175932,41.15148989020141,0.7418175,-5.660508868079569,-12.076820460671982,0.3646960276929225,17.285954,5938.1724,-1.167,4.6784,5.095608686522821,253.65882351175932
805160343411676288,153.92832248263264,41.08692053432822,0.64317703,-6.181060965844909,-12.105383473164373,0.11865084458325585,18.22637,6292.4536,-2.9498,4.6111,3.5977240276362927,253.92832248263264
805292521025901952,154.1140953083128,42.3169709222893,0.6395683,-5.934746807884784,-12.171631841089965,0.05730014600456423,18.733665,6329.57,-1.7964,4.599,2.5244441092080034,254.1140953083128
805361927697166976,152.9684441311836,41.89416134840308,0.75925636,-6.000985967068313,-11.971369108430578,0.22572517642408993,17.544413,5905.9507,-2.4484,4.6998,4.312312618588935,252.9684441311836
805386361769061888,152.50140615780188,41.90799596164343,0.5892525,-5.9609345589069145,-11.947182038827574,0.3342054431333324,18.19111,6471.25,-1.6845,4.5857,5.811178205348419,252.50140615780188
805488886930945792,154.2219925224206,42.67408279331057,0.6228905,-6.091525126121439,-12.080543948998299,0.07453546169763499,17.917437,6378.415,-3.193,4.5684,2.2792513296071846,254.2219925224206
805513969539318656,153.2832922838302,42.4134970991118,0.6452465,-5.9900670453464855,-12.158876339584308,0.12838584082475418,18.46758,6373.3467,-1.1362,4.4925,4.010166443907336,253.2832922838302
805549261288526080,153.76960675669793,42.816378312282836,0.5770855,-6.02923659184466,-11.828573298298961,0.08079940060867297,18.325766,6464.117,-1.684,4.5884,2.86280630511715,253.76960675669793
808664418247435520,152.97796478216398,43.71472443069443,0.64118195,-5.998793789618995,-11.899102797362168,0.135119006242787,18.740591,6287.474,-2.8924,4.6623,4.394173261580551,252.97796478216398
828927352404703872,158.86635217785243,43.68015343144252,0.66025925,-6.0163859007503095,-12.235885352612566,0.23393935002670374,17.378044,6191.525,-1.5878,4.5101,4.223560523100769,258.86635217785243
