source_id,ra,dec,bp_rp,pmra,pmdec,parallax,phot_g_mean_mag,teff_gspphot,mh_gspphot,logg_gspphot
1759358414218986240,319.2157807638391,14.39794228609304,0.9957714,11.449605158448879,-0.46241462682998385,-0.07452085022063028,19.4699,,,
1760025577259692288,316.65814092967787,14.69210283176178,0.96212006,8.023612539080544,1.6284399736101491,-0.41223992266071485,19.742998,,,
1760173152335264896,315.64894023544355,14.589059815523253,0.7802887,8.438788474882786,3.378577536494719,0.30198387528061743,17.920519,5719.9336,-1.8492,4.6851
1760178959129648512,315.8286028781697,14.723447482239571,1.1154346,8.135030742822323,0.526673731676842,0.11701651355909247,19.687223,,,
1760217167158470400,316.50586032682565,14.755640179993197,0.8781376,7.88360248233122,1.5427783184534536,0.5395999127239823,19.929955,,,
1772948794549267584,328.0226102587298,16.895986942000455,0.7667675,22.59406706408345,-3.26919085781749,0.3496226756372958,17.401423,5787.2744,-1.6559,4.6951
1773243768608629376,327.1839904921721,17.61354408519841,1.1130829,21.838560687050716,-1.9127793964210347,0.11403623739032498,19.52982,,,
1773607225920860160,324.144164024771,16.85330612621483,0.7670479,18.96126517501235,-1.6634992709932783,0.04562784796146305,17.539822,5889.6875,-2.9232,4.7238
1773870631969824768,326.328387548646,17.33504617588457,0.9721489,20.931654228563207,-1.3788760514246428,0.05447942633927376,18.66432,5270.4883,-3.1794,4.7774
1773879737299646336,326.09946727583986,17.315086099238123,0.9622879,21.368594649554225,-0.8090350526053911,0.26245972691330743,18.517056,5096.7715,-1.6783,4.7861
1773902174209904640,326.92958556478635,17.572728202812836,0.85873985,21.38701804637906,-2.1142616852225267,0.4469954057216909,17.828947,5381.7544,-2.9539,4.7473
1774052940446380544,327.1915159100561,18.24155090950943,1.2703781,20.91348175637915,-1.175360258617359,0.2114107727464893,19.661163,,,
1774357543822344192,326.1060523995323,18.75659250765614,0.7503166,19.357460005021487,-0.026637781219825376,0.2686650286679612,16.728579,6345.6196,-1.4765,4.4616
1776413527487041920,331.0537655595164,17.969855828863736,0.71551514,24.498336983397692,-3.4233770094887546,0.2752725121004568,17.241856,6024.246,-2.4983,4.61
1776504542138340224,331.2996860893131,18.478639625060456,0.710104,25.589407985561152,-3.185147983730235,0.3359832488478784,17.132763,5945.1885,-1.9194,4.667
1776634353230640128,331.53631406426643,19.09545576855201,0.71002007,22.836337834137804,-1.0047021209730984,0.4519422376715109,17.369972,6029.3345,-1.2951,4.4915
1777369823430697344,335.988990508673,19.293669536330473,0.8205967,27.341932299102528,-3.826258795553664,0.4398870080053148,18.163652,5554.612,-3.1687,4.7258
1777411059411086720,337.1303973180302,19.292405451868813,0.9037914,29.831879678967226,-3.377975082129174,0.3448026472640655,18.20827,5274.868,-1.9331,4.7832
1777606665106399232,334.9273100311778,19.51832708279575,0.9821453,27.450124586705144,-2.315382494759445,0.26269123785629844,18.916494,4990.8716,-1.9375,4.8238
1778065956024636928,333.7079201100116,19.802412755309582,1.1198425,25.419500507934938,-2.4058361430164164,0.6536767143975849,19.780766,,,
1778295543501585152,332.92691483057894,19.993068187713362,1.1296501,22.965220867530597,-0.9744322804203364,-0.18540223575860926,19.742882,,,
1778716278497780352,333.5125880110687,20.567191368955456,1.2176495,23.48432149586072,-1.54847870692874,1.1694590702452743,19.494093,,,
1779566682022265472,330.38548691644274,18.826157431662626,0.8894062,20.862741876937477,-1.3519756215234597,0.2969931935160264,18.824715,5294.634,-2.9588,4.7909
1779651653654500096,330.9722190829502,19.264633219692826,0.787838,22.60823261629061,-1.2733028436113423,0.50619788237958,18.489561,5487.875,-1.9941,4.7467
1779909660930825728,330.5621285677502,19.612017163830203,1.10882,21.509912139180816,-0.8878034969395783,0.049600404865711434,19.507462,,,
1780063077162058112,327.7380733166956,18.583871120959213,1.0011578,21.903424633896506,-1.0279232621186116,-0.08869559474426836,18.670004,5141.0513,-1.6837,4.744
1781173691279753856,331.8850255243625,19.49455563934567,1.022541,23.159844289765363,-2.45969053829966,0.1942724309014371,19.735243,,,
1783461117847585920,320.95917111955487,14.840713571774012,0.92943573,10.983742897499532,-0.205137052899079,-0.40376507809238693,19.819056,,,
1783901369175666048,320.82543745359095,16.271446169615405,1.2357578,12.303355563495415,2.6685315537192418,-0.010133032583922043,19.553541,,,
1784297433879332736,321.27565426620987,16.70869721538968,0.8861351,18.192711840148366,-0.9904781540471412,0.2550005519594272,18.315264,5410.1064,-1.6797,4.7334
1784462021322304256,322.5788250310715,17.644449921235022,1.0992012,19.137394253451454,-0.4704094056647687,-0.22047652669359752,19.52733,,,
1784646597540424832,318.7591201064057,16.4022246993595,1.0711384,14.838846382598948,-0.37057157623985787,0.22400178915810687,19.087454,,,
1785176325923460480,320.995449699559,17.640756939715708,1.0055981,18.509224300906062,0.27818473346984307,0.7722692676741356,19.811472,,,
1785389661243238144,321.4068254636707,18.66347446763291,0.81155396,18.132051473666607,0.3090398831710312,0.306737566242698,18.318975,5547.31,-2.1106,4.7555
1786628364171323264,324.112726210267,19.528957052805588,0.9073696,21.299169800432182,-0.12183332413418513,0.42543920855861406,17.957056,5338.8447,-1.7456,4.7374
1873809122174140160,336.8396203874048,20.617335017274613,1.2867508,27.05499532427259,-2.403929744723969,0.9299771603905709,19.929462,,,
1873894884080470272,336.9305157195916,21.016536032364932,0.717329,28.323803828796557,-1.8598271522288634,0.22650682584190507,17.668636,5956.5376,-3.7289,4.6373
1874185567466869376,338.7166942898583,21.671470816788126,1.2536736,28.62699333488188,-3.9108974101665144,-0.698667079045229,19.762156,,,
1874705430308622976,336.08109800192335,21.37427231065852,1.2216911,26.41739478884712,-2.023053577904049,-0.2457773164526514,19.479631,,,
2834242355920638080,337.86390199369504,19.220570359314173,1.1222591,28.765271188315392,-4.182515265789211,1.0031353804161616,18.940413,4773.7505,-2.9161,4.9035
2834797368775117312,339.932814053249,20.82605810379289,1.3077984,28.652666520009888,-3.8955934311303584,0.2911920726163445,19.952677,,,
