source_id,ra,dec,bp_rp,pmra,pmdec,parallax,phot_g_mean_mag,teff_gspphot,mh_gspphot,logg_gspphot,M,ra_wrapped
582446459246191232,129.81445144497968,4.697130336012922,0.6177616,-2.5204283547968878,-11.006883471920714,0.27979149726027375,18.832907,6293.794,-2.8231,4.6805,6.0670792847190675,229.81445144497968
582480028709963904,130.2182393313286,4.904060797026815,0.707819,-2.0870306665510183,-10.241590351216434,0.3340594322104794,17.354687,5951.7524,-1.8236,4.6149,4.973805430173899,230.2182393313286
582481196941091840,130.15551610166094,4.949871189004311,0.75572586,-2.406016512142579,-11.149841697654772,0.1097296634772284,17.83473,5874.8555,-2.9883,4.7241,3.036350384776691,230.15551610166094
594587610237504128,129.35910142548198,5.569006676739652,0.7198601,-2.151468071956329,-10.898043547539395,0.2440033725805288,18.164648,5998.9824,-1.6585,4.703,5.101627201719637,229.35910142548198
594652996819330304,130.40202151175092,5.781695864741093,0.6785145,-2.811074985595397,-11.179104861462879,0.22492535422795312,18.649458,6089.9883,-4.0459,4.7131,5.409649997061825,230.40202151175092
594672650589957888,130.36005066597667,6.002433372057776,0.7844353,-1.7844821847323402,-10.389970736176428,0.3020418289096135,17.186176,5671.3154,-0.9836,4.7011,4.5865117566671625,230.36005066597667
594906125011410816,129.3751899773787,6.272335937933429,0.68377876,-1.982343019398182,-11.474407903674427,0.166206308780046,18.31204,6106.0273,-1.7088,4.6571,4.415277851501589,229.3751899773787
594926912653231104,129.50188912747322,6.441971932207882,0.6263733,-2.1482519553650796,-11.462826752672585,0.500939508296913,18.945478,6095.089,-2.2392,4.7084,7.444404865084472,229.50188912747322
595116887646823040,130.46389583193064,6.541458948049452,0.6331043,-2.6939496439735096,-11.050440757149255,0.04259737673743372,18.433651,6303.4966,-2.2024,4.6073,1.5805652449002743,230.46389583193064
595352943344900864,130.05093032829973,7.081341431843392,0.9581909,-2.3825948892712585,-11.348679849261483,0.10599783501349279,16.0375,5732.4194,-1.5848,4.186,1.1639853563173723,230.05093032829973
595551920589644800,130.2586516964848,7.781505178925501,0.7491112,-2.392773278316139,-11.712225539087054,0.10180296402738458,18.315598,5912.2114,-3.023,4.6733,3.3543996482500695,230.2586516964848
597013854442616704,131.4260286284675,7.949835628083806,0.9563694,-2.1338912456840977,-11.202961184661108,0.3454793881584488,17.869165,5183.069,-2.1111,4.7745,5.561276129501898,231.4260286284675
597938891614159488,130.58365287338236,9.009242054832345,0.7918949,-2.220166075543447,-11.874610454556356,0.07211958047850218,17.794485,5675.087,-2.1359,4.7048,2.084751050939488,230.58365287338236
598105222812160768,131.40697348825844,9.770381100221353,0.6583195,-2.5809153196391104,-11.87718979005986,0.3280914882568451,18.284061,6077.671,-2.2298,4.7042,5.864036249602355,231.40697348825844
598424527860929408,132.1733792190181,9.873869305845414,0.75744057,-2.635063134600654,-11.554964196362992,0.29769140325160354,17.8511,5877.559,-2.2088,4.6545,5.219932387872564,232.1733792190181
608670365619162496,133.7738770638784,14.236884489402076,0.98456097,-2.6946161530948447,-12.171180810273551,0.09709475229964266,16.0575,5688.5713,-1.5836,4.1804,0.993479629921989,233.7738770638784
610478748714095872,135.40600381521898,15.864757444192009,0.8541508,-2.741441440854466,-12.12750053673376,0.05436491966394233,17.77793,5485.959,-0.7935,4.6603,1.454523059046572,235.40600381521898
