source_id,ra,dec,bp_rp,pmra,pmdec,parallax,phot_g_mean_mag,teff_gspphot,mh_gspphot,logg_gspphot
612530746649073792,146.4747824457445,10.076672661482212,0.7470436,-0.47288241390118424,0.40465616135442517,-0.015977983039107392,18.478258,5788.9966,-1.1391,4.7061
612640422933705856,147.1111877750954,10.435575138844023,0.85707664,-0.6068819229031961,1.2212227885959774,-0.4906285558302488,19.602129,,,
3821145301315040128,145.69174284408066,-5.592334780663592,0.8226204,-1.0486841015765056,1.3798934956517805,0.3729223885028564,18.63565,5701.2207,-1.5582,4.7346
3824339829270147968,145.38598945829747,-4.852493280468368,0.7902851,-0.9361908622938638,0.3137384787725162,0.0992375140842765,18.52609,5654.3696,-1.6023,4.7369
3824632819054746112,144.35303202895227,-4.1844465417886045,0.8588371,0.09359653969780149,0.4556150801138674,0.3371386479531257,16.379955,5646.5586,-0.5936,4.538
3826174879817015552,145.2772999518609,-3.550803469436352,0.65607643,-0.6918090736488268,0.12738404363648098,-0.3817799182655748,19.632322,,,
3826214668393795968,145.37660728808316,-3.293111984431639,0.7685108,-0.6856644687263495,0.9218584582933901,-0.050474517129857316,19.21166,,,
3826730034405123072,146.64916389401063,-2.465763637697336,1.1696558,-0.8256622962019454,0.795695964189612,0.0420612657799595,15.6847,5100.931,0.0583,4.086
3827097924123811840,145.22784632815376,-2.6813564879400205,0.7318516,-0.1358168873291457,1.0765240769836988,0.5004848188924578,19.243866,,,
3827140216667088384,145.96100729820319,-2.2108036154091297,0.77503777,-0.6707839700833448,-0.2895730680797715,0.5302365110454748,18.10646,5671.6177,-2.5367,4.6989
3827155609829098368,145.3544165514727,-2.4342009714319626,0.92814827,-0.14195598584273397,1.4020431671343923,0.367889485153609,18.042707,5185.1577,-1.1053,4.7216
3827401178879183360,145.3271448091567,-1.8777887553250325,0.74508667,-0.866479171491956,1.1097137932975534,0.14227876593744543,18.401014,5773.451,-1.0571,4.701
3827404481709752960,145.28901389957787,-1.835860479071269,0.76649094,-0.6665847604980167,0.9485106639186193,0.02152237287172782,19.343163,,,
3827424990178004224,145.2233431125138,-1.5795526144334937,0.69345474,-1.0836038466964248,0.929170899669575,-0.0004770876685686043,18.915834,6010.6426,-1.6465,4.7092
3827615892884283264,146.33992364809265,-1.5171274936246755,0.94070816,-1.0542526991169237,1.3296270220888147,0.43649610285688595,18.042648,5199.4614,-1.0126,4.7269
3827630530132870272,146.2586513250458,-1.378305441970762,0.8052292,-0.8568570819232357,0.6192911147493073,0.2389563458421143,19.212269,,,
3827630671867140864,146.21892383572342,-1.3852485768493332,1.1749029,-0.589522921553913,1.1597233111594138,-0.010362466268985175,15.9698715,5158.5312,-0.0904,3.5849
3827797930778403200,145.359419187393,-1.5135645554342194,0.7454796,-0.9012356273758364,1.0235062974594782,0.48912993467655536,18.836245,5797.4595,-0.8441,4.6765
3827801950867814144,145.27719209721292,-1.4630506139240318,0.8013439,-0.1173903866620836,0.3689494185018437,0.4736905536336996,18.668648,5645.415,-0.7113,4.6707
3827820470766430720,145.88188496711746,-1.2837064931168993,0.76721764,-0.8084566702135452,0.33019347011084443,-0.32792855780774205,19.232786,,,
3827839780939407104,145.8960737124292,-1.1874063274301119,0.8284092,-0.7851856596669754,1.2662351942075851,-0.22686497735679348,18.833273,5638.0527,-1.2575,4.7229
3827887128659453952,145.57469158263305,-1.0671224813843232,0.7438297,-0.13538313521055562,1.25309293434925,0.25023265852358034,19.794905,,,
3827897264781752192,145.62652251532134,-0.9336015656018275,0.8174362,-0.7535608110208476,1.0746664836270456,0.14385471725140564,19.666237,,,
