source_id,ra,dec,bp_rp,pmra,pmdec,parallax,phot_g_mean_mag,teff_gspphot,mh_gspphot,logg_gspphot
4800546072714736768,79.99180423993806,-42.89269192359381,0.9825287,1.5460091759077719,-0.6838032205625169,0.20012107106163468,18.235498,5142.734,-1.8408,4.7848
4800719868567878784,79.24162139099346,-43.015009698147146,1.2047615,1.8706179557036118,-0.7293164821417097,0.049438494429264,15.108428,5440.468,-0.0119,3.2478
4800759446689075584,79.52613904064434,-42.521109730420825,0.90138626,2.041065618517547,-0.3834687956006918,-0.009333675788923156,18.392948,5317.4014,-1.6122,4.7332
4800811673491552512,79.29124055075599,-42.31262484665198,0.8123398,2.296640648964411,-0.31435158169640265,0.1412134101692096,18.733364,5761.281,-1.6666,4.7218
4800833766803477248,78.82178646088391,-41.99371232121598,0.84612846,1.4039059029164744,-0.4756929178771814,-0.5537878922842183,19.90339,,,
4806555350436513792,80.32301807264791,-42.72417356912606,0.9666519,1.3538797721487599,-0.7107678420814472,0.2667771541797693,18.057198,5270.1934,-0.5968,4.6879
4806555389092992000,80.33557521941874,-42.7116591063496,1.0743093,2.1624922782981093,-0.42634581332233434,0.0637802514585288,15.950294,5431.208,-0.6424,3.7043
4806569815886560512,80.09133271284969,-42.369713933194234,0.6774616,2.337293431433127,-0.3547047953839494,0.0849689532102169,18.84781,6114.2085,-2.5272,4.7047
4806837031571587072,78.99667471550833,-41.90392137867842,0.8437767,2.24598570791771,-0.28338754996745474,0.19161111380672455,18.429115,5462.326,-1.3484,4.7444
4812559268040087552,76.81693418842242,-42.8065163177524,0.9562416,0.950518279901718,-0.494701376949961,0.0019211745839560306,18.073612,5164.944,-2.3022,4.771
4812669734599220224,78.362761197893,-43.07410903418261,0.7131405,2.429019507142383,-0.07453713104353787,-0.07746471096895632,19.146545,,,
4812743985993655168,77.57524315571608,-42.60799978780401,0.72999954,2.539599857218031,-0.1385836532174734,0.24361516896290122,18.988592,5837.4854,-1.338,4.7039
4812751205835218176,77.39320925204231,-42.54528305587593,1.0319519,2.0913322084562194,-0.4435793455810612,0.03566276152593971,17.260065,4963.191,-1.5585,4.3529
4812817863727715072,78.18925786195874,-42.34244665336889,1.0677462,2.2311015752097547,-0.20730763731565777,0.1879521262112026,16.362951,5591.5215,-0.1836,4.0408
4812872457055528832,77.96905587656438,-42.0992270754305,1.0048027,1.3950618981721592,-0.7429347139084421,-0.1231067753119508,17.861147,5089.79,-1.077,4.7096
4814059555952973952,76.6736266179686,-39.702973482012005,0.7341137,2.249776881768892,-0.8007234301584314,-0.15172212279937858,19.989145,,,
4818880880080814464,78.90509747104595,-41.22172212542735,1.0657902,2.1610846672254564,-0.5652369126246555,0.10370051139790179,16.312586,5706.901,-0.2461,4.0776
4818925783962047104,78.44341089093685,-41.18144951414327,0.7643051,2.333234878977634,-0.4724521850235953,0.02609785729603387,19.076847,,,
4818954272481835776,78.26915622640644,-40.80198013121482,1.009676,2.1467124801465305,-0.636621188254936,-0.002213614956432703,17.287352,,,
4818970971314701056,78.86651264325418,-40.646117488300234,1.615407,2.1437994912211624,-0.6049420441516782,0.052925151284880054,13.279232,4451.483,0.0241,1.4525
4818976812470196608,78.57082842376995,-40.65270645380937,1.3370886,2.1664924075225485,-0.6408271769242632,0.056206779764893716,14.241733,5111.8867,-0.1292,2.3667
4818980007925865344,78.51943894388317,-40.62165256068642,1.4682884,2.165258726363785,-0.6386343305974993,0.08605491455251982,13.627909,,,
4818985191950330880,78.7482182425707,-40.51716239477341,0.76254654,2.407053380147925,-0.7940972080535598,-0.08662622281587021,19.507103,,,
