source_id,ra,dec,bp_rp,pmra,pmdec,parallax,phot_g_mean_mag,teff_gspphot,mh_gspphot,logg_gspphot,M,ra_wrapped
804433085192311552,154.96567868872307,41.450399596816304,0.5744896,-6.188513921681379,-11.838529379624784,0.04393661293437198,18.620857,6459.3706,-1.6402,4.5879,1.8349901097245809,254.96567868872307
804846226686410368,155.52019063105445,42.02739272736618,0.8524227,-6.243112927485507,-11.832221949634686,0.2010950507680873,17.262487,5543.423,-2.2917,4.7166,3.779494322151571,255.52019063105445
804872645023506176,155.70337373677825,42.44522124805406,0.6014652,-6.31921851596128,-11.625662692566276,0.2572764325897497,18.781937,6374.1025,-2.9203,4.5794,5.833936671293323,255.70337373677825
804957651015482240,156.27776802806983,42.523265494958125,0.66327095,-6.614946827446929,-11.51165333850546,0.3719156276186075,18.563978,6279.1543,-2.9415,4.5983,6.416200332561154,256.27776802806983
805017505680260224,156.70822622934148,43.306772186045926,0.6000271,-6.328623969847827,-11.74612275292627,0.25285853711381157,18.475866,6363.8335,-1.1322,4.5972,5.490254422973091,256.70822622934145
805846576105919360,155.96948344087275,43.706988097998945,0.58239555,-6.348010794676517,-11.847258176669044,0.10061422254970084,18.138807,6515.3096,-2.5174,4.5209,3.1521041754154524,255.96948344087275
805873441122118144,154.62471337916622,42.94787065551747,0.67682266,-6.226123071521635,-11.823458080881316,0.20247282895202762,17.795279,6098.634,-2.2786,4.6268,4.327112303541874,254.62471337916622
805903505893328128,154.85388780087504,43.24125803190807,0.6165657,-6.275756781363436,-11.868798319137593,0.08013396858028365,18.001705,6380.082,-2.1953,4.5679,2.520788426739898,254.85388780087504
805927493288911232,155.17038321293782,43.606405790190344,0.7228737,-6.310055261431384,-11.64030732172613,0.008031895426045606,17.784286,5972.9233,-4.0805,4.6825,-2.6916232740006,255.17038321293782
806081214460479360,155.28629473760074,44.09068478056105,0.7062645,-6.438626613898423,-11.489497447347414,0.16728289099544122,18.557665,6210.8857,-2.2595,4.6916,4.674922498136867,255.28629473760074
829009506534211072,158.05127131676548,43.643989027036255,0.60424614,-6.6432624855263835,-11.454632883195963,0.23920969831444047,18.143627,6285.828,-1.9959,4.6664,5.03752108344408,258.05127131676545
829014110739109632,158.02342036312098,43.78508849619556,0.60881805,-6.553918814213758,-11.339086680696521,0.060387042339749175,17.962873,6366.87,-3.3832,4.67,1.8675922542807708,258.023420363121
829017748570608000,157.06501242573893,43.1969255160718,0.5949707,-6.339196294888838,-11.542644971850901,0.3040952349511604,18.13798,6417.194,-1.4477,4.485,5.553027582342706,257.0650124257389
829024242560488576,157.2697856523309,43.3101979928084,0.56578636,-6.399321967138045,-11.458272234772032,0.09190371197897333,18.446413,6458.4272,-1.832,4.5892,3.2630783043511293,257.26978565233094
829054822727842048,157.56577093235123,43.64328162592449,0.6046066,-6.764833770880683,-11.414370642316634,0.19375773807947516,18.461193,6372.762,-1.672,4.5927,4.897488364172656,257.56577093235126
829067948147937664,157.51612847974235,43.73101216467078,0.6055088,-6.45392470491378,-11.452111553216508,0.025805191127087547,18.992151,6143.2646,-1.4625,4.6788,1.0506866605548453,257.51612847974235
829077435736897664,157.74455135629154,43.92650801231738,0.67567444,-6.554540869582526,-11.327661782581607,0.06138318695119134,17.907272,6259.6465,-2.5325,4.5316,1.8475195028608695,257.74455135629154
829108462579932800,158.14012669399455,43.84022954573757,0.8578491,-6.451028467856865,-11.341302847472186,0.11379452156472322,17.03659,5494.1025,-2.6919,4.3883,2.317197347298343,258.14012669399455
829178522086321024,157.9249486269367,44.23545198539068,0.8657017,-6.693472141541236,-11.419372430697397,0.0871243505611515,16.876255,5435.8403,-2.7052,4.3677,1.5769528044882843,257.9249486269367
829185359674247808,158.46583918901734,44.450754575673066,0.6123276,-6.568977502884335,-11.282533918499078,0.07097291619826736,17.325504,6328.68,-3.0767,4.5493,1.5809675543445927,258.46583918901734
829210029966390656,158.70059107148498,44.53035978589513,0.63173866,-6.499321893934631,-11.26559076529616,0.18914359021850224,17.914772,6315.4053,-1.7931,4.5827,4.298730175266298,258.70059107148495
829902516131425920,157.29128006335958,44.5764022592833,0.880043,-6.559943463179467,-11.448504551468492,0.1412877073940274,16.763187,6058.3467,-1.4772,4.4915,2.5137092989648,257.2912800633596
830010165191584768,158.01932604749484,44.95641241131887,0.8133068,-6.71495258561668,-11.362648405489852,0.16941526294505949,18.634295,5515.138,-1.4973,4.7475,4.779057180776595,258.0193260474948
